id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_neverland2_05_s_1,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_1,False,IceLand_n,30,3,1.0,none,,ludmilla_w,3,think,mica_w,1,surprise,blanc_c,5,idle,noir_c,7,idle
event_neverland2_05_s_2,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_2,False,,3,3,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_3,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_3,True,,3,13,2.0,bgm_inark,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_4,40035,event_neverland2_05_s,Self,,,Locale_MainScenario:event_neverland2_05_s_4,False,,13,13,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_5,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_5,False,,13,13,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_6,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_6,True,,13,1,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_7,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_7,True,,1,53,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_8,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_8,True,,53,53,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_9,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_9,True,,53,53,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_10,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_10,True,,53,53,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_11,40035,event_neverland2_05_s,Self,ludmilla_w,,Locale_MainScenario:event_neverland2_05_s_11,False,,53,53,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_12,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_12,False,,S_10,S_10,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_13,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_13,True,,L_50,L_50,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_14,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_14,True,,L_50,75,2.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_15,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_15,True,,75,75,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_16,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_16,True,,75,75,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_17,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_17,True,,75,75,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_18,40035,event_neverland2_05_s,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_05_s_18,True,,75,75,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_19,40035,event_neverland2_05_s,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_05_s_19,True,,75,75,1.0,,,,3,think,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_20,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_20,True,,75,53,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_21,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_21,True,,53,53,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_22,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_22,True,,53,30,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_23,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_23,True,,30,30,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_24,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_24,True,,30,30,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_25,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_25,True,,30,30,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_26,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_26,True,,30,L_50,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_27,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_27,True,,L_50,L_50,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_28,40035,event_neverland2_05_s,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_05_s_28,True,,L_50,75,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_29,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_29,False,,75,75,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_30,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_30,False,,75,75,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_31,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_31,False,,75,75,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_32,40035,event_neverland2_05_s,Speech,blanc_noir,blanc_noir,Locale_MainScenario:event_neverland2_05_s_32,True,,75,75,1.0,,,,3,idle,,1,surprise,,5,idle,,7,idle
event_neverland2_05_s_34,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_34,True,,S_100,S_100,1.0,,,,3,idle,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_35,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_35,True,,S_100,S_100,1.0,,,,3,idle,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_36,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_36,True,,S_100,S_100,1.0,,,,3,idle,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_37,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_37,True,,S_100,300,1.0,,,,3,idle,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_38,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_38,False,,black,black,1.0,,,,3,idle,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_39,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_39,False,,black,black,1.0,,,,3,idle,,1,idle,,5,idle,,7,idle
event_neverland2_05_s_40,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_40,False,,S_100,S_10,1.0,,,,3,idle,,1,delight,,5,idle,,7,idle
event_neverland2_05_s_41,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_41,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,,5,idle,,7,idle
event_neverland2_05_s_42,40035,event_neverland2_05_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_05_s_42,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,,5,idle,,7,idle
event_neverland2_05_s_43,40035,event_neverland2_05_s,Monologue,,,Locale_MainScenario:event_neverland2_05_s_43,False,,S_10,S_10,1.0,,,,3,idle,,1,delight,,5,idle,,7,idle
event_neverland2_05_s_44,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_44,True,,L_50,L_50,1.0,,,,3,idle,,1,idle,,5,delight,,7,delight
event_neverland2_05_s_45,40035,event_neverland2_05_s,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_05_s_45,True,,L_50,L_50,1.0,,,,3,idle,,1,idle,,5,delight,,7,delight
event_neverland2_05_s_46,40035,event_neverland2_05_s,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_05_s_46,True,,L_50,L_70,1.0,,,,3,idle,,1,idle,,5,delight,,7,delight
event_neverland2_05_s_47,40035,event_neverland2_05_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_05_s_47,False,,30,30,1.0,,,,3,think,,1,idle,,5,delight,,7,delight
