id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,jump_target
event_lionheart_03_s_1,40037,event_lionheart_03_s,Narration,Locale_SubScenario:event_lionheart_03_s_1,False,none,black,black,1.0,sfx_scn_toyshopbell,none,,,,,,,,,,,,,,,,,,
event_lionheart_03_s_2,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_2,True,,black,black,1.0,,,leona_no,leona_no,,,,,,,,,,,,,,,,
event_lionheart_03_s_3,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_3,True,,black,black,1.0,,,leona_no,leona_no,,,,,,,,,,,,,,,,
event_lionheart_03_s_4,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_4,True,,black,black,1.0,,,leona_no,leona_no,,,,,,,,,,,,,,,,
event_lionheart_03_s_5,40037,event_lionheart_03_s,Narration,Locale_SubScenario:event_lionheart_03_s_5,False,SchoolCorridor_n,3,3,1.0,sfx_scn_tapebutton,,leona_no,,,,,,,,,,,,,,,,,
event_lionheart_03_s_6,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_6,True,,3,XS_30,1.0,,bgm_story_darklord,guillotine_d,guillotine_d,guillotine_d,3,angry,,,,,,,,,,,,,
event_lionheart_03_s_7,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_7,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,angry,,,,,,,,,,,,,
event_lionheart_03_s_8,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_8,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,angry,,,,,,,,,,,,,
event_lionheart_03_s_9,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_9,True,,XS_30,2,1.0,,,leona_no,leona_no,,3,angry,leona_no,1,idle,biscuit,13,idle,nero,15,idle,,,,
event_lionheart_03_s_10,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_10,True,,2,2,1.0,,,leona_no,leona_no,,3,angry,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_11,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_11,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,shy,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_12,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_12,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,shy,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_13,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_13,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_14,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_14,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_15,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_15,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_16,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_16,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_17,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_17,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_18,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_18,True,,XS_130,XS_130,1.0,,,biscuit,biscuit,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_19,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_19,True,,XS_130,XS_130,1.0,,,biscuit,biscuit,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_20,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_20,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_21,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_21,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_22,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_22,True,,XS_30,XS_300,1.0,,,guillotine_d,guillotine_d,,3,angry,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_23,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_23,True,,XS_300,XS_300,1.0,,,guillotine_d,guillotine_d,,3,angry,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_24,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_24,True,,XS_300,XS_300,1.0,,,guillotine_d,guillotine_d,,3,angry,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_25,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_25,True,,XS_300,2,1.0,,,leona_no,leona_no,,3,angry,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_26,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_26,True,,2,2,1.0,,,leona_no,leona_no,,3,angry,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_27,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_27,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,angry,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_28,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_28,True,,2,2,1.0,,none,leona_no,leona_no,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_29,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_29,True,,2,XS_30,1.0,,,guillotine_d,guillotine_d,,3,no,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_30,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_30,True,,XS_30,XS_30,1.0,,bgm_story_fairytalesend_if,guillotine_d,guillotine_d,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_31,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_31,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_32,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_32,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_33,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_33,True,,XS_130,XS_130,1.0,,,biscuit,biscuit,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_34,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_34,True,,XS_130,L_150,1.0,,,nero,nero,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_35,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_35,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_36,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_36,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,3,idle,,1,sad,,13,angry,,15,angry,,,,
event_lionheart_03_s_37,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_37,True,,Leo_10,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_38,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_38,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_39,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_39,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_40,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_40,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_41,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_41,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_42,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_42,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_43,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_43,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_44,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_44,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_45,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_45,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_46,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_46,True,,2,Leo_10,1.0,,,leona_no,leona_no,,3,idle,,1,sad,,13,idle,,15,idle,,,,
event_lionheart_03_s_47,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_47,True,,Leo_10,XS_30,1.0,,,guillotine_d,guillotine_d,,3,shy,,1,sad,,13,idle,,15,idle,,,,
event_lionheart_03_s_48,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_48,True,,XS_30,XS_30,1.0,,,guillotine_d,guillotine_d,,3,shy,,1,sad,,13,idle,,15,idle,,,,
event_lionheart_03_s_49,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_49,True,,XS_30,2,1.0,,,leona_no,leona_no,,3,shy,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_50,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_50,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_51,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_51,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_52,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_52,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_53,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_53,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_54,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_54,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_55,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_55,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_56,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_56,True,,2,2,1.0,,,guillotine_d,guillotine_d,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_57,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_57,True,,2,2,1.0,,,leona_no,leona_no,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_58,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_58,True,,2,14,2.0,,,biscuit,biscuit,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_59,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_59,True,,14,14,1.0,,,nero,nero,,3,idle,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_60,40037,event_lionheart_03_s,Monologue,Locale_SubScenario:event_lionheart_03_s_60,False,,3,2,2.0,,,guillotine_d,,,3,idle,,1,idle,,13,idle,,15,idle,guillotine_d,,,
event_lionheart_03_s_61,40037,event_lionheart_03_s,Monologue,Locale_SubScenario:event_lionheart_03_s_61,False,,2,2,1.0,,,guillotine_d,,,,,,1,idle,,13,idle,,15,sad,,,,
event_lionheart_03_s_62,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_62,True,,2,14,2.0,,,biscuit,biscuit,,,,,1,idle,,13,sad,,15,sad,,,,
event_lionheart_03_s_63,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_63,True,,14,14,1.0,,,biscuit,biscuit,,,,,1,idle,,13,sad,,15,sad,,,,
event_lionheart_03_s_64,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_64,True,,14,14,1.0,,,nero,nero,,,,,1,idle,,13,sad,,15,sad,,,,
event_lionheart_03_s_65,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_65,True,,14,12,1.0,,,leona_no,leona_no,,,,,1,idle,,13,sad,,15,sad,,,,
event_lionheart_03_s_66,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_66,True,,12,12,1.0,,,leona_no,leona_no,,,,,1,idle,,13,sad,,15,idle,,,,
event_lionheart_03_s_67,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_67,True,,12,14,1.0,,,biscuit,biscuit,,,,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_68,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_68,True,,14,14,1.0,,,nero,nero,,,,,1,idle,,13,idle,,15,idle,,,,
event_lionheart_03_s_69,40037,event_lionheart_03_s,Monologue,Locale_SubScenario:event_lionheart_03_s_69,False,,14,Leo_1,2.0,,,nero,,,,,,1,idle,,13,idle,,15,idle,,biscuit,nero,
event_lionheart_03_s_70,40037,event_lionheart_03_s,Self,Locale_SubScenario:event_lionheart_03_s_70,False,,Leo_1,Leo_1,1.0,,,nero,,,,,,1,idle,,,,,,,,,,
event_lionheart_03_s_71,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_71,True,,Leo_1,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_72,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_72,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_73,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_73,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_74,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_74,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_75,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_75,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_76,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_76,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_77,40037,event_lionheart_03_s,Self,Locale_SubScenario:event_lionheart_03_s_77,False,,Leo_10,Leo_10,1.0,,,leona_no,,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_78,40037,event_lionheart_03_s,Choice,Locale_SubScenario:event_lionheart_03_s_78,False,,Leo_10,Leo_10,1.0,,,leona_no,,,,,,1,sad,,,,,,,,,,event_lionheart_03_s_80
event_lionheart_03_s_79,40037,event_lionheart_03_s,Choice,Locale_SubScenario:event_lionheart_03_s_79,False,,Leo_10,Leo_10,1.0,,,leona_no,,,,,,1,sad,,,,,,,,,,event_lionheart_03_s_83
event_lionheart_03_s_80,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_80,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_81,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_81,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
