id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_05_e_1,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_1,False,RestArea,black,black,1.0,event_bgm_ubsphere_longing,,,,mori,1,pain,,,,,,mihara_b,3,think,,yuni_n,5,idle,
event_unbreakablesphere1_05_e_2,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_2,False,,L_500,L_500,1.0,,yuni_n,yuni_n,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_3,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_3,False,,L_500,L_50,1.0,,,,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_4,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_4,False,,L_50,30,1.0,,,,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_5,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_5,False,,30,30,1.0,,,,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_6,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_6,False,,30,30,1.0,,mihara_b,mihara_b,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_7,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_7,False,,30,S_10,1.0,,,,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_8,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_8,False,,S_10,S_10,1.0,,,,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_9,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_9,False,,S_10,S_100,1.0,,mori,mori,,,1,pain,,,,,,,3,think,,,5,idle,
event_unbreakablesphere1_05_e_10,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_10,False,,black,black,1.0,,,,,,1,pain,,,,,,,3,think,mihara_b,,5,idle,yuni_n
event_unbreakablesphere1_05_e_11,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_11,False,BubbleMaker,black,black,1.0,,,,black,,1,pain,,littlemermaid,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_12,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_12,True,,S_100,S_100,1.0,,mori,mori,,,1,shy_01,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_13,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_13,False,,S_100,S_100,1.0,,,,,,1,shy_01,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_14,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_14,True,,L_1300,L_130,1.0,,littlemermaid,littlemermaid,,,1,shy_01,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_15,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_15,True,,L_130,113,1.0,,mori,mori,,,1,shy_02,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_16,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_16,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,shy_02,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_17,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_17,True,,113,113,1.0,,mori,mori,,,1,shy_02,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_18,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_18,True,,113,113,1.0,,mori,mori,,,1,shy_01,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_19,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_19,True,,113,113,1.0,,mori,mori,,,1,shy_01,,,13,surprise,,,,,,,,,
event_unbreakablesphere1_05_e_20,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_20,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,shy_01,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_21,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_21,True,,113,113,1.0,,mori,mori,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_22,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_22,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_23,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_23,True,,113,113,1.0,,mori,mori,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_24,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_24,False,,113,S_10,1.0,,mori,mori,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_25,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_25,False,,S_10,S_100,1.0,,,,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_26,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_26,True,,S_100,S_100,1.0,,mori,mori,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_27,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_27,True,,S_100,S_100,1.0,,mori,mori,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_28,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_28,True,,S_100,S_10,1.0,,mori,mori,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_29,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_29,True,,S_10,113,1.0,,littlemermaid,littlemermaid,,,1,idle,,,13,delight,,,,,,,,,
event_unbreakablesphere1_05_e_30,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_30,False,EventScene_unbreakablesphere_04,black,black,1.0,,,,,,1,idle,mori,,13,delight,littlemermaid,,,,,,,,
event_unbreakablesphere1_05_e_31,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_31,False,,missedfriends_01,missedfriends_02,2.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_32,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_32,False,,missedfriends_02,missedfriends_02,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_33,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_33,False,,missedfriends_02,missedfriends_02,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_34,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_34,True,,missedfriends_02,missedfriends_03,2.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_35,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_35,False,,missedfriends_03,missedfriends_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_36,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_36,True,,missedfriends_03,missedfriends_03,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_37,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_37,True,,missedfriends_03,missedfriends_03,1.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_38,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_38,True,,missedfriends_03,1,3.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_39,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_39,True,,1,1,1.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_40,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_40,True,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_41,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_41,True,,1,1,1.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_42,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_42,True,,1,1,1.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_43,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_43,True,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_44,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_44,True,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_45,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_45,True,,1,1,1.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_46,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_46,True,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_47,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_47,True,,1,1,1.0,,mori,mori,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_48,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_48,True,,1,1,2.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_49,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_49,True,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_50,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_50,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_51,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_51,True,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_05_e_52,40075,event_unbreakablesphere1_05_e,Narration,Locale_MainScenario:event_unbreakablesphere1_05_e_52,False,BubbleMaker,black,black,1.0,,,,,mori,1,think,,littlemermaid,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_53,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_53,True,,S_100,S_10,1.0,,mori,mori,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_54,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_54,True,,S_10,113,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_55,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_55,True,,113,113,1.0,,mori,mori,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_56,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_56,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_57,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_57,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_58,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_58,True,,113,113,1.0,,mori,mori,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_59,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_59,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_60,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_60,True,,113,113,1.0,,mori,mori,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_61,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_61,True,,113,113,1.0,,mori,mori,,,1,think,,,13,think,,,,,,,,,
event_unbreakablesphere1_05_e_62,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_62,True,,113,113,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_63,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_63,True,,113,13,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_64,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_64,True,,13,13,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_65,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_65,True,,13,L_130,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_66,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_66,True,,L_130,L_130,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_67,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_67,True,,S_10,S_10,1.0,,mori,mori,,,1,think,,,13,idle,,,,,,,,,
event_unbreakablesphere1_05_e_68,40075,event_unbreakablesphere1_05_e,Speech,Locale_MainScenario:event_unbreakablesphere1_05_e_68,True,,L_130,L_130,1.0,,littlemermaid,littlemermaid,,,1,think,,,13,delight,,,,,,,,,
