id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_ce004_3_05_e_1,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_1,False,AZXIn,black,black,1.0,sfx_scn_trainrun,event_bgm_ce004_compte,,,ce004_01,1,angry,,diesel,3,idle,,ein,5,surprise,,zwei,7,idle,,ce004_02,13,idle,,,,,,,,,
event_ce004_3_05_e_2,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_2,False,,black,black,1.0,,,,,,1,angry,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_3,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_3,False,,black,black,1.0,sfx_scn_trainhit,,,,,1,angry,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_4,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_4,True,,10,1,0.7,,,ce004_01,ce004_01,,1,angry,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_5,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_5,True,,1,31,1.0,,,diesel,diesel,,1,angry,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_6,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_6,True,,31,31,1.0,,,ce004_01,ce004_01,,1,surprise,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_7,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_7,True,,31,31,1.0,,,diesel,diesel,,1,surprise,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_8,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_8,True,,31,31,1.0,,,diesel,diesel,,1,surprise,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_9,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_9,True,,50,50,1.0,,,ein,ein,,1,surprise,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_10,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_10,True,,10,10,1.0,,,ce004_01,ce004_01,,1,think,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
