id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_ce004_3_03_e_1,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_1,True,ein,3,no,zwei,13,pain,rei,1,cry,marciana,16,idle,ElevatorOut,160,160,1.0,bgm_risk,
event_ce004_3_03_e_2,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_2,False,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_3,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_3,False,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_4,40057,event_ce004_3_03_e,Speech,rei,rei,Locale_SubScenario:event_ce004_3_03_e_4,False,,3,no,,13,pain,,1,cry,,16,idle,,XS_10,XS_10,1.0,,
event_ce004_3_03_e_5,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_5,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_6,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_6,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_7,40057,event_ce004_3_03_e,Speech,rei,rei,Locale_SubScenario:event_ce004_3_03_e_7,True,,3,no,,13,pain,,1,cry,,16,idle,,XS_10,XS_10,1.0,,
event_ce004_3_03_e_8,40057,event_ce004_3_03_e,Speech,rei,rei,Locale_SubScenario:event_ce004_3_03_e_8,True,,3,no,,13,pain,,1,cry,,16,idle,,XS_10,XS_10,1.0,,
event_ce004_3_03_e_9,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_9,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_10,40057,event_ce004_3_03_e,Self,marciana,,Locale_SubScenario:event_ce004_3_03_e_10,False,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_11,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_11,True,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_12,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_12,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_13,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_13,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_14,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_14,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_15,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_15,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_16,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_16,True,,3,no,,13,pain,,1,cry,,16,special,,160,160,1.0,,
event_ce004_3_03_e_17,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_17,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_18,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_18,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_19,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_19,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_20,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_20,True,,3,no,,13,pain,,1,cry,,16,idle,,160,160,1.0,,
event_ce004_3_03_e_21,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_21,True,,3,no,,13,idle,,1,cry,,16,idle,,160,130,1.0,,
event_ce004_3_03_e_22,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_22,True,,3,no,,13,idle,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_23,40057,event_ce004_3_03_e,Self,zwei,,Locale_SubScenario:event_ce004_3_03_e_23,False,,3,no,,13,idle,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_24,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_24,True,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_25,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_25,True,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_26,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_26,True,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_27,40057,event_ce004_3_03_e,Self,zwei,,Locale_SubScenario:event_ce004_3_03_e_27,False,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_28,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_28,True,,3,no,,13,pain,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_29,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_29,True,,3,no,,13,pain,,1,cry,,16,idle,,130,1300,1.0,,
event_ce004_3_03_e_30,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_30,True,,3,no,,13,pain,,1,cry,,16,idle,,1300,1300,1.0,,
event_ce004_3_03_e_31,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_31,True,,3,no,,13,pain,,1,cry,,16,idle,,1300,1300,1.0,,
event_ce004_3_03_e_32,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_32,True,,3,no,,13,pain,,1,cry,,16,idle,,1300,1300,1.0,,
event_ce004_3_03_e_33,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_33,True,,3,no,,13,pain,,1,cry,,16,idle,,1300,1300,1.0,,
event_ce004_3_03_e_34,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_34,True,,3,no,,13,pain,,1,cry,,16,idle,,1300,1300,1.0,,
event_ce004_3_03_e_35,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_35,True,,3,no,,13,pain,,1,cry,,16,idle,,1300,1300,1.0,,
event_ce004_3_03_e_36,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_36,True,,3,no,,13,pain,,1,cry,,16,special,,160,160,1.0,,
event_ce004_3_03_e_37,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_37,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_38,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_38,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_39,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_39,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_40,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_40,True,,3,no,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_41,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_41,True,,3,no,,13,pain,,1,cry,,16,special,,160,160,1.0,,
event_ce004_3_03_e_42,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_42,True,,3,delight,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_43,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_43,True,,3,delight,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_44,40057,event_ce004_3_03_e,Speech,ein,ein,Locale_SubScenario:event_ce004_3_03_e_44,True,,3,delight,,13,pain,,1,cry,,16,idle,,30,30,1.0,,
event_ce004_3_03_e_45,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_45,True,,3,delight,,13,idle,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_46,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_46,True,,3,delight,,13,idle,,1,cry,,16,idle,,130,130,1.0,,
event_ce004_3_03_e_47,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_47,True,,3,delight,,13,idle,,1,cry,,16,think,,160,160,1.0,,
event_ce004_3_03_e_48,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_48,True,,3,delight,,13,idle,,1,cry,,16,think,,160,160,1.0,,
event_ce004_3_03_e_49,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_49,True,,3,delight,,13,idle,,1,cry,,16,think,,160,160,1.0,,
event_ce004_3_03_e_50,40057,event_ce004_3_03_e,Narration,marciana,,Locale_SubScenario:event_ce004_3_03_e_50,False,,3,delight,,13,idle,,1,cry,,16,think,,black,black,1.0,none,sfx_scn_earthquake
event_ce004_3_03_e_51,40057,event_ce004_3_03_e,Self,marciana,,Locale_SubScenario:event_ce004_3_03_e_51,False,,3,delight,,13,pain,,1,cry,,16,think,,160,160,1.0,bgm_story_crawlinganxiety,
event_ce004_3_03_e_52,40057,event_ce004_3_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_3_03_e_52,True,,3,angry,,13,pain,,1,cry,,16,rage,,130,130,1.0,,
event_ce004_3_03_e_53,40057,event_ce004_3_03_e,Narration,zwei,,Locale_SubScenario:event_ce004_3_03_e_53,False,,3,angry,,13,pain,,1,cry,,16,rage,,black,black,1.0,,sfx_scn_electricityoff
event_ce004_3_03_e_54,40057,event_ce004_3_03_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_03_e_54,True,,3,angry,,13,pain,,1,cry,,16,rage,,160,1600,1.0,,
event_ce004_3_03_e_55,40057,event_ce004_3_03_e,Narration,marciana,,Locale_SubScenario:event_ce004_3_03_e_55,False,,3,angry,,13,pain,,1,cry,,16,rage,,black,black,1.0,,sfx_scn_lightout
event_ce004_3_03_e_56,40057,event_ce004_3_03_e,Monologue,marciana,,Locale_SubScenario:event_ce004_3_03_e_56,False,,3,angry,,13,pain,,1,cry,,16,rage,,black,black,1.0,,
