id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_goldencoinrush2_05_s_1,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_1,True,CoinRushMainHall,12,12,1.0,bgm_story_epicjazzymoods,,,soda_b,1,sad,volume,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_2,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_2,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_3,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_3,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_4,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_4,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_5,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_5,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_6,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_6,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_7,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_7,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_8,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_8,True,,12,12,1.0,,,,,1,sad,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_9,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_9,True,,12,12,1.0,,,,,1,sad,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_10,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_10,True,,12,12,1.0,,,,,1,surprise,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_11,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_11,True,,12,S_10,1.0,,,,,1,worry,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_12,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_12,True,,S_10,S_10,1.0,,,,,1,worry,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_13,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_13,True,,S_10,S_10,1.0,,,,,1,worry,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_14,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_14,True,,S_10,S_10,1.0,,,,,1,worry,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_15,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_15,True,,S_10,S_10,1.0,,,,,1,worry,,13,angry,,,,,,,,,,,
event_goldencoinrush2_05_s_16,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_16,True,,S_10,S_130,1.0,,,,,1,worry,,13,surprise,,,,,,,,,,,
event_goldencoinrush2_05_s_17,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_17,True,,S_130,S_130,1.0,,,,,1,worry,,13,surprise,,,,,,,,,,,
event_goldencoinrush2_05_s_18,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_18,True,,S_130,12,1.0,,,,,1,surprise,,13,surprise,,,,,,,,,,,
event_goldencoinrush2_05_s_19,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_19,True,,12,12,1.0,,,,,1,sad,,13,surprise,,,,,,,,,,,
event_goldencoinrush2_05_s_20,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_20,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_21,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_21,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_22,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_22,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_23,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_23,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_24,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_24,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_25,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_25,True,,12,12,1.0,,,,,1,think,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_26,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_26,True,,12,12,1.0,,,,,1,think,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_27,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_27,True,,12,12,1.0,,,,,1,idle,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_28,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_28,True,,12,12,1.0,,,,,1,idle,,13,surprise,,,,,,,,,,,
event_goldencoinrush2_05_s_29,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_29,True,,12,12,1.0,,,,,1,idle,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_30,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_30,True,,12,12,1.0,,,,,1,idle,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_31,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_31,True,,12,12,1.0,,,,,1,idle,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_32,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_32,True,,12,12,1.0,,,,,1,surprise,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_33,40049,event_goldencoinrush2_05_s,Self,volume,,Locale_MainScenario:event_goldencoinrush2_05_s_33,False,,12,12,1.0,,,,,1,surprise,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_34,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_34,True,,12,S_130,1.0,,,,,1,surprise,,13,surprise,,,,,,,,,,,
event_goldencoinrush2_05_s_35,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_35,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_36,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_36,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_37,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_37,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_38,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_38,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_39,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_39,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_40,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_40,True,,S_130,12,1.0,,,,,1,surprise,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_41,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_41,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_42,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_42,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_43,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_43,True,,12,12,1.0,,,,,1,sad,,13,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_44,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_44,True,,12,12,1.0,,,,,1,sad,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_45,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_45,True,,12,12,1.0,,,,,1,sad,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_46,40049,event_goldencoinrush2_05_s,Monologue,volume,,Locale_MainScenario:event_goldencoinrush2_05_s_46,False,,12,S_10,1.0,,,,,1,sad,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_47,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_47,True,,S_10,S_10,1.0,,,,,1,surprise,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_48,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_48,False,,S_10,12,1.0,,,,,1,surprise,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_49,40049,event_goldencoinrush2_05_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_05_s_49,True,,12,12,1.0,,,,,1,surprise,,13,delight,,,,,,,,,,,
event_goldencoinrush2_05_s_50,40049,event_goldencoinrush2_05_s,Monologue,volume,,Locale_MainScenario:event_goldencoinrush2_05_s_50,False,,12,12,1.0,none,,,,1,surprise,,13,delight,volume,,,,,,,,,,
event_goldencoinrush2_05_s_51,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_51,False,,12,1,1.0,,,,,1,surprise,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_52,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_52,True,,1,2,1.0,bgm_story_inwonderland,,,,1,surprise,alice_b,3,idle,,,,,,,,,,,
