id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_absolute2_03_e_1,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_1,False,RuinTechIndoor,black,black,1.0,bgm_recognition_underworld,,,,,eunhwa_t,1,idle,emma_t,3,worry
event_absolute2_03_e_2,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_2,False,,black,black,1.0,,,,,,,1,idle,,3,worry
event_absolute2_03_e_3,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_3,True,,300,300,1.0,,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_4,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_4,True,,300,300,1.0,,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_5,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_5,True,,300,30,1.0,,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_6,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_6,True,,30,31,1.0,,eunhwa_t,eunhwa_t,,,,1,idle,,3,worry
event_absolute2_03_e_7,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_7,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,idle,,3,worry
event_absolute2_03_e_8,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_8,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,idle,,3,worry
event_absolute2_03_e_9,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_9,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,idle,,3,worry
event_absolute2_03_e_10,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_10,True,,31,31,1.0,,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_11,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_11,False,,black,black,1.0,,emma_t,,,,,1,idle,,3,worry
event_absolute2_03_e_12,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_12,False,,black,black,1.0,,emma_t,,,,,1,idle,,3,worry
event_absolute2_03_e_13,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_13,False,,100,10,1.0,,eunhwa_t,eunhwa_t,,,,1,idle,,3,worry
event_absolute2_03_e_14,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_14,True,,10,31,1.0,none,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_15,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_15,True,,31,31,1.0,,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_16,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_16,True,,31,31,1.0,,emma_t,emma_t,,,,1,idle,,3,worry
event_absolute2_03_e_17,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_17,False,,10,100,0.5,bgm_theruinedcity,eunhwa_t,,sfx_scn_headbutt,,,1,no,,3,worry
event_absolute2_03_e_18,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_18,False,,100,100,1.0,,eunhwa_t,,,,,1,no,,3,worry
event_absolute2_03_e_19,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_19,True,,100,100,1.0,,eunhwa_t,eunhwa_t,,,,1,no,,3,worry
event_absolute2_03_e_20,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_20,False,,100,100,1.0,,eunhwa_t,,sfx_scn_headbutt,Low_2,,1,no,,3,worry
event_absolute2_03_e_21,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_21,True,,100,10,1.0,,eunhwa_t,eunhwa_t,,,,1,no,,3,worry
event_absolute2_03_e_22,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_22,False,,10,10,1.0,,eunhwa_t,,sfx_scn_headbutt,Low_2,,1,no,,3,worry
event_absolute2_03_e_23,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_23,True,,10,10,1.0,,eunhwa_t,eunhwa_t,,,,1,no,,3,worry
event_absolute2_03_e_24,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_24,False,,10,31,1.0,,eunhwa_t,,sfx_scn_grab,,,1,no,,3,worry
event_absolute2_03_e_25,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_25,False,,31,31,1.0,,emma_t,,,,,1,angry,,3,worry
event_absolute2_03_e_26,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_26,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_27,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_27,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_28,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_28,False,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_29,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_29,False,,31,31,1.0,,eunhwa_t,,,,,1,angry,,3,angry
event_absolute2_03_e_30,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_30,False,,31,31,1.0,,eunhwa_t,,,,,1,angry,,3,angry
event_absolute2_03_e_31,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_31,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_32,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_32,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_33,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_33,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_34,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_34,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_35,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_35,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_36,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_36,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_37,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_37,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,rage,,3,angry
event_absolute2_03_e_38,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_38,True,,30,300,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_39,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_39,True,,300,300,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_40,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_40,True,,300,100,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_41,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_41,True,,300,30,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_42,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_42,True,,30,30,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_43,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_43,True,,30,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_44,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_44,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_45,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_45,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_46,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_46,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_47,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_47,False,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,rage,,3,angry
event_absolute2_03_e_48,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_48,True,,10,100,0.5,,eunhwa_t,eunhwa_t,,,,1,rage,,3,angry
