id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_blanc_13_1,80903,snowfall_speech_blanc_13,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_1,False,blanc_c,1,idle,Trail_s,1,1,1.0,amb_so_trail_2,event_bgm_neverland_snowflakes_sunset,,,
snowfall_speech_blanc_13_2,80903,snowfall_speech_blanc_13,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_blanc_13_3,80903,snowfall_speech_blanc_13,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_blanc_13_4,80903,snowfall_speech_blanc_13,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_blanc_13_7,,
snowfall_speech_blanc_13_5,80903,snowfall_speech_blanc_13,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_blanc_13_6,,
snowfall_speech_blanc_13_6,80903,snowfall_speech_blanc_13,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_blanc_13_7,80903,snowfall_speech_blanc_13,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_7,True,,1,idle,,1,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_13_8,80903,snowfall_speech_blanc_13,Self,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_8,False,,1,idle,,L_10,L_10,1.0,,,,,
snowfall_speech_blanc_13_9,80903,snowfall_speech_blanc_13,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_9,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_13_10,80903,snowfall_speech_blanc_13,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_10,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_13_11,80903,snowfall_speech_blanc_13,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_11,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_13_12,80903,snowfall_speech_blanc_13,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_12,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_13_13,80903,snowfall_speech_blanc_13,Self,blanc_c,Locale_SubScenario:snowfall_speech_blanc_13_13,False,,1,idle,,L_10,L_10,1.0,,,,,
