id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id
re_event_ce02_2_01_e_1,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_1,True,anis,7,idle,rapi,5,idle,ce_02_01,3,idle,ce_02_npc_01,1,idle,WasteLand_03,2,2,1.0,event_bgm_ce002_field,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_2,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_2,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_3,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_3,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_4,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_4,False,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_5,40083,re_event_ce02_2_01_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_e_5,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_6,40083,re_event_ce02_2_01_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_e_6,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_7,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_7,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_8,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_8,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_9,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_9,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_10,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_10,True,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_11,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_11,False,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_12,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_12,True,,7,void,,5,idle,,3,idle,,1,idle,,2,6,0.7,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_13,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_13,True,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_14,40083,re_event_ce02_2_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_e_14,True,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_15,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_15,True,,7,worry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_16,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_16,True,,7,worry,,5,idle,,3,idle,,1,idle,,1,10,0.7,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_17,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_17,True,,7,void,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_18,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_18,True,,7,void,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_19,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_19,True,,7,void,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_20,40083,re_event_ce02_2_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_e_20,False,,7,void,,5,idle,,3,idle,,1,idle,,5,50,0.5,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_21,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_21,True,,7,worry,,5,idle,,3,idle,,1,idle,,7,70,0.5,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_22,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_22,True,,7,worry,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_23,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_23,True,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_24,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_24,True,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_25,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_25,True,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_26,40083,re_event_ce02_2_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_e_26,True,,7,void,,5,idle,,3,idle,,1,idle,,2,6,0.7,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_27,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_27,False,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_28,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_28,False,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_29,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_29,False,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_30,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_30,True,,7,idle,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_31,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_31,True,,7,idle,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_32,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_32,True,,7,idle,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_33,40083,re_event_ce02_2_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_e_33,True,,7,idle,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_34,40083,re_event_ce02_2_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_e_34,True,,7,idle,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_35,40083,re_event_ce02_2_01_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_e_35,True,,7,idle,,5,idle,,3,idle,,1,delight,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_36,40083,re_event_ce02_2_01_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_e_36,False,,7,idle,,5,idle,,3,idle,,1,delight,,2,2,1.0,,,,,,,,,,,,,,,,,
re_event_ce02_2_01_e_37,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_37,False,,7,idle,,5,idle,,3,idle,,1,delight,,2,2,1.0,,neon,9,no,,,,,,,,,,,,,
re_event_ce02_2_01_e_38,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_38,True,,7,idle,,5,idle,,3,idle,,1,idle,,9,S_90,0.3,,,9,no,Low_2,,,,,,,,,,,,
re_event_ce02_2_01_e_39,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_39,False,,7,idle,,5,idle,,3,idle,,1,idle,,S_90,S_90,1.0,,,9,no,,,,,,,,,,,,,
re_event_ce02_2_01_e_40,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_40,True,,7,idle,,5,idle,,3,idle,,1,idle,,S_90,S_90,1.0,,,9,no,,,,,,,,,,,,,
