id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable
event_lastkingdom1_b02_e_1,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_1,True,CrownCastleFrontYard_d,130,130,1.0,event_bgm_lastkingdom_reclusivepilot,,,,kilo,1,idle,talos,3,idle,crown,13,idle,,marian_q,15,void,,,,,,,
event_lastkingdom1_b02_e_2,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_2,True,,130,130,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_3,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_3,True,,130,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_4,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_4,True,,S_10,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_5,40045,event_lastkingdom1_b02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b02_e_5,True,,150,150,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_6,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_6,True,,S_10,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_7,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_7,True,,S_10,S_100,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_8,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_8,False,,1300,1300,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_9,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_9,True,,1300,130,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_10,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_10,True,,S_10,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_11,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_11,True,,130,130,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_12,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_12,False,,S_10,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_13,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_13,True,,S_10,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_14,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_14,True,,S_10,1,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_15,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_15,True,,1,113,1.0,,,,,,1,idle,,3,idle,,13,delight,,,15,void,,,,,,,
event_lastkingdom1_b02_e_16,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_16,True,,113,113,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_17,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_17,True,,113,113,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_18,40045,event_lastkingdom1_b02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b02_e_18,False,,150,150,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_19,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_19,True,,S_10,S_10,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_20,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_20,True,,S_10,130,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_21,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_21,True,,130,130,1.0,,,,,,1,idle,,3,idle,,13,idle,,,15,void,,,,,,,
event_lastkingdom1_b02_e_22,40045,event_lastkingdom1_b02_e,Narration,,,Locale_MainScenario:event_lastkingdom1_b02_e_22,False,,black,black,1.0,none,Blur_Low,black,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_23,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_23,True,,113,113,1.0,event_bgm_lastkingdom_machines,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,fx_Eventscene_camera_recording,rec,True
event_lastkingdom1_b02_e_24,40045,event_lastkingdom1_b02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b02_e_24,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_25,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_25,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_26,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_26,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_27,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_27,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_28,40045,event_lastkingdom1_b02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b02_e_28,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_29,40045,event_lastkingdom1_b02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b02_e_29,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_30,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_30,True,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_31,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_31,True,,113,31,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_32,40045,event_lastkingdom1_b02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_b02_e_32,True,,31,31,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_33,40045,event_lastkingdom1_b02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_b02_e_33,True,,31,31,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_34,40045,event_lastkingdom1_b02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_b02_e_34,True,,31,31,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_35,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_35,True,,31,31,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_36,40045,event_lastkingdom1_b02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_b02_e_36,True,,31,31,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_37,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_37,True,,31,S_10,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_38,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_38,True,,S_10,S_10,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_39,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_39,True,,150,150,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_40,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_40,True,,150,150,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,,,,,,
event_lastkingdom1_b02_e_41,40045,event_lastkingdom1_b02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_b02_e_41,True,,XXS_170,XXS_1700,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,chime,17,idle,,,,
event_lastkingdom1_b02_e_42,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_42,True,,XXS_1700,1517,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_43,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_43,True,,1517,1517,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_44,40045,event_lastkingdom1_b02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_b02_e_44,True,,1517,1517,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_45,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_45,True,,1517,1517,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_46,40045,event_lastkingdom1_b02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_b02_e_46,True,,1517,XXS_170,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_47,40045,event_lastkingdom1_b02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_b02_e_47,True,,XXS_170,XXS_170,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_48,40045,event_lastkingdom1_b02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b02_e_48,True,,XXS_170,150,1.0,,Blur_Low,,,,1,idle,,3,idle,,15,idle,,,13,void,,17,idle,,,,
event_lastkingdom1_b02_e_49,40045,event_lastkingdom1_b02_e,Narration,crown,,Locale_MainScenario:event_lastkingdom1_b02_e_49,False,,150,15,1.0,,Blur_Low,,sfx_scn_runaway2,,1,idle,,3,idle,,15,idle,crown,,13,void,,17,idle,chime,,,
event_lastkingdom1_b02_e_50,40045,event_lastkingdom1_b02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_b02_e_50,True,,15,113,2.0,,Blur_Low,,,,1,idle,,3,idle,,,,,,13,void,,,,,,,
event_lastkingdom1_b02_e_51,40045,event_lastkingdom1_b02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b02_e_51,False,,113,113,1.0,,Blur_Low,,,,1,idle,,3,idle,,,,,,13,void,,,,,,,
