id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_coinsinrush1_01_e_1,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_1,False,Office,L_10,L_10,1.0,none,,mustang,1,angry
event_coinsinrush1_01_e_2,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_2,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_3,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_3,True,,L_10,L_100,1.0,,,,1,angry
event_coinsinrush1_01_e_4,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_4,False,,L_100,L_100,1.0,,,,1,angry
event_coinsinrush1_01_e_5,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_5,False,,L_100,L_100,1.0,,,,1,angry
event_coinsinrush1_01_e_6,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_6,False,,L_100,L_100,1.0,,,,1,angry
event_coinsinrush1_01_e_7,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_7,True,,L_100,L_10,1.0,bgm_story_mustang,,,1,delight
event_coinsinrush1_01_e_8,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_8,True,,L_10,L_10,1.0,,,,1,delight
event_coinsinrush1_01_e_9,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_9,False,,L_10,L_10,1.0,,,,1,delight
event_coinsinrush1_01_e_10,40088,event_coinsinrush1_01_e,Monologue,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_10,False,,L_10,L_10,1.0,,,,1,delight
event_coinsinrush1_01_e_11,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_11,False,,L_10,L_10,1.0,,,,1,delight
event_coinsinrush1_01_e_12,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_12,True,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_13,40088,event_coinsinrush1_01_e,Narration,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_13,False,,L_10,L_10,1.0,,sfx_scn_paperopen,,1,idle
event_coinsinrush1_01_e_14,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_14,False,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_15,40088,event_coinsinrush1_01_e,Monologue,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_15,False,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_16,40088,event_coinsinrush1_01_e,Monologue,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_16,False,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_17,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_17,True,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_18,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_18,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_19,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_19,False,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_20,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_20,False,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_21,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_21,True,,L_10,L_10,1.0,,,,1,think
event_coinsinrush1_01_e_22,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_22,True,,L_10,L_10,1.0,,,,1,think
event_coinsinrush1_01_e_23,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_23,False,,L_10,L_10,1.0,,,,1,think
event_coinsinrush1_01_e_24,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_24,True,,L_10,L_10,1.0,,,,1,think
event_coinsinrush1_01_e_25,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_25,True,,L_10,L_10,1.0,,,,1,think
event_coinsinrush1_01_e_26,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_26,False,,L_10,L_10,1.0,,,,1,think
event_coinsinrush1_01_e_27,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_27,True,,L_10,L_10,1.0,,,,1,think
