id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_coinsinrush2_06_e_1,40089,event_coinsinrush2_06_e,Speech,velvet,velvet,Locale_MainScenario:event_coinsinrush2_06_e_1,True,Sky_s,10,100,1.0,none,,velvet,1,good_02,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_2,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_2,False,,black,black,1.0,,sfx_scn_windowbreak,,1,good_02,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_3,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_3,False,,black,black,1.0,,,,1,good_02,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_4,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_4,False,,black,black,1.0,,,,1,good_02,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_5,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_5,False,,black,black,1.0,,,,1,good_02,velvet,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_6,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_6,False,,black,black,1.0,,sfx_scn_heellanding,mustang,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_7,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_7,False,,black,black,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_8,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_8,False,CoinRushMainHall,black,black,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_9,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_9,True,,L_70,L_700,1.0,event_bgm_coinsinrush,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_10,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_10,True,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_11,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_11,True,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_12,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_12,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_13,40089,event_coinsinrush2_06_e,Speech,,wistfulfemaleguest,Locale_MainScenario:event_coinsinrush2_06_e_13,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_14,40089,event_coinsinrush2_06_e,Speech,,wistfulfemaleguest,Locale_MainScenario:event_coinsinrush2_06_e_14,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_15,40089,event_coinsinrush2_06_e,Speech,,wistfulfemaleguest,Locale_MainScenario:event_coinsinrush2_06_e_15,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_16,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_16,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_17,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_17,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_18,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_18,False,,L_700,L_700,1.0,,,,7,delight,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_19,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_19,False,,black,black,1.0,,sfx_scn_heellanding,,7,delight,,milk_b,13,surprise3,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_20,40089,event_coinsinrush2_06_e,Monologue,milk_b,,Locale_MainScenario:event_coinsinrush2_06_e_20,False,,130,130,1.0,,,,7,delight,,,13,surprise3,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_21,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_21,True,,130,130,1.0,,,,7,delight,,,13,surprise3,,,,,,,,,,,,,,,
event_coinsinrush2_06_e_22,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_22,False,,black,black,1.0,,sfx_scn_heellanding,,7,delight,,,13,surprise3,ade_b,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_23,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_23,True,,10,10,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_24,40089,event_coinsinrush2_06_e,Monologue,ade_b,,Locale_MainScenario:event_coinsinrush2_06_e_24,False,,10,10,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_25,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_25,True,,L_70,L_70,1.0,,,,7,idle,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_26,40089,event_coinsinrush2_06_e,Speech,,wistfulfemaleguest,Locale_MainScenario:event_coinsinrush2_06_e_26,False,,L_70,L_70,1.0,,,,7,idle,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_27,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_27,True,,L_70,L_70,1.0,,,,7,shy,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_28,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_28,True,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_29,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_29,False,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_30,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_30,False,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_31,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_31,False,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_32,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_32,True,,L_70,L_700,1.0,,,,7,good,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_33,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_33,False,,black,black,1.0,,sfx_scn_lightout,,7,good,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_34,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_34,False,,L_70,L_70,1.0,,,,7,good,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_35,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_35,True,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_36,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_36,True,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_37,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_37,True,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_38,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_38,False,,L_70,L_70,1.0,,sfx_scn_bigcrowdcheer,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_39,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_39,False,,L_70,L_70,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_40,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_40,True,,L_70,L_700,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,,,,,,,,,,,
event_coinsinrush2_06_e_41,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_41,False,,black,black,1.0,,sfx_scn_lightout,,7,delight,,,13,surprise3,,1,surprise,bay_b,15,worry,,rouge_b,17,surprise,,,,,
event_coinsinrush2_06_e_42,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_42,False,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_43,40089,event_coinsinrush2_06_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush2_06_e_43,True,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,exia_b_op_r,OP_rightup,surprise,
event_coinsinrush2_06_e_44,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_44,False,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_45,40089,event_coinsinrush2_06_e,Speech,,mustang,Locale_MainScenario:event_coinsinrush2_06_e_45,False,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_46,40089,event_coinsinrush2_06_e,Speech,,mustang,Locale_MainScenario:event_coinsinrush2_06_e_46,False,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_47,40089,event_coinsinrush2_06_e,Narration,,,Locale_MainScenario:event_coinsinrush2_06_e_47,False,,16,16,1.0,,sfx_scn_crowdclap,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_48,40089,event_coinsinrush2_06_e,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush2_06_e_48,True,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_49,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_49,True,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_50,40089,event_coinsinrush2_06_e,Self,rouge_b,,Locale_MainScenario:event_coinsinrush2_06_e_50,False,,16,16,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,
event_coinsinrush2_06_e_51,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_51,True,,L_70,L_70,1.0,,,,7,good,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,surprise,exia_b_op_r
event_coinsinrush2_06_e_52,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_52,True,,L_70,L_70,1.0,,,,7,good,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_53,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_53,True,,L_70,L_70,1.0,,,,7,good,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_54,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_54,False,,L_70,L_70,1.0,,,,7,good,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_55,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_55,True,,L_70,L_700,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_56,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_56,True,,L_700,L_700,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_57,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_57,True,,L_700,L_700,1.0,,,,7,delight,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_58,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_58,False,,black,black,1.0,,,,3,idle,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,,,
event_coinsinrush2_06_e_59,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_59,True,,14,14,1.0,,,,3,idle,,,13,delight,,1,surprise,,15,worry,,,17,surprise,,exia_b_op_r,OP_rightup,delight,
event_coinsinrush2_06_e_60,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_60,True,,14,14,1.0,,,,3,idle,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,delight,
