id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id
event_hightechtoy_02_e_1,40002,event_hightechtoy_02_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_02_e_1,True,laplace,1,delight,drake,13,idle,maxwell_w,15,idle,CityForest_02,S_10,S_10,1.0,bgm_inark,,,,,,
event_hightechtoy_02_e_2,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_2,True,,1,delight,,13,idle,,15,idle,,150,150,1.0,,,,,,,
event_hightechtoy_02_e_3,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_3,False,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,,,,,
event_hightechtoy_02_e_4,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_4,True,,1,idle,,13,idle,,15,idle,,150,1500,0.5,,,,,,,
event_hightechtoy_02_e_5,40002,event_hightechtoy_02_e,Speech,drake,drake,Locale_SubScenario:event_hightechtoy_02_e_5,True,,1,idle,,13,idle,,15,idle,,1500,1315,1.0,,,,,,,
event_hightechtoy_02_e_6,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_6,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,,,,,,,
event_hightechtoy_02_e_7,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_7,False,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,,,,,,,
event_hightechtoy_02_e_8,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_8,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,,,,,,,
event_hightechtoy_02_e_9,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_9,False,,1,idle,,13,idle,,15,idle,,1315,19,1.0,none,,,,,,
event_hightechtoy_02_e_10,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_10,False,,1,idle,,13,idle,,15,idle,,19,19,1.0,bgm_mystery,massproduction01,19,idle,,,
event_hightechtoy_02_e_11,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_11,False,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,19,idle,,,
event_hightechtoy_02_e_12,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_12,False,,1,idle,,13,idle,,15,idle,,19,190,1.0,,,19,idle,,,
event_hightechtoy_02_e_13,40002,event_hightechtoy_02_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_02_e_13,True,,1,idle,,13,idle,,15,idle,,190,190,1.0,,,19,idle,,,
event_hightechtoy_02_e_14,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_14,False,,1,idle,,13,idle,,15,idle,,190,190,1.0,,,19,idle,,,
event_hightechtoy_02_e_15,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_15,False,,1,idle,,13,idle,,15,idle,,190,150,1.0,,,19,idle,,,
event_hightechtoy_02_e_16,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_16,True,,1,idle,,13,idle,,15,idle,,150,1500,1.0,,,19,idle,,,
event_hightechtoy_02_e_17,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_17,True,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,,,19,idle,,,
event_hightechtoy_02_e_18,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_18,False,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,,,19,idle,,,
event_hightechtoy_02_e_19,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_19,True,,1,idle,,13,idle,,15,idle,,1500,150,1.0,,,19,idle,,,
event_hightechtoy_02_e_20,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_20,True,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,19,idle,,,
event_hightechtoy_02_e_21,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_21,True,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,19,idle,,,
event_hightechtoy_02_e_22,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_22,True,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,19,idle,,,
event_hightechtoy_02_e_23,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_23,False,,1,idle,,13,idle,,17,idle,,150,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_24,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_24,True,,1,idle,,13,idle,,17,idle,,170,1719,1.0,,,19,idle,,,
event_hightechtoy_02_e_25,40002,event_hightechtoy_02_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_02_e_25,True,,1,idle,,13,idle,,17,idle,,1719,1719,1.0,,,19,idle,,,
event_hightechtoy_02_e_26,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_26,True,,1,idle,,13,idle,,17,idle,,1719,1719,1.0,,,19,idle,,,
event_hightechtoy_02_e_27,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_27,True,,1,idle,,13,idle,,17,idle,,1719,1719,1.0,,,19,idle,,,
event_hightechtoy_02_e_28,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_28,True,,1,idle,,13,idle,,17,idle,,1719,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_29,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_29,False,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_30,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_30,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_31,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_31,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_32,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_32,False,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_33,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_33,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_34,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_34,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_35,40002,event_hightechtoy_02_e,Choice,,,Locale_SubScenario:event_hightechtoy_02_e_35,False,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,event_hightechtoy_02_e_37,,
event_hightechtoy_02_e_36,40002,event_hightechtoy_02_e,Choice,,,Locale_SubScenario:event_hightechtoy_02_e_36,False,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,event_hightechtoy_02_e_38,,
event_hightechtoy_02_e_37,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_37,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,event_hightechtoy_02_e_40,,
event_hightechtoy_02_e_38,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_38,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_39,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_39,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,event_hightechtoy_02_e_40,,
event_hightechtoy_02_e_40,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_40,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_41,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_41,False,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_42,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_42,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_43,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_43,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_44,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_44,False,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_45,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_45,True,,1,idle,,13,idle,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_46,40002,event_hightechtoy_02_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_02_e_46,True,,1,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,,,
event_hightechtoy_02_e_47,40002,event_hightechtoy_02_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_02_e_47,True,,1,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,,,
event_hightechtoy_02_e_48,40002,event_hightechtoy_02_e,Choice,,,Locale_SubScenario:event_hightechtoy_02_e_48,False,,1,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,event_hightechtoy_02_e_50,,
event_hightechtoy_02_e_49,40002,event_hightechtoy_02_e,Choice,,,Locale_SubScenario:event_hightechtoy_02_e_49,False,,1,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,event_hightechtoy_02_e_52,,
event_hightechtoy_02_e_50,40002,event_hightechtoy_02_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_02_e_50,True,,1,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,,,
event_hightechtoy_02_e_51,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_51,False,,1,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,event_hightechtoy_02_e_52,,
event_hightechtoy_02_e_52,40002,event_hightechtoy_02_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_02_e_52,True,,1,delight,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,,,
event_hightechtoy_02_e_53,40002,event_hightechtoy_02_e,Monologue,,,Locale_SubScenario:event_hightechtoy_02_e_53,False,,1,delight,,13,idle,,17,idle,,S_10,S_10,1.0,,,19,idle,,laplace,drake
event_hightechtoy_02_e_54,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_54,True,,,,,,,,17,idle,,170,170,1.0,,,19,idle,,,
event_hightechtoy_02_e_55,40002,event_hightechtoy_02_e,Self,,,Locale_SubScenario:event_hightechtoy_02_e_55,False,,,,,,,,17,idle,,170,170,1.0,none,,19,idle,,,
event_hightechtoy_02_e_56,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_56,True,,,,,,,,17,delight,,170,1700,0.5,,,19,idle,,,
event_hightechtoy_02_e_57,40002,event_hightechtoy_02_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_02_e_57,True,,,,,,,,17,delight,,1700,1700,1.0,,,19,idle,,,
