id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_overzone1_04_e_1,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_1,True,RuinIndoor,S_130,S_1300,1.0,ambient_scn_wind,dorothy,1,think,pinne,13,worry
event_overzone1_04_e_2,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_2,True,,S_1300,S_1300,1.0,,,1,think,,13,worry
event_overzone1_04_e_3,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_3,True,,S_1300,S_1300,1.0,,,1,think,,13,worry
event_overzone1_04_e_4,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_4,True,,100,100,1.0,,,1,think,,13,worry
event_overzone1_04_e_5,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_5,True,,S_1300,S_1300,1.0,,,1,think,,13,worry
event_overzone1_04_e_6,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_6,True,,S_1300,113,2.0,,,1,think,,13,worry
event_overzone1_04_e_7,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_7,True,,113,113,1.0,,,1,think,,13,worry
event_overzone1_04_e_8,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_8,False,,113,113,1.0,,,1,idle,,13,worry
event_overzone1_04_e_9,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_9,True,,113,113,1.0,,,1,idle,,13,worry
event_overzone1_04_e_10,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_10,True,,113,113,1.0,,,1,idle,,13,worry
event_overzone1_04_e_11,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_11,True,,113,1,1.0,event_bgm_satellitespiano,,1,idle,,13,worry
event_overzone1_04_e_12,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_12,True,,1,1,1.0,,,1,idle,,13,worry
event_overzone1_04_e_13,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_13,True,,1,10,1.0,,,1,idle,,13,worry
event_overzone1_04_e_14,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_14,True,,10,10,1.0,,,1,idle,,13,worry
event_overzone1_04_e_15,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_15,True,,10,10,1.0,,,1,idle,,13,worry
event_overzone1_04_e_16,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_16,True,,10,1,1.0,,,1,idle,,13,worry
event_overzone1_04_e_17,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_17,True,,1,1,1.0,,,1,idle,,13,worry
event_overzone1_04_e_18,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_18,True,,1,113,1.0,,,1,idle,,13,worry
event_overzone1_04_e_19,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_19,True,,113,113,1.0,,,1,idle,,13,worry
event_overzone1_04_e_20,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_20,True,,113,113,1.0,,,1,idle,,13,worry
event_overzone1_04_e_21,80303,event_overzone1_04_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_04_e_21,True,,113,113,1.0,,,1,idle,,13,idle
event_overzone1_04_e_22,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_22,True,,113,113,1.0,,,1,idle,,13,idle
event_overzone1_04_e_23,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_23,True,,113,1,1.0,,,1,idle,,13,idle
event_overzone1_04_e_24,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_24,True,,1,1,1.0,,,1,idle,,13,idle
event_overzone1_04_e_25,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_25,True,,1,10,1.0,,,1,idle,,13,idle
event_overzone1_04_e_26,80303,event_overzone1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_04_e_26,True,,10,100,2.0,,,1,idle,,13,idle
