id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
re_event_ce02_3_05_e_1,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_1,True,p12,13,idle,ce_02_02,1,idle,GateKeeper_Sleep_In,13,130,1.0,event_bgm_spot_oblivion,,,,,,
re_event_ce02_3_05_e_2,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_2,False,,13,idle,,1,idle,,130,130,1.0,,,,,,,
re_event_ce02_3_05_e_3,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_3,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,
re_event_ce02_3_05_e_4,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_4,False,,13,idle,,1,angry,,10,10,1.0,,,,,,,
re_event_ce02_3_05_e_5,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_5,True,,13,idle,,1,angry,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_6,40083,re_event_ce02_3_05_e,Narration,,,Locale_SubScenario:event_ce02_3_05_e_6,False,,13,idle,,1,angry,,12,12,1.0,,sfx_scn_fireblindly,,,,,
re_event_ce02_3_05_e_7,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_7,True,,13,idle,,1,think,,12,10,1.0,,,,,,,
re_event_ce02_3_05_e_8,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_8,False,,13,idle,,1,think,,10,10,1.0,,,,,,,
re_event_ce02_3_05_e_9,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_9,True,,13,idle,,1,angry,,10,10,1.0,,,,,,,
re_event_ce02_3_05_e_10,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_10,True,,13,idle,,1,angry,,10,100,0.6,,,,,,,
re_event_ce02_3_05_e_11,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_11,False,,13,idle,,1,angry,,black,black,1.0,,,,,,,
re_event_ce02_3_05_e_12,40083,re_event_ce02_3_05_e,Narration,,,Locale_SubScenario:event_ce02_3_05_e_12,False,,13,idle,,1,angry,,100,100,1.0,,sfx_scn_energyexplosion,Low_2,,,,
re_event_ce02_3_05_e_13,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_13,False,,13,idle,,1,angry,,100,10,1.0,,,,,,,
re_event_ce02_3_05_e_14,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_14,True,,13,idle,,1,think,,10,10,1.0,,,,,,,
re_event_ce02_3_05_e_15,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_15,False,,13,idle,,1,think,,10,10,1.0,,,,notmassproduction,6,idle,
re_event_ce02_3_05_e_16,40083,re_event_ce02_3_05_e,Narration,,,Locale_SubScenario:event_ce02_3_05_e_16,False,,13,idle,,1,think,,10,6,1.0,,,,,6,idle,
re_event_ce02_3_05_e_17,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_17,False,,13,idle,,1,think,,6,6,1.0,,,,,6,idle,notmassproduction
re_event_ce02_3_05_e_18,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_18,False,,13,idle,,1,surprise,,10,10,1.0,,,,,,,
re_event_ce02_3_05_e_19,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_19,True,,13,idle,,1,surprise,,10,12,1.0,,,,,,,
re_event_ce02_3_05_e_20,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_20,True,,13,idle,,1,think,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_21,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_21,True,,13,idle,,1,think,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_22,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_22,True,,13,idle,,1,think,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_23,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_23,True,,13,idle,,1,think,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_24,40083,re_event_ce02_3_05_e,Narration,,,Locale_SubScenario:event_ce02_3_05_e_24,False,,13,idle,,1,think,,12,5,1.0,,sfx_scn_electricshock,,,,,
re_event_ce02_3_05_e_25,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_25,False,,13,idle,,1,think,,5,5,1.0,,,,,,,
re_event_ce02_3_05_e_26,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_26,True,,13,idle,,1,think,,5,5,1.0,,,,,,,
re_event_ce02_3_05_e_27,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_27,False,,13,idle,,1,angry,,5,5,1.0,,,,,,,
re_event_ce02_3_05_e_28,40083,re_event_ce02_3_05_e,Narration,,,Locale_SubScenario:event_ce02_3_05_e_28,False,,13,idle,,1,angry,,5,5,1.0,,sfx_scn_arkdoorclose,Low_2,,,,
re_event_ce02_3_05_e_29,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_29,False,,13,idle,,1,angry,,130,130,1.0,,,Low_2,,,,
re_event_ce02_3_05_e_30,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_30,True,,13,idle,,1,angry,,130,130,1.0,,,Low_2,,,,
re_event_ce02_3_05_e_31,40083,re_event_ce02_3_05_e,Narration,,,Locale_SubScenario:event_ce02_3_05_e_31,False,,13,idle,,1,angry,,130,12,1.0,,sfx_scn_tyrantcry,Low_2,,,,
re_event_ce02_3_05_e_32,40083,re_event_ce02_3_05_e,Monologue,,,Locale_SubScenario:event_ce02_3_05_e_32,False,,13,idle,,1,angry,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_33,40083,re_event_ce02_3_05_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_05_e_33,True,,13,idle,,1,angry,,12,12,1.0,,,,,,,
re_event_ce02_3_05_e_34,40083,re_event_ce02_3_05_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_05_e_34,False,,13,idle,,1,angry,,12,12,1.0,,,,,,,
