id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake
event_ce02_2_03_s_1,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_1,True,neon,9,idle,anis,7,angry,rapi,5,idle,ce_02_01,3,idle,ce_02_npc_01,1,idle,Factory_n,8,8,1.0,event_bgm_ce002_field,,,
event_ce02_2_03_s_2,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_2,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_3,40027,event_ce02_2_03_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_s_3,True,,9,surprise,,7,angry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_4,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_4,True,,9,surprise,,7,idle,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_5,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_5,True,,9,surprise,,7,idle,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_6,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_6,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_7,40027,event_ce02_2_03_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_s_7,True,,9,delight,,7,idle,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_8,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_8,True,,9,delight,,7,idle,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_9,40027,event_ce02_2_03_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_s_9,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,delight,,1,10,0.7,,,,
event_ce02_2_03_s_10,40027,event_ce02_2_03_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_s_10,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,delight,,9,S_90,0.7,,,,
event_ce02_2_03_s_11,40027,event_ce02_2_03_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_s_11,True,,9,no,,7,idle,,5,idle,,3,idle,,1,delight,,S_90,S_90,1.0,,,,
event_ce02_2_03_s_12,40027,event_ce02_2_03_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_s_12,True,,9,no,,7,idle,,5,idle,,3,idle,,1,idle,,3,30,0.7,,,,
event_ce02_2_03_s_13,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_13,False,,9,idle,,7,no,,5,idle,,3,idle,,1,idle,,7,70,0.7,,,,
event_ce02_2_03_s_14,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_14,True,,9,idle,,7,no,,5,idle,,3,idle,,1,idle,,70,70,1.0,,,,
event_ce02_2_03_s_15,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_15,True,,9,idle,,7,no,,5,idle,,3,idle,,1,idle,,70,70,1.0,,,,
event_ce02_2_03_s_16,40027,event_ce02_2_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_03_s_16,True,,9,idle,,7,no,,5,think,,3,idle,,1,idle,,70,50,1.0,,,,
event_ce02_2_03_s_17,40027,event_ce02_2_03_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_s_17,True,,9,surprise,,7,no,,5,think,,3,idle,,1,idle,,50,50,1.0,,,,
event_ce02_2_03_s_18,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_18,True,,9,surprise,,7,idle,,5,think,,3,idle,,1,idle,,50,70,1.0,,,,
event_ce02_2_03_s_19,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_19,True,,9,surprise,,7,idle,,5,think,,3,idle,,1,idle,,70,70,1.0,,,,
event_ce02_2_03_s_20,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_20,True,,9,surprise,,7,idle,,5,think,,3,idle,,1,idle,,70,70,1.0,,,,
event_ce02_2_03_s_21,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_21,True,,9,surprise,,7,idle,,5,idle,,3,idle,,1,idle,,70,70,1.0,,,,
event_ce02_2_03_s_22,40027,event_ce02_2_03_s,Choice,,,Locale_SubScenario:event_ce02_2_03_s_22,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,70,70,1.0,,event_ce02_2_03_s_24,,
event_ce02_2_03_s_23,40027,event_ce02_2_03_s,Choice,,,Locale_SubScenario:event_ce02_2_03_s_23,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,70,70,1.0,,event_ce02_2_03_s_25,,
event_ce02_2_03_s_24,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_24,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,idle,,70,70,1.0,,event_ce02_2_03_s_26,,
event_ce02_2_03_s_25,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_25,True,,9,idle,,7,no,,5,idle,,3,idle,,1,idle,,70,70,1.0,,,,
event_ce02_2_03_s_26,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_26,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,idle,,70,8,1.0,,,,
event_ce02_2_03_s_27,40027,event_ce02_2_03_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_s_27,True,,9,surprise,,7,delight,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,,
event_ce02_2_03_s_28,40027,event_ce02_2_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_03_s_28,True,,9,surprise,,7,idle,,5,no,,3,idle,,1,idle,,4,4,1.0,,,,
event_ce02_2_03_s_29,40027,event_ce02_2_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_03_s_29,True,,9,surprise,,7,idle,,5,no,,3,idle,,1,idle,,4,4,1.0,,,,
event_ce02_2_03_s_30,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_30,True,,9,idle,,7,angry,,5,no,,3,idle,,1,idle,,4,6,0.7,,,,
event_ce02_2_03_s_31,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_31,True,,9,idle,,7,angry,,5,no,,3,idle,,1,idle,,6,6,1.0,,,,
event_ce02_2_03_s_32,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_32,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,
event_ce02_2_03_s_33,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_33,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,
event_ce02_2_03_s_34,40027,event_ce02_2_03_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_s_34,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,think,,1,1,0.7,,,,
event_ce02_2_03_s_35,40027,event_ce02_2_03_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_s_35,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,think,,1,1,1.0,,,,
event_ce02_2_03_s_36,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_36,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,think,,7,70,0.5,,,,
event_ce02_2_03_s_37,40027,event_ce02_2_03_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_s_37,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,think,,70,70,1.0,,,,
event_ce02_2_03_s_38,40027,event_ce02_2_03_s,Narration,,Narration,Locale_SubScenario:event_ce02_2_03_s_38,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,think,,15,1500,0.3,,,sfx_scn_rapturelanding,Low_2
event_ce02_2_03_s_39,40027,event_ce02_2_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_03_s_39,True,,9,angry,,7,angry,,5,angry,,3,idle,,1,think,,5,50,0.5,,,,
