id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,characters/5/hide_char_id
event_ce004_1_06_s_1,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_1,True,ein,7,idle,zwei,5,idle,rei,3,idle,ce004_03,15,idle,ce004_02,13,idle,ce004_01,1,idle,SimulationRoom,10,10,1.0,bgm_inark,,,,,,,,
event_ce004_1_06_s_2,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_2,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_ce004_1_06_s_3,40055,event_ce004_1_06_s,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_06_s_3,False,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,
event_ce004_1_06_s_4,40055,event_ce004_1_06_s,Monologue,ce004_02,,Locale_SubScenario:event_ce004_1_06_s_4,False,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,
event_ce004_1_06_s_5,40055,event_ce004_1_06_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_06_s_5,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,150,150,1.0,,,,,,,,,
event_ce004_1_06_s_6,40055,event_ce004_1_06_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_06_s_6,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,150,150,1.0,,,,,,,,,
event_ce004_1_06_s_7,40055,event_ce004_1_06_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_06_s_7,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,150,150,1.0,,,,,,,,,
event_ce004_1_06_s_8,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_8,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,10,10,1.0,,,,,,,,,
event_ce004_1_06_s_9,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_9,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,10,10,1.0,,,,,,,,,
event_ce004_1_06_s_10,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_10,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,10,10,1.0,,marciana_op,OP_leftup,idle,,,,,
event_ce004_1_06_s_11,40055,event_ce004_1_06_s,Speech,zwei,zwei,Locale_SubScenario:event_ce004_1_06_s_11,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,50,50,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_12,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_12,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,50,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_13,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_13,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_14,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_14,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_15,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_15,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_16,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_16,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_17,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_17,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_18,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_18,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,,,,
event_ce004_1_06_s_19,40055,event_ce004_1_06_s,Speech,ce004_04_op_r,ce004_04,Locale_SubScenario:event_ce004_1_06_s_19,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,ce004_04_op_r,OP_rightup,idle,,
event_ce004_1_06_s_20,40055,event_ce004_1_06_s,Speech,ce004_04_op_r,ce004_04,Locale_SubScenario:event_ce004_1_06_s_20,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_21,40055,event_ce004_1_06_s,Speech,ce004_04_op_r,ce004_04,Locale_SubScenario:event_ce004_1_06_s_21,True,,7,idle,,5,idle,,3,idle,,15,angry,,13,idle,,1,angry,,2,2,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_22,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_22,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,2,2,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_23,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_23,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,2,2,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_24,40055,event_ce004_1_06_s,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_06_s_24,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,2,2,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_25,40055,event_ce004_1_06_s,Speech,ce004_04_op_r,ce004_04,Locale_SubScenario:event_ce004_1_06_s_25,True,,7,idle,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,2,2,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_26,40055,event_ce004_1_06_s,Speech,ein,ein,Locale_SubScenario:event_ce004_1_06_s_26,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,70,70,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_27,40055,event_ce004_1_06_s,Speech,ein,ein,Locale_SubScenario:event_ce004_1_06_s_27,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,70,70,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_28,40055,event_ce004_1_06_s,Speech,rei,rei,Locale_SubScenario:event_ce004_1_06_s_28,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,XS_30,XS_30,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_29,40055,event_ce004_1_06_s,Speech,rei,rei,Locale_SubScenario:event_ce004_1_06_s_29,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,XS_30,XS_30,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_30,40055,event_ce004_1_06_s,Speech,rei,rei,Locale_SubScenario:event_ce004_1_06_s_30,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,XS_30,XS_30,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_31,40055,event_ce004_1_06_s,Speech,zwei,zwei,Locale_SubScenario:event_ce004_1_06_s_31,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_32,40055,event_ce004_1_06_s,Speech,zwei,zwei,Locale_SubScenario:event_ce004_1_06_s_32,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_33,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_33,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_34,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_34,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_35,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_35,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_36,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_36,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_37,40055,event_ce004_1_06_s,Speech,marciana_op,marciana,Locale_SubScenario:event_ce004_1_06_s_37,True,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
event_ce004_1_06_s_38,40055,event_ce004_1_06_s,Self,marciana_op,,Locale_SubScenario:event_ce004_1_06_s_38,False,,7,delight,,5,idle,,3,idle,,15,idle,,13,idle,,1,idle,,50,50,1.0,,,OP_leftup,idle,,OP_rightup,idle,,
