id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
event_claymore_03_e_1,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_1,False,clay,5,no,milk_n,3,good,Park,4,4,1.0,none,
event_claymore_03_e_2,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_2,True,,5,no,,3,good,,4,4,1.0,bgm_story_leisuretime,milk_n
event_claymore_03_e_3,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_3,True,,5,no,,3,good,,4,4,1.0,,clay
event_claymore_03_e_4,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_4,True,,5,no,,3,good,,4,4,1.0,,clay
event_claymore_03_e_5,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_5,True,,5,no,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_6,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_6,True,,5,no,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_7,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_7,True,,5,no,,3,good,,4,4,1.0,,clay
event_claymore_03_e_8,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_8,True,,5,no,,3,good,,4,4,1.0,,clay
event_claymore_03_e_9,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_9,True,,5,no,,3,no,,4,4,1.0,,milk_n
event_claymore_03_e_10,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_10,True,,5,no,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_11,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_11,True,,5,no,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_12,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_12,True,,5,shy,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_13,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_13,True,,5,idle,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_14,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_14,True,,5,idle,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_15,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_15,True,,5,idle,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_16,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_16,True,,5,idle,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_17,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_17,True,,5,delight,,3,good,,4,4,1.0,,clay
event_claymore_03_e_18,40050,event_claymore_03_e,Self,clay,Locale_SubScenario:event_claymore_03_e_18,False,,5,delight,,3,good,,4,4,1.0,,
event_claymore_03_e_19,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_19,True,,5,idle,,3,idle,,4,S_30,1.0,,milk_n
event_claymore_03_e_20,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_20,False,,5,idle,,3,idle,,S_30,S_30,1.0,,
event_claymore_03_e_21,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_21,True,,5,idle,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_22,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_22,True,,5,idle,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_23,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_23,True,,5,idle,,3,delight,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_24,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_24,True,,5,special,,3,delight,,50,50,1.0,,clay
event_claymore_03_e_25,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_25,True,,5,special,,3,delight,,50,50,1.0,,clay
event_claymore_03_e_26,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_26,True,,5,special,,3,delight,,50,50,1.0,,clay
event_claymore_03_e_27,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_27,True,,5,special,,3,delight,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_28,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_28,True,,5,idle,,3,delight,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_29,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_29,True,,5,idle,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_30,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_30,True,,5,idle,,3,good,,S_30,S_30,1.0,none,milk_n
event_claymore_03_e_31,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_31,True,,5,surprise,,3,good,,S_30,4,1.0,,clay
event_claymore_03_e_32,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_32,True,,5,surprise,,3,idle,,4,4,1.0,bgm_story_inwonderland,milk_n
event_claymore_03_e_33,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_33,False,,5,sad,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_34,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_34,True,,5,sad,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_35,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_35,True,,5,sad,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_36,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_36,True,,5,sad,,3,no,,4,4,1.0,,milk_n
event_claymore_03_e_37,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_37,True,,5,sad,,3,no,,4,4,1.0,,milk_n
event_claymore_03_e_38,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_38,True,,5,sad,,3,no,,4,4,1.0,,clay
event_claymore_03_e_39,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_39,True,,5,sad,,3,no,,4,4,1.0,,clay
event_claymore_03_e_40,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_40,True,,5,sad,,3,idle,,4,S_30,1.0,,milk_n
event_claymore_03_e_41,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_41,True,,5,sad,,3,idle,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_42,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_42,True,,5,sad,,3,idle,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_43,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_43,True,,5,sad,,3,no,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_44,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_44,True,,5,sad,,3,angry,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_45,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_45,True,,5,sad,,3,angry,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_46,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_46,True,,5,sad,,3,angry,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_47,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_47,True,,5,sad,,3,angry,,S_30,S_300,1.0,,milk_n
event_claymore_03_e_48,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_48,True,,5,sad,,3,angry,,S_300,S_300,1.0,,milk_n
event_claymore_03_e_49,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_49,True,,5,sad,,3,angry,,S_300,S_300,1.0,,milk_n
event_claymore_03_e_50,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_50,True,,5,sad,,3,good,,S_300,S_300,1.0,,milk_n
event_claymore_03_e_51,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_51,True,,5,sad,,3,good,,S_300,S_30,1.0,,milk_n
event_claymore_03_e_52,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_52,True,,5,sad,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_53,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_53,True,,5,special,,3,good,,50,50,1.0,,clay
event_claymore_03_e_54,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_54,True,,5,special,,3,good,,50,50,1.0,,clay
event_claymore_03_e_55,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_55,True,,5,special,,3,good,,50,50,1.0,,clay
event_claymore_03_e_56,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_56,True,,5,special,,3,good,,50,50,1.0,,clay
event_claymore_03_e_57,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_57,True,,5,special,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_58,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_58,False,,5,idle,,3,idle,,S_30,3,1.0,,milk_n
event_claymore_03_e_59,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_59,True,,5,idle,,3,no,,3,3,1.0,,milk_n
event_claymore_03_e_60,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_60,True,,5,idle,,3,no,,3,4,1.0,,milk_n
event_claymore_03_e_61,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_61,True,,5,surprise,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_62,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_62,True,,5,surprise,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_63,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_63,True,,5,surprise,,3,no,,4,4,1.0,,milk_n
event_claymore_03_e_64,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_64,True,,5,surprise,,3,no,,4,S_30,1.0,,milk_n
event_claymore_03_e_65,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_65,False,,5,idle,,3,no,,S_30,S_30,1.0,,
event_claymore_03_e_66,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_66,True,,5,idle,,3,idle,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_67,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_67,True,,5,idle,,3,angry,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_68,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_68,True,,5,idle,,3,angry,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_69,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_69,False,,5,idle,,3,angry,,S_30,S_30,1.0,,
event_claymore_03_e_70,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_70,True,,5,idle,,3,idle,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_71,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_71,True,,5,idle,,3,idle,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_72,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_72,True,,5,idle,,3,idle,,S_30,4,1.0,,clay
event_claymore_03_e_73,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_73,True,,5,idle,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_74,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_74,True,,5,idle,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_75,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_75,True,,5,idle,,3,no,,4,4,1.0,,milk_n
event_claymore_03_e_76,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_76,True,,5,idle,,3,no,,4,4,1.0,,milk_n
event_claymore_03_e_77,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_77,True,,5,idle,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_78,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_78,True,,5,idle,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_79,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_79,True,,5,idle,,3,shy,,4,4,1.0,,milk_n
event_claymore_03_e_80,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_80,True,,5,idle,,3,shy,,4,4,1.0,,milk_n
event_claymore_03_e_81,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_81,False,,5,idle,,3,shy,,4,4,1.0,,
event_claymore_03_e_82,40050,event_claymore_03_e,Monologue,clay,Locale_SubScenario:event_claymore_03_e_82,False,,5,idle,,3,idle,,black,black,1.0,,
event_claymore_03_e_83,40050,event_claymore_03_e,Monologue,clay,Locale_SubScenario:event_claymore_03_e_83,False,,5,idle,,3,idle,,black,black,1.0,,
event_claymore_03_e_84,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_84,True,,5,idle,,3,idle,,50,50,1.0,,clay
event_claymore_03_e_85,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_85,True,,5,idle,,3,idle,,50,50,1.0,,clay
