id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_nonsensered_4_1,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_1,True,BuildingLobby,L_70,L_70,1.0,event_bgm_redash_alldownhill,commander,7,no,liliweiss,5,idle,,,,snowwhite_o,1,sad,rapunzel_o,13,idle,hongryeon_o,15,idle,dorothy,17,idle
event_nonsensered_4_2,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_2,True,,16,16,1.0,,,7,idle,,5,idle,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_3,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_3,True,,16,16,1.0,,,7,idle,,5,idle,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_4,130005,event_nonsensered_4,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_4_4,True,,16,12,1.0,,,7,idle,,5,idle,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_5,130005,event_nonsensered_4,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_4_5,True,,12,12,1.0,,,7,idle,,5,idle,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_6,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_6,True,,6,6,1.0,,,7,no,,5,idle,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_7,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_7,True,,6,6,1.0,,,7,no,,5,no,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_8,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_8,True,,6,6,1.0,,,7,no,,5,no,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_9,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_9,True,,6,6,1.0,,,7,no,,5,no,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_10,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_10,True,,6,6,1.0,,,7,no,,5,no,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_11,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_11,True,,6,6,1.0,,,7,no,,5,void,,,,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_12,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_12,True,,6,6,1.0,,,7,no,,5,void,redhood_d,3,panic,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_13,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_13,True,,6,50,0.7,,,7,no,,5,angry,,3,panic,,1,sad,,13,idle,,15,idle,,17,idle
event_nonsensered_4_14,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_14,False,,170,170,1.0,,,7,no,,5,angry,,3,panic,,1,sad,,13,idle,,15,idle,,17,worry
event_nonsensered_4_15,130005,event_nonsensered_4,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_4_15,True,,S_10,S_10,1.0,,,7,surprise,,5,think,,3,panic,,1,surprise,,13,idle,,15,idle,,17,worry
event_nonsensered_4_16,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_16,True,,L_70,L_70,1.0,,,7,surprise,,5,think,,3,panic,,1,surprise,,13,idle,,15,idle,,17,worry
event_nonsensered_4_17,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_17,True,,150,150,1.0,,,7,surprise,,5,think,,3,panic,,1,surprise,,13,idle,,15,surprise,,17,worry
event_nonsensered_4_18,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_18,True,,3,L_30,1.5,,,7,surprise,,5,think,,3,surprise,,1,surprise,,13,idle,,15,surprise,,17,worry
event_nonsensered_4_19,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_19,True,,L_30,L_30,1.0,,,7,surprise,,5,think,,3,surprise,,1,surprise,,13,idle,,15,surprise,,17,worry
event_nonsensered_4_20,130005,event_nonsensered_4,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_4_20,True,,130,130,1.0,,,7,surprise,,5,think,,3,surprise,,1,surprise,,13,surprise,,15,surprise,,17,worry
event_nonsensered_4_21,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_21,True,,L_30,3,1.0,,,7,surprise,,5,think,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,worry
event_nonsensered_4_22,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_22,True,,3,3,1.0,,,7,surprise,,5,think,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,worry
event_nonsensered_4_23,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_23,True,,3,3,1.0,,,7,surprise,,5,think,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,worry
event_nonsensered_4_24,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_24,True,,3,4,1.0,,,7,surprise,,5,think,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,worry
event_nonsensered_4_25,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_25,True,,4,4,1.0,,,7,surprise,,5,think,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,worry
event_nonsensered_4_26,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_26,True,,4,4,1.0,,,7,surprise,,5,think,,3,go,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_27,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_27,True,,4,4,1.0,,,7,surprise,,5,think,,3,go,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_28,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_28,True,,4,4,1.0,,,7,surprise,,5,think,,3,go,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_29,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_29,True,,4,4,1.0,,,7,surprise,,5,think,,3,surprise,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_30,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_30,True,,4,4,1.0,,,7,surprise,,5,void,,3,surprise,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_31,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_31,True,,4,4,1.0,,,7,surprise,,5,void,,3,surprise,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_32,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_32,True,,4,4,1.0,,,7,surprise,,5,void,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,idle
event_nonsensered_4_33,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_33,True,,16,16,1.0,,,7,surprise,,5,void,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,smile
event_nonsensered_4_34,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_34,True,,16,16,1.0,,,7,surprise,,5,void,,3,worry,,1,surprise,,13,surprise,,15,surprise,,17,smile
event_nonsensered_4_35,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_35,True,,16,16,1.0,,,7,idle,,5,void,,3,worry,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_36,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_36,True,,16,16,1.0,,,7,idle,,5,void,,3,worry,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_37,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_37,True,,16,16,1.0,,,7,idle,,5,void,,3,worry,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_38,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_38,True,,3,3,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_39,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_39,True,,17,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_40,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_40,True,,170,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_41,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_41,True,,170,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,surprise,,15,go,,17,smile
event_nonsensered_4_42,130005,event_nonsensered_4,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_4_42,True,,13,130,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_43,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_43,True,,7,L_70,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_44,130005,event_nonsensered_4,Speech,commander,commander,Locale_SubScenario:event_nonsensered_4_44,True,,L_70,L_70,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_45,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_45,True,,3,L_300,0.7,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_46,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_46,True,,170,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_47,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_47,True,,170,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_48,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_48,True,,170,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_49,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_49,True,,170,170,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_50,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_50,True,,L_300,L_300,1.0,,,7,idle,,5,void,,3,shy_02,,1,surprise,,13,smile,,15,go,,17,smile
event_nonsensered_4_51,130005,event_nonsensered_4,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_4_51,True,,L_300,2,1.0,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_52,130005,event_nonsensered_4,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_4_52,True,,2,2,1.0,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_53,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_53,True,,16,16,1.0,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_54,130005,event_nonsensered_4,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_4_54,True,,16,16,1.0,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_55,130005,event_nonsensered_4,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_4_55,True,,16,16,1.0,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_56,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_56,True,,L_300,3,0.7,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_57,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_57,True,,3,4,1.0,,,7,idle,,5,delight,,3,shy_02,,1,delight,,13,smile,,15,go,,17,smile
event_nonsensered_4_58,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_58,True,,4,4,1.0,,,7,idle,,5,delight,,3,shy_02,,1,delight,,13,smile,,15,go,,17,idle
event_nonsensered_4_59,130005,event_nonsensered_4,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_4_59,True,,4,4,1.0,,,7,idle,,5,delight,,3,shy_02,,1,delight,,13,smile,,15,idle,,17,idle
event_nonsensered_4_60,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_60,True,,4,4,1.0,,,7,idle,,5,angry,,3,shy_02,,1,delight,,13,smile,,15,idle,,17,idle
event_nonsensered_4_61,130005,event_nonsensered_4,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_4_61,True,,4,4,1.0,,,7,idle,,5,void,,3,shy_02,,1,delight,,13,smile,,15,idle,,17,idle
