id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_bluewaterisland2_03_s_1,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_1,False,HotSpring,black,black,1.0,sfx_scn_swing,bgm_distress,,,mary_s,2,think,neon_s,12,surprise
event_bluewaterisland2_03_s_2,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_2,False,,black,black,1.0,sfx_scn_logging,,,,,2,think,,12,surprise
event_bluewaterisland2_03_s_3,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_3,True,,12,XS_120,1.0,,,neon_s,,,2,think,,12,surprise
event_bluewaterisland2_03_s_4,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_4,False,,XS_120,XS_120,1.0,,,,,,2,think,,12,surprise
event_bluewaterisland2_03_s_5,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_5,False,,black,black,1.0,sfx_scn_swing,,,,,2,think,,12,surprise
event_bluewaterisland2_03_s_6,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_6,False,,black,black,1.0,sfx_scn_logging,,,,,2,think,,12,surprise
event_bluewaterisland2_03_s_7,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_7,True,,1,1,1.0,,,neon_s,,,2,think,,12,worry
event_bluewaterisland2_03_s_8,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_8,False,,1,1,1.0,,,,,,2,think,,12,worry
event_bluewaterisland2_03_s_9,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_9,False,,1,1,1.0,,,,,,2,think,,12,worry
event_bluewaterisland2_03_s_10,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_10,True,,1,1,1.0,,,neon_s,,,2,think,,12,angry
event_bluewaterisland2_03_s_11,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_11,False,,black,black,1.0,sfx_scn_swing,,,,,2,think,,12,angry
event_bluewaterisland2_03_s_12,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_12,False,,black,black,1.0,sfx_scn_logging,,,,,2,think,,12,angry
event_bluewaterisland2_03_s_13,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_13,True,,1,XS_120,1.0,,,neon_s,,,2,think,,12,surprise
event_bluewaterisland2_03_s_14,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_14,True,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,surprise
event_bluewaterisland2_03_s_15,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_15,True,,XS_120,200,0.7,,,mary_s,,,2,sad,,12,surprise
event_bluewaterisland2_03_s_16,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_16,False,,black,black,1.0,sfx_scn_treefall,,,,,2,sad,,12,surprise
event_bluewaterisland2_03_s_17,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_17,False,,200,20,1.0,,,,,,2,sad,,12,idle
event_bluewaterisland2_03_s_18,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_18,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_19,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_19,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_20,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_20,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_21,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_21,False,,20,20,1.0,,,,,,2,idle,,12,idle
event_bluewaterisland2_03_s_22,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_22,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_23,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_23,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_24,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_24,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_25,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_25,False,,20,2,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_26,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_26,False,,2,2,1.0,,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_27,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_27,True,,2,2,1.0,,,mary_s,,,2,sad,,12,idle
event_bluewaterisland2_03_s_28,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_28,True,,2,2,1.0,,,mary_s,,,2,sad,,12,idle
event_bluewaterisland2_03_s_29,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_29,False,,2,2,1.0,,,,,,2,sad,,12,idle
event_bluewaterisland2_03_s_30,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_30,True,,2,2,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_31,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_31,False,,2,2,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_32,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_32,True,,2,20,1.5,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_33,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_33,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_34,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_34,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_35,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_35,False,,20,20,1.0,,,,,,2,idle,,12,idle
event_bluewaterisland2_03_s_36,40021,event_bluewaterisland2_03_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland2_03_s_36,False,,20,20,1.0,,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_37,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_37,False,,black,black,1.0,sfx_scn_swing,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_38,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_38,False,,black,black,1.0,sfx_scn_logging,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_39,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_39,False,,20,20,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_40,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_40,False,,black,black,1.0,sfx_scn_swing,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_41,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_41,False,,black,black,1.0,sfx_scn_logging,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_42,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_42,False,,20,20,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_43,40021,event_bluewaterisland2_03_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland2_03_s_43,False,,black,black,1.0,sfx_scn_swing,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_44,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_44,False,,20,20,1.0,,,,,,2,think,,12,idle
event_bluewaterisland2_03_s_45,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_45,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_46,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_46,False,,20,20,1.0,,,,,,2,idle,,12,idle
event_bluewaterisland2_03_s_47,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_47,True,,20,2,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_48,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_48,True,,2,2,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_49,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_49,True,,2,2,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_50,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_50,False,,2,1,1.0,,,neon_s,,,2,idle,,12,worry
event_bluewaterisland2_03_s_51,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_51,True,,1,1,1.0,,,neon_s,,,2,idle,,12,worry
event_bluewaterisland2_03_s_52,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_52,True,,1,1,1.0,,,neon_s,,,2,idle,,12,angry
event_bluewaterisland2_03_s_53,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_53,True,,1,1,1.0,,,mary_s,,,2,idle,,12,angry
event_bluewaterisland2_03_s_54,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_54,True,,1,1,1.0,,,neon_s,,,2,idle,,12,angry
event_bluewaterisland2_03_s_55,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_55,True,,1,1,1.0,,,neon_s,,,2,idle,,12,angry
event_bluewaterisland2_03_s_56,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_56,True,,1,1,1.0,,,neon_s,,,2,idle,,12,angry
event_bluewaterisland2_03_s_57,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_57,True,,1,1,1.0,,,mary_s,,,2,think,,12,angry
event_bluewaterisland2_03_s_58,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_58,True,,1,1,1.0,,,mary_s,,,2,think,,12,angry
event_bluewaterisland2_03_s_59,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_59,True,,1,1,1.0,,,mary_s,,,2,think,,12,angry
event_bluewaterisland2_03_s_60,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_60,True,,1,1,1.0,,,mary_s,,,2,think,,12,angry
event_bluewaterisland2_03_s_61,40021,event_bluewaterisland2_03_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_03_s_61,False,,1,1,1.0,,,,,,2,think,,12,angry
event_bluewaterisland2_03_s_62,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_62,True,,1,1,1.0,,,mary_s,,,2,sad,,12,angry
event_bluewaterisland2_03_s_63,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_63,True,,1,XS_120,0.7,,,neon_s,,,2,sad,,12,idle
event_bluewaterisland2_03_s_64,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_64,True,,XS_120,XS_120,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_65,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_65,True,,XS_120,XS_120,1.0,,,neon_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_66,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_66,True,,XS_120,XS_120,1.0,,,neon_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_67,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_67,False,,XS_120,20,2.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_68,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_68,True,,20,20,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_69,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_69,True,,20,20,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_70,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_70,True,,20,20,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_71,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_71,False,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,surprise
event_bluewaterisland2_03_s_72,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_72,True,,XS_120,XS_1200,1.0,,,neon_s,,,2,think,,12,no
event_bluewaterisland2_03_s_73,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_73,True,,XS_1200,XS_1200,1.0,,,mary_s,,,2,surprise,,12,no
event_bluewaterisland2_03_s_74,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_74,True,,XS_1200,XS_120,1.0,,,neon_s,,,2,surprise,,12,delight
event_bluewaterisland2_03_s_75,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_75,True,,XS_120,XS_120,1.0,,,neon_s,,,2,surprise,,12,delight
event_bluewaterisland2_03_s_76,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_76,True,,XS_120,20,1.0,,,mary_s,,,2,think,,12,delight
event_bluewaterisland2_03_s_77,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_77,True,,20,20,1.0,,,mary_s,,,2,think,,12,delight
event_bluewaterisland2_03_s_78,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_78,True,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,surprise
event_bluewaterisland2_03_s_79,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_79,True,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,no
event_bluewaterisland2_03_s_80,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_80,True,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,no
event_bluewaterisland2_03_s_81,40021,event_bluewaterisland2_03_s,Choice,,Locale_SubScenario:event_bluewaterisland2_03_s_81,False,,XS_120,XS_120,1.0,,,,event_bluewaterisland2_03_s_83,,2,think,,12,no
event_bluewaterisland2_03_s_82,40021,event_bluewaterisland2_03_s,Choice,,Locale_SubScenario:event_bluewaterisland2_03_s_82,False,,XS_120,XS_120,1.0,,,,event_bluewaterisland2_03_s_84,,2,think,,12,no
event_bluewaterisland2_03_s_83,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_83,True,,XS_120,XS_120,1.0,,,neon_s,event_bluewaterisland2_03_s_86,,2,think,,12,idle
event_bluewaterisland2_03_s_84,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_84,True,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,no
event_bluewaterisland2_03_s_85,40021,event_bluewaterisland2_03_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_03_s_85,True,,XS_120,XS_120,1.0,,,neon_s,,,2,think,,12,no
event_bluewaterisland2_03_s_86,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_86,False,,XS_120,1,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_87,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_87,True,,1,1,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_88,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_88,True,,1,1,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_89,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_89,True,,1,1,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_90,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_90,True,,1,20,1.0,,none,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_91,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_91,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_92,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_92,True,,20,20,1.0,,,mary_s,,,2,idle,,12,idle
event_bluewaterisland2_03_s_93,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_93,False,,20,20,1.0,,bgm_risk,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_94,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_94,True,,20,200,2.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_95,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_95,True,,200,200,1.0,,,mary_s,,,2,think,,12,idle
event_bluewaterisland2_03_s_96,40021,event_bluewaterisland2_03_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_03_s_96,True,,200,200,1.0,,,mary_s,,,2,think,,12,idle
