id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,set_filter_02,fade
event_boomtheghost2_06_s_1,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_1,False,EventScene_boomtheghost_01_3,1,100,1.0,bgm_intotheswarm,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_2,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_2,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_3,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_3,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_4,40085,event_boomtheghost2_06_s,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_4,False,,100,100,1.0,,sfx_scn_underwatermove,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_5,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_5,True,,100,100,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_6,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_6,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_7,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_7,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_8,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_8,False,,100,maodie_01,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_9,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_9,True,,maodie_01,maodie_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_10,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_10,True,,maodie_01,maodie_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_11,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_11,True,,maodie_01,maodie_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_12,40085,event_boomtheghost2_06_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_12,False,,maodie_01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_13,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_13,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_14,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_14,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_15,40085,event_boomtheghost2_06_s,Speech,elegg_s,alfred,Locale_MainScenario:event_boomtheghost2_06_s_15,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_16,40085,event_boomtheghost2_06_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_16,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_17,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_17,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_18,40085,event_boomtheghost2_06_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_18,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_19,40085,event_boomtheghost2_06_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_06_s_19,False,CruiseShipPool_n,black,black,1.0,,,dorothy_s,1,sad,elegg_s,13,surprise,irregularghost,15,idle,rapi_ss,3,angry,alfred,17,idle,,,,,,,,
event_boomtheghost2_06_s_20,40085,event_boomtheghost2_06_s,Monologue,irregularghost,,Locale_MainScenario:event_boomtheghost2_06_s_20,False,,S_1500,S_150,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_21,40085,event_boomtheghost2_06_s,Monologue,irregularghost,,Locale_MainScenario:event_boomtheghost2_06_s_21,False,,S_150,S_150,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_22,40085,event_boomtheghost2_06_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_06_s_22,False,,S_150,1517,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_23,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_23,True,,1517,1517,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_24,40085,event_boomtheghost2_06_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_06_s_24,False,,1517,1517,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_25,40085,event_boomtheghost2_06_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_06_s_25,False,,1517,1517,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_26,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_26,False,,100,100,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_27,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_27,True,,300,300,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_28,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_28,True,,S_1700,S_1700,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_29,40085,event_boomtheghost2_06_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_06_s_29,False,,S_1700,S_1700,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_30,40085,event_boomtheghost2_06_s,Monologue,irregularghost,,Locale_MainScenario:event_boomtheghost2_06_s_30,False,,S_1700,S_1500,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_31,40085,event_boomtheghost2_06_s,Self,irregularghost,,Locale_MainScenario:event_boomtheghost2_06_s_31,False,,S_1500,S_1500,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_32,40085,event_boomtheghost2_06_s,Self,irregularghost,,Locale_MainScenario:event_boomtheghost2_06_s_32,False,,S_1500,S_1500,1.0,,,,1,sad,,13,surprise,,15,idle,,3,angry,,17,idle,,,,,,,,
event_boomtheghost2_06_s_33,40085,event_boomtheghost2_06_s,Speech,irregularghost,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_33,False,,S_1500,S_1500,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_34,40085,event_boomtheghost2_06_s,Speech,irregularghost,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_34,True,,S_1500,S_1500,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_35,40085,event_boomtheghost2_06_s,Speech,irregularghost,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_35,False,,S_1500,S_1500,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_36,40085,event_boomtheghost2_06_s,Self,irregularghost,,Locale_MainScenario:event_boomtheghost2_06_s_36,False,,S_1500,S_150,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_37,40085,event_boomtheghost2_06_s,Speech,irregularghost,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_37,False,,S_150,S_150,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_38,40085,event_boomtheghost2_06_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_06_s_38,False,,black,black,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_39,40085,event_boomtheghost2_06_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_06_s_39,False,,black,black,1.0,,,,1,sad,,13,surprise,,15,idle,,3,think,,17,idle,,,,,,,,
event_boomtheghost2_06_s_40,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_40,True,,300,300,1.0,,,,1,sad,,13,surprise,,15,idle,,3,delight,,17,idle,,,,,,,,
event_boomtheghost2_06_s_41,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_41,True,,300,30,1.0,,,,1,sad,,13,surprise,,15,idle,,3,delight,,17,idle,,,,,,,,
event_boomtheghost2_06_s_42,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_42,False,,30,31,1.0,,,,1,sad,,13,surprise,,15,idle,,3,delight,,17,idle,,,,,,,,
event_boomtheghost2_06_s_43,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_43,True,,31,31,1.0,,,,1,sad,,13,surprise,,15,idle,,3,delight,,17,idle,,,,,,,,
event_boomtheghost2_06_s_44,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_44,False,,31,31,1.0,,,,1,surprise,,13,surprise,,15,idle,,3,delight,,17,idle,,,,,,,,
event_boomtheghost2_06_s_45,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_45,True,RuinIndoor,black,black,1.0,,,dorothy,1,worry,,13,surprise,,13,idle,,3,delight,,17,idle,dorothy_s,elegg_s,irregularghost,rapi_ss,alfred,Grey,Vignetting,black
event_boomtheghost2_06_s_46,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_46,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_47,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_47,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_48,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_48,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_49,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_49,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_50,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_50,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_51,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_51,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_52,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_52,True,,100,100,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_53,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_53,True,,100,10,1.0,,,,1,worry,,,,,,,,,,,,,,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_54,40085,event_boomtheghost2_06_s,Speech,dorothy,dorothy,Locale_MainScenario:event_boomtheghost2_06_s_54,True,,black,black,1.0,,,dorothy_s,1,worry,,,,,,,,,,,,,dorothy,,,,,Grey,Vignetting,
event_boomtheghost2_06_s_55,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_55,True,Deck_n,100,100,1.0,,,,1,void,elegg_s,13,no,irregularghost,13,idle,rapi_ss,3,delight,,,,,,,,,,,black
event_boomtheghost2_06_s_56,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_56,False,,100,100,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_57,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_57,False,,100,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_58,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_58,False,,10,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_59,40085,event_boomtheghost2_06_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_59,False,,10,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_60,40085,event_boomtheghost2_06_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_60,False,,10,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_61,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_61,True,,10,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_62,40085,event_boomtheghost2_06_s,Self,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_62,False,,10,10,1.0,none,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_63,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_63,True,,10,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_64,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_64,True,,10,10,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,,,,,,,,
event_boomtheghost2_06_s_65,40085,event_boomtheghost2_06_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_65,False,,black,black,1.0,,,,1,void,,13,no,,13,idle,,3,delight,,,,dorothy_s,,,,,,,
event_boomtheghost2_06_s_66,40085,event_boomtheghost2_06_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_06_s_66,False,EventScene_boomtheghost_08,black,black,1.0,,,,,,,13,no,,13,idle,,3,delight,,,,,elegg_s,irregularghost,rapi_ss,,,,
event_boomtheghost2_06_s_67,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_67,True,,9,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_68,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_68,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_69,40085,event_boomtheghost2_06_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_06_s_69,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_70,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_70,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_71,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_71,True,,1,1,1.0,bgm_story_fall,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_72,40085,event_boomtheghost2_06_s,Monologue,,,Locale_MainScenario:event_boomtheghost2_06_s_72,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_73,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_73,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_74,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_74,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_75,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_75,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_76,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_76,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_77,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_77,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_78,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_78,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_79,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_79,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_80,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_80,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_81,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_81,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_82,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_82,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_83,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_83,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_84,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_84,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_85,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_85,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_86,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_86,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_87,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_87,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_88,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_88,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
