id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id
event_queensorder_06_s_1,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_1,False,none,black,black,1.0,bgm_story_crawlinganxiety,,,,,,,,,,,
event_queensorder_06_s_2,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_2,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_3,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_3,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_4,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_4,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_5,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_5,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_6,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_6,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_7,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_7,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_8,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_8,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_9,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_9,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_10,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_10,False,,black,black,1.0,,,,,,,,,,,,
event_queensorder_06_s_11,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_11,False,OuterRim,15,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_12,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_12,False,,1,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_13,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_13,False,,1,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_14,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_14,False,,1,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_15,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_15,False,,1,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_16,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_16,False,,1,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_17,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_17,False,,1,1,1.0,,,,,,,,,,,,
event_queensorder_06_s_18,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_18,False,,1,10,1.0,,,,,,,,,,,,
event_queensorder_06_s_19,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_19,False,,10,10,1.0,,,,,,,,,,,,
event_queensorder_06_s_20,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_20,True,,10,10,1.0,,rosanna,rosanna,rosanna,1,good,,,,,,
event_queensorder_06_s_21,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_21,True,,10,10,1.0,,rosanna,rosanna,,1,good,,,,,,
event_queensorder_06_s_22,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_22,False,,10,10,1.0,,,,,1,good,,,,,,
event_queensorder_06_s_23,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_23,False,,10,10,1.0,,redthicket01,redthicket01,,1,good,Low_2,,,,,
event_queensorder_06_s_24,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_24,True,,10,1,0.6,,redthicketboss,redthicketboss,,1,good,,,,,,
event_queensorder_06_s_25,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_25,True,,1,1,1.0,,rosanna,rosanna,,1,idle,,,,,,
event_queensorder_06_s_26,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_26,True,,1,1,1.0,,rosanna,rosanna,,1,idle,,,,,,
event_queensorder_06_s_27,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_27,True,,1,1,1.0,,rosanna,rosanna,,1,idle,,,,,,
event_queensorder_06_s_28,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_28,True,,1,1,1.0,,redthicketboss,redthicketboss,,1,idle,,,,,,
event_queensorder_06_s_29,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_29,True,,1,1,1.0,,redthicketboss,redthicketboss,,1,idle,,,,,,
event_queensorder_06_s_30,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_30,False,,1,1,1.0,,,,,1,idle,,,,,,
event_queensorder_06_s_31,40015,event_queensorder_06_s,Narration,Locale_SubScenario:event_queensorder_06_s_31,False,,black,black,1.0,,,,,1,idle,,sfx_scn_remotesignal,,,,
event_queensorder_06_s_32,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_32,False,,black,black,1.0,,,,,1,idle,,,,,,
event_queensorder_06_s_33,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_33,False,,1,1,1.0,,redthicket01,redthicket01,,1,idle,,,,,,
event_queensorder_06_s_34,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_34,False,,1,1,1.0,,,,,1,idle,,,,,,
event_queensorder_06_s_35,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_35,True,,1,10,1.0,none,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_36,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_36,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_37,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_37,False,,10,10,1.0,,redthicketboss,redthicketboss,,1,angry,Low_2,,,,,
event_queensorder_06_s_38,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_38,True,,10,10,1.0,event_bgm_queensorder,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_39,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_39,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_40,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_40,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_41,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_41,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_42,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_42,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_43,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_43,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_44,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_44,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_45,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_45,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_46,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_46,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_47,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_47,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_48,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_48,True,,10,100,0.6,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_49,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_49,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_50,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_50,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_51,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_51,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_52,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_52,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_53,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_53,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_54,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_54,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_55,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_55,True,,100,10,1.5,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_56,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_56,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_57,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_57,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_58,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_58,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_59,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_59,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_60,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_60,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_61,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_61,False,,10,10,1.0,,redthicketboss,redthicketboss,,1,angry,,,,,,
event_queensorder_06_s_62,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_62,True,,10,100,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_63,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_63,True,,100,100,1.0,,rosanna,rosanna,,1,angry,,,,,,
