id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_unbreakablesphere1_prologue_1,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_1,True,BriefingRoom,black,black,1.0,event_bgm_ubsphere_aapiller,,,,,,mana,1,idle,,,,,
event_unbreakablesphere1_prologue_2,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_2,True,,100,10,1.0,,,,,,,,1,idle,,,,,
event_unbreakablesphere1_prologue_3,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_3,True,,10,10,1.0,,,,,,,,1,idle,,,,,
event_unbreakablesphere1_prologue_4,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_4,True,,10,10,1.0,,,,,,,,1,idle,,,,,
event_unbreakablesphere1_prologue_5,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_5,True,,10,10,1.0,,,,,,,,1,idle,,shifty_r,OP_rightup,angry,
event_unbreakablesphere1_prologue_6,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_6,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_7,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_7,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_8,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_8,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_9,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_9,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,think,
event_unbreakablesphere1_prologue_10,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_10,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_11,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_11,True,,10,100,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_12,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_12,True,,100,100,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_13,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_13,True,,100,100,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_14,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_14,True,,100,100,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_15,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_15,True,,100,100,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_16,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_16,True,,100,100,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_17,40075,event_unbreakablesphere1_prologue,Narration,mana,,Locale_MainScenario:event_unbreakablesphere1_prologue_17,False,,black,black,1.0,,sfx_scn_remotesignal,,,,,,1,idle,,,OP_rightup,angry,shifty_r
event_unbreakablesphere1_prologue_18,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_18,True,,100,10,1.0,,,,,,,,1,idle,,shifty_r,OP_rightup,angry,
event_unbreakablesphere1_prologue_19,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_19,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_20,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_20,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_21,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_21,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,idle,
event_unbreakablesphere1_prologue_22,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_22,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_23,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_23,False,EventScene_unbreakablesphere_01_1,black,black,1.0,,sfx_scn_remotesignal,,,,,,1,idle,mana,,OP_rightup,angry,shifty_r
event_unbreakablesphere1_prologue_24,40075,event_unbreakablesphere1_prologue,Speech,shifty,shifty,Locale_MainScenario:event_unbreakablesphere1_prologue_24,True,,aafiller_02,aafiller_02,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_25,40075,event_unbreakablesphere1_prologue,Speech,shifty,shifty,Locale_MainScenario:event_unbreakablesphere1_prologue_25,True,,aafiller_02,aafiller_03,2.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_26,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_26,True,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_27,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_27,False,,aafiller_03,aafiller_03,1.0,,sfx_scn_phonevibration,,,,,,,,,,,,
event_unbreakablesphere1_prologue_28,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_28,True,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_29,40075,event_unbreakablesphere1_prologue,Speech,shifty,shifty,Locale_MainScenario:event_unbreakablesphere1_prologue_29,True,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_30,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_30,True,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_31,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_31,True,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_32,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_32,True,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_33,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_33,False,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_34,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_34,False,,aafiller_03,aafiller_03,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_35,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_35,True,,aafiller_03,aafiller_02,2.0,none,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_36,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_36,True,,aafiller_02,aafiller_02,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_37,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_37,False,,aafiller_02,aafiller_02,1.0,,sfx_scn_emergencysignal,,,,,,,,,,,,
event_unbreakablesphere1_prologue_38,40075,event_unbreakablesphere1_prologue,Speech,shifty,shifty,Locale_MainScenario:event_unbreakablesphere1_prologue_38,True,,aafiller_02,aafiller_02,1.0,event_bgm_ubsphere_hunger,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_39,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_39,True,,aafiller_02,aafiller_02,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_40,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_40,False,EventScene_unbreakablesphere_01_2,black,black,1.0,,sfx_scn_gluttonyopen,,,,,,,,,,,,
event_unbreakablesphere1_prologue_41,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_41,False,,aafiller_04,aafiller_04,1.0,,sfx_scn_groundstomp,Low_2,,,,,,,,,,,
event_unbreakablesphere1_prologue_42,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_42,False,,aafiller_04,aafiller_04,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_43,40075,event_unbreakablesphere1_prologue,Speech,shifty,shifty,Locale_MainScenario:event_unbreakablesphere1_prologue_43,False,,aafiller_04,aafiller_04,1.0,,,,,,,,,,,,,,
