id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
event_icedragonsaga1_06_e_1,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_1,False,maiden_w,1,worry,Crowncastlebedroom_n,1,1,1.0,bgm_story_sceneofmemory,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_2,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_2,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_3,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_3,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_4,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_4,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_5,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_5,False,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_6,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_6,False,,1,surprise,,1,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_7,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_7,False,,1,surprise,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_8,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_8,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_9,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_9,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_10,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_10,False,,1,worry,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_11,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_11,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_12,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_12,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_13,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_13,False,,1,worry,,L_10,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_14,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_14,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_15,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_15,False,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_16,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_16,False,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_17,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_17,True,,1,shy,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_18,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_18,False,,1,shy,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_19,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_19,False,,1,shy,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_20,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_20,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_21,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_21,False,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_22,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_22,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_23,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_23,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_24,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_24,True,,1,worry,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_25,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_25,False,,1,worry,,1,1,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_26,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_26,True,,1,worry,,1,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_27,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_27,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_28,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_28,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_29,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_29,False,,1,worry,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_30,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_30,True,,1,shy,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_31,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_31,True,,1,shy,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_32,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_32,False,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_33,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_33,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_34,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_34,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_35,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_35,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_36,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_36,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_37,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_37,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_38,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_38,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_39,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_39,False,,1,worry,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_40,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_40,True,,1,idle,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_41,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_41,True,,1,idle,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_42,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_42,True,,1,idle,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_43,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_43,True,,1,idle,,L_10,L_10,1.0,,maiden_w,,,,,,,,,,,,,
