id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound
event_footstepwalkrun2_05_s_1,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_1,False,rapi_m,1,idle,redhood,13,smile_02,Desert_03,black,black,1.0,bgm_story_sceneofmemory,,,
event_footstepwalkrun2_05_s_2,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_2,False,,1,idle,,13,smile_02,,black,black,1.0,,,,
event_footstepwalkrun2_05_s_3,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_3,False,,1,idle,,13,smile_02,,black,black,1.0,,,,
event_footstepwalkrun2_05_s_4,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_4,False,,1,idle,,13,smile_02,,black,black,1.0,,,,
event_footstepwalkrun2_05_s_5,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_5,False,,1,idle,,13,smile_02,,black,black,1.0,,,,
event_footstepwalkrun2_05_s_6,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_6,True,,1,idle,,13,smile_02,,130,130,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_7,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_7,False,,1,surprise,,13,smile_02,,10,100,0.7,,rapi_m,,
event_footstepwalkrun2_05_s_8,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_8,True,,1,surprise,,13,smile_02,,1300,1300,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_9,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_9,True,,1,idle,,13,smile_02,,100,100,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_10,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_10,False,,1,idle,,13,smile_02,,100,10,1.0,,rapi_m,,
event_footstepwalkrun2_05_s_11,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_11,False,,1,idle,,13,think,,10,130,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_12,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_12,True,,1,idle,,13,smile_02,,130,130,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_13,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_13,True,,1,idle,,13,smile_02,,130,113,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_14,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_14,True,,1,idle,,13,sad_02,,113,113,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_15,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_15,True,,1,idle,,13,sad_02,,113,1,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_16,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_16,True,,1,idle,,13,sad_02,,1,10,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_17,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_17,True,,1,idle,,13,sad_02,,10,10,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_18,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_18,True,,1,idle,,13,idle,,130,130,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_19,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_19,True,,1,idle,,13,idle,,10,100,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_20,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_20,False,,1,idle,,13,smile_02,,1300,1300,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_21,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_21,True,,1,idle,,13,smile_02,,1300,1300,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_22,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_22,False,,1,idle,,13,smile_02,,100,10,0.5,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_23,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_23,False,,1,idle,,13,smile_02,,black,black,1.0,,rapi_m,,
event_footstepwalkrun2_05_s_24,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_24,False,,1,idle,,13,smile_02,,black,black,1.0,,rapi_m,,
event_footstepwalkrun2_05_s_25,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_25,False,,1,idle,,13,smile_02,,black,black,1.0,,rapi_m,,
event_footstepwalkrun2_05_s_26,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_26,True,,1,surprise,,13,smile_02,,10,100,0.7,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_27,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_27,True,,1,surprise,,13,sad_02,,1300,1300,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_28,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_28,True,,1,angry,,13,sad_02,,100,100,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_29,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_29,True,,1,angry,,13,sad_02,,100,100,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_30,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_30,True,,1,angry,,13,sad_02,,100,100,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_31,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_31,True,,1,angry,,13,go,,100,10,0.5,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_32,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_32,True,,1,angry,,13,angry,,130,130,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_33,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_33,False,,1,angry,,13,angry,,black,black,1.0,,redhood,,sfx_scn_weakhit
event_footstepwalkrun2_05_s_34,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_34,False,,1,angry,,13,angry,,black,black,1.0,,redhood,,
event_footstepwalkrun2_05_s_35,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_35,False,,1,angry,,13,angry,,10,100,0.5,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_36,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_36,True,,1,angry,,13,go,,100,1300,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_37,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_37,True,,1,angry,,13,go,,1300,1300,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_38,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_38,True,,1,angry,,13,go,,1300,130,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_39,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_39,True,,1,angry,,13,go,,130,113,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_40,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_40,True,,1,angry,,13,smile_02,,113,113,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_41,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_41,True,,1,angry,,13,smile_02,,113,113,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_42,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_42,True,,1,angry,,13,smile_02,,113,113,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_43,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_43,True,,1,angry,,13,smile_02,,113,113,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_44,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_44,False,,1,idle,,13,smile_02,,113,113,1.0,,rapi_m,rapi_m,
event_footstepwalkrun2_05_s_45,40066,event_footstepwalkrun2_05_s,Speech,Locale_MainScenario:event_footstepwalkrun2_05_s_45,True,,1,idle,,13,smile_02,,113,113,1.0,,redhood,redhood,
event_footstepwalkrun2_05_s_46,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_46,False,,1,idle,,13,smile_02,,black,black,1.0,,redhood,,
event_footstepwalkrun2_05_s_47,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_47,False,,1,idle,,13,smile_02,,black,black,1.0,,rapi_m,,
event_footstepwalkrun2_05_s_48,40066,event_footstepwalkrun2_05_s,Narration,Locale_MainScenario:event_footstepwalkrun2_05_s_48,False,,1,idle,,13,smile_02,,black,black,1.0,,rapi_m,,
