id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
snowfall_episode_emma_04_1,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_1,False,Trail_d,1,1,1.0,amb_so_trail_1,event_bgm_neverland_snowflakes_day,,,,emma,1,idle,,,,
snowfall_episode_emma_04_2,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_5,False,,1,1,1.0,,,,,,,1,idle,,,,
snowfall_episode_emma_04_3,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_6,True,,1,10,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_4,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_7,True,,10,10,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_5,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_8,False,,10,10,1.0,,,,,,,1,idle,,,,
snowfall_episode_emma_04_6,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_9,True,,10,10,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_7,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_10,True,,10,10,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_8,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_11,True,,10,10,1.0,,,emma,,,,1,worry,,,,
snowfall_episode_emma_04_9,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_12,True,,10,10,1.0,,,emma,,,,1,worry,,,,
snowfall_episode_emma_04_10,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_13,True,,10,10,1.0,,,emma,,,,1,worry,,,,
snowfall_episode_emma_04_11,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_14,True,,10,10,1.0,,,emma,,,,1,worry,,,,
snowfall_episode_emma_04_12,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_15,True,,10,10,1.0,,,emma,,,,1,surprise,,,,
snowfall_episode_emma_04_13,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_16,True,,10,10,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_14,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_17,True,,10,10,1.0,,,emma,,,,1,delight,,,,
snowfall_episode_emma_04_15,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_18,False,,10,10,1.0,,,,,,,1,delight,,,,
snowfall_episode_emma_04_16,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_19,True,,10,10,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_17,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_20,False,,10,10,1.0,,,,,,,1,idle,,,,
snowfall_episode_emma_04_18,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_21,True,,10,1,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_19,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_22,True,,1,1,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_20,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_23,True,,1,1,1.0,,,emma,,,,1,worry,,,,
snowfall_episode_emma_04_21,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_24,True,,1,1,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_22,80903,snowfall_episode_emma_04,Choice,,Locale_SubScenario:snowfall_episode_emma_04_25,False,,1,1,1.0,,,,snowfall_episode_emma_04_24,,,1,idle,,,,
snowfall_episode_emma_04_23,80903,snowfall_episode_emma_04,Choice,,Locale_SubScenario:snowfall_episode_emma_04_26,False,,1,1,1.0,,,,snowfall_episode_emma_04_51,,,1,idle,,,,
snowfall_episode_emma_04_24,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_27,False,,1,1,1.0,,,,,,,1,idle,,,,
snowfall_episode_emma_04_25,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_28,True,,1,1,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_26,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_29,False,WaterFall_d,1,17,1.0,amb_so_waterfall_1,event_bgm_neverland_intermissionjam_day,,,,,1,idle,,,,
snowfall_episode_emma_04_27,80903,snowfall_episode_emma_04,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_04_30,False,,17,17,1.0,,,,,sfx_scn_waterfall,,1,idle,,,,
snowfall_episode_emma_04_28,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_31,False,,17,17,1.0,,,,,,,1,idle,,,,
snowfall_episode_emma_04_29,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_32,True,,17,1,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_30,80903,snowfall_episode_emma_04,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_04_33,False,,1,1,1.0,,,,,sfx_scn_1skippingstones,,1,idle,,,,
snowfall_episode_emma_04_31,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_34,False,,1,1,1.0,,,,,,,1,surprise,,,,
snowfall_episode_emma_04_32,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_35,False,,1,1,1.0,,,emma,,,,1,surprise,,,,
snowfall_episode_emma_04_33,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_36,False,,1,17,1.0,,,,,,,1,surprise,,,,
snowfall_episode_emma_04_34,80903,snowfall_episode_emma_04,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_04_37,False,,17,17,1.0,,,,,sfx_scn_2skippingstones,,1,surprise,,,,
snowfall_episode_emma_04_35,80903,snowfall_episode_emma_04,Speech,unknown,Locale_SubScenario:snowfall_episode_emma_04_38,True,,17,17,1.0,,,unknown,,,,1,surprise,,,,
snowfall_episode_emma_04_36,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_39,False,,17,17,1.0,,,,,,,1,surprise,,,,
snowfall_episode_emma_04_37,80903,snowfall_episode_emma_04,Speech,mica,Locale_SubScenario:snowfall_episode_emma_04_40,True,,2,2,1.0,,,mica,,,,1,surprise,mica_w,3,idle,
snowfall_episode_emma_04_38,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_41,False,,2,2,1.0,,,,,,,1,surprise,,3,idle,
snowfall_episode_emma_04_39,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_42,True,,2,2,1.0,,,emma,,,,1,delight,,3,idle,
snowfall_episode_emma_04_40,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_43,True,,2,2,1.0,,,mica_w,,,,1,delight,,3,delight,
snowfall_episode_emma_04_41,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_44,True,,2,2,1.0,,,mica_w,,,,1,delight,,3,idle,
snowfall_episode_emma_04_42,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_45,True,,2,2,1.0,,,emma,,,,1,idle,,3,idle,
snowfall_episode_emma_04_43,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_46,True,,2,2,1.0,,,mica_w,,,,1,idle,,3,idle,
snowfall_episode_emma_04_44,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_47,True,,2,2,1.0,,,mica_w,,,,1,idle,,3,idle,
snowfall_episode_emma_04_45,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_48,True,,2,2,1.0,,,mica_w,,,,1,idle,,3,idle,
snowfall_episode_emma_04_46,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_49,True,,2,2,1.0,,,emma,,,,1,delight,,3,idle,
snowfall_episode_emma_04_47,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_50,True,,2,2,1.0,,,mica_w,,,,1,delight,,3,delight,
snowfall_episode_emma_04_48,80903,snowfall_episode_emma_04,Speech,mica_w,Locale_SubScenario:snowfall_episode_emma_04_51,True,,2,2,1.0,,,mica_w,,,,1,delight,,3,delight,
snowfall_episode_emma_04_49,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_52,True,,2,2,1.0,,,emma,,,,1,delight,,3,delight,mica_w
snowfall_episode_emma_04_50,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_53,True,,2,1,1.0,,,emma,,,,1,idle,,,,
snowfall_episode_emma_04_51,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_54,False,DiningRoom_d,black,black,1.0,amb_so_restaurant_1,event_bgm_neverland_hugme_day,,,,,1,idle,,,,
snowfall_episode_emma_04_52,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_55,False,,50,50,1.0,,,lumi_01,,,,1,idle,lumi_01,5,idle,
snowfall_episode_emma_04_53,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_56,False,,50,50,1.0,,,,,,,1,idle,,5,idle,
snowfall_episode_emma_04_54,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_57,False,,50,50,1.0,,,lumi_01,,,,1,idle,,5,idle,
snowfall_episode_emma_04_55,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_58,True,,10,10,1.0,,,emma,,,,1,surprise,,5,idle,
snowfall_episode_emma_04_56,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_59,True,,10,10,1.0,,,emma,,,,1,surprise,,5,idle,
snowfall_episode_emma_04_57,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_60,False,,10,10,1.0,,,,,,,1,idle,,5,idle,
snowfall_episode_emma_04_58,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_61,False,,10,3,1.0,,,,,,,3,idle,,5,idle,
snowfall_episode_emma_04_59,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_62,False,,3,4,1.0,,,,,,,3,idle,,5,idle,
snowfall_episode_emma_04_60,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_63,True,,4,4,1.0,,,emma,,,,3,idle,,5,idle,
snowfall_episode_emma_04_61,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_64,True,,4,4,1.0,,,lumi_01,,,,3,idle,,5,idle,
snowfall_episode_emma_04_62,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_65,True,,4,4,1.0,,,emma,,,,3,idle,,5,idle,
snowfall_episode_emma_04_63,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_66,True,,4,4,1.0,,,lumi_01,,,,3,idle,,5,idle,
snowfall_episode_emma_04_64,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_67,False,,4,4,1.0,,,,,,,3,idle,,5,idle,
snowfall_episode_emma_04_65,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_68,False,,4,4,1.0,,,,,,,3,idle,,5,idle,
snowfall_episode_emma_04_66,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_69,False,,4,4,1.0,,,lumi_01,,,,3,idle,,5,idle,
snowfall_episode_emma_04_67,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_70,True,,4,4,1.0,,,lumi_01,,,,3,idle,,5,idle,
snowfall_episode_emma_04_68,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_71,False,,4,4,1.0,,,,,,,3,surprise,,5,idle,
snowfall_episode_emma_04_69,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_72,False,,4,4,1.0,,,emma,,,,3,surprise,,5,idle,
snowfall_episode_emma_04_70,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_73,True,,4,4,1.0,,,emma,,,,3,surprise,,5,idle,
snowfall_episode_emma_04_71,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_74,True,,4,4,1.0,,,lumi_01,,,,3,surprise,,5,idle,
