id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id,jump_target,set_filter_01
snowfall_episode_noirblanc_02_1,80903,snowfall_episode_noirblanc_02,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_02_1,False,blanc_c,13,think,noir_c,1,surprise,HotSpringInnIn_d,6,12,1.0,amb_so_inn_in_1,event_bgm_neverland_hugme_sunset,,,,,,,,,,,,
snowfall_episode_noirblanc_02_2,80903,snowfall_episode_noirblanc_02,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_02_2,False,,13,think,,1,surprise,,12,12,1.0,,,,,,,,,,,,,,
snowfall_episode_noirblanc_02_3,80903,snowfall_episode_noirblanc_02,Self,Locale_SubScenario:snowfall_episode_noirblanc_02_6,False,,13,think,,1,surprise,,12,12,1.0,,,,,,,,,,,,,,
snowfall_episode_noirblanc_02_4,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_7,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_5,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_8,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_6,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_9,True,,13,think,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_7,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_10,True,,13,think,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_8,80903,snowfall_episode_noirblanc_02,Self,Locale_SubScenario:snowfall_episode_noirblanc_02_11,False,,13,think,,1,surprise,,12,12,1.0,,,,,,,,,,,,,,
snowfall_episode_noirblanc_02_9,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_12,True,,13,think,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_10,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_13,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_11,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_14,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_12,80903,snowfall_episode_noirblanc_02,Self,Locale_SubScenario:snowfall_episode_noirblanc_02_15,False,,13,think,,1,surprise,,12,12,1.0,,,,,,,,,,,,,,
snowfall_episode_noirblanc_02_13,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_16,True,,13,idle,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_14,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_17,True,,13,idle,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_15,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_18,True,,13,idle,,1,no,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_16,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_19,True,,13,idle,,1,no,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_17,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_20,True,,13,idle,,1,no,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_18,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_21,True,,13,idle,,1,no,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_19,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_22,True,,13,idle,,1,no,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_20,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_23,True,,13,idle,,1,no,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_21,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_24,True,,13,idle,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_22,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_25,True,,13,idle,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_23,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_26,True,,13,idle,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_24,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_27,True,,13,idle,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_25,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_28,True,,13,idle,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_26,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_29,True,,13,idle,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_27,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_30,True,,13,idle,,1,surprise,,12,12,1.0,,,noir_c,noir_c,,,,,,,,,,
snowfall_episode_noirblanc_02_28,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_31,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_29,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_32,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
snowfall_episode_noirblanc_02_30,80903,snowfall_episode_noirblanc_02,Speech,Locale_SubScenario:snowfall_episode_noirblanc_02_33,True,,13,think,,1,surprise,,12,12,1.0,,,blanc_c,blanc_c,,,,,,,,,,
