id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake
event_ce02_1_04_e_1,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_1,True,rapi,1,idle,neon,3,idle,anis,5,angry,c1002_02,13,idle,b0006_02,15,idle,6000d_02,17,idle,TechIndoor,5,50,1.0,event_bgm_ce002_story_1,,,
event_ce02_1_04_e_2,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_2,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_3,40026,event_ce02_1_04_e,Self,,,Locale_SubScenario:event_ce02_1_04_e_3,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_4,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_4,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,80,2.0,,,,
event_ce02_1_04_e_5,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_5,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,80,80,1.0,,,,
event_ce02_1_04_e_6,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_6,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,80,80,1.0,,,,
event_ce02_1_04_e_7,40026,event_ce02_1_04_e,Narration,,,Locale_SubScenario:event_ce02_1_04_e_7,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,80,80,1.0,,sfx_scn_gunfire,,
event_ce02_1_04_e_8,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_8,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,80,80,1.0,,,,
event_ce02_1_04_e_9,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_9,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,80,80,1.0,,,,
event_ce02_1_04_e_10,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_10,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_11,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_11,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_12,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_12,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_13,40026,event_ce02_1_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_04_e_13,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
event_ce02_1_04_e_14,40026,event_ce02_1_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_04_e_14,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,
event_ce02_1_04_e_15,40026,event_ce02_1_04_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_04_e_15,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,
event_ce02_1_04_e_16,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_16,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_04_e_17,40026,event_ce02_1_04_e,Narration,,,Locale_SubScenario:event_ce02_1_04_e_17,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_gunfire,,
event_ce02_1_04_e_18,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_18,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_04_e_19,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_19,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_04_e_20,40026,event_ce02_1_04_e,Narration,,,Locale_SubScenario:event_ce02_1_04_e_20,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_gunfire,,
event_ce02_1_04_e_21,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_21,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_04_e_22,40026,event_ce02_1_04_e,Self,,,Locale_SubScenario:event_ce02_1_04_e_22,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_23,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_23,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_24,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_24,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_25,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_25,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,50,1.0,,,,
event_ce02_1_04_e_26,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_26,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_27,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_27,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_28,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_28,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_29,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_29,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,50,500,1.0,,,,
event_ce02_1_04_e_30,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_30,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,500,500,1.0,,,,
event_ce02_1_04_e_31,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_31,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,500,53,1.0,,,,
event_ce02_1_04_e_32,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_32,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_33,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_33,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,31,1.0,,,,
event_ce02_1_04_e_34,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_34,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_35,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_35,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_36,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_36,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_37,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_37,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_38,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_38,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_39,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_39,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_40,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_40,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_41,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_41,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_42,40026,event_ce02_1_04_e,Self,,,Locale_SubScenario:event_ce02_1_04_e_42,False,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,
event_ce02_1_04_e_43,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_43,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,31,5,1.0,,,,
event_ce02_1_04_e_44,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_44,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,
event_ce02_1_04_e_45,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_45,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,5,50,1.0,,,,
event_ce02_1_04_e_46,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_46,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_47,40026,event_ce02_1_04_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_04_e_47,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_48,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_48,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,50,500,1.0,,,,
event_ce02_1_04_e_49,40026,event_ce02_1_04_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_04_e_49,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,500,500,1.0,,,,
event_ce02_1_04_e_50,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_50,True,,1,idle,,3,idle,,5,no,,13,idle,,15,idle,,17,idle,,500,50,1.0,,,,
event_ce02_1_04_e_51,40026,event_ce02_1_04_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_04_e_51,False,,1,idle,,3,idle,,5,no,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_52,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_52,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,50,53,1.0,,,,
event_ce02_1_04_e_53,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_53,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_54,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_54,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_55,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_55,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_56,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_56,True,,1,idle,,3,idle,,5,no,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_57,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_57,True,,1,idle,,3,idle,,5,no,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_58,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_58,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_59,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_59,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_60,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_60,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_61,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_61,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_62,40026,event_ce02_1_04_e,Self,,,Locale_SubScenario:event_ce02_1_04_e_62,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_63,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_63,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_64,40026,event_ce02_1_04_e,Self,,,Locale_SubScenario:event_ce02_1_04_e_64,False,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_65,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_65,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_66,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_66,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,53,S_30,1.0,,,,
event_ce02_1_04_e_67,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_67,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_68,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_68,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_69,40026,event_ce02_1_04_e,Choice,,,Locale_SubScenario:event_ce02_1_04_e_69,False,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,event_ce02_1_04_e_71,
event_ce02_1_04_e_70,40026,event_ce02_1_04_e,Choice,,,Locale_SubScenario:event_ce02_1_04_e_70,False,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,event_ce02_1_04_e_76,
event_ce02_1_04_e_71,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_71,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_300,1.0,,,,
event_ce02_1_04_e_72,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_72,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_300,1.0,,,,
