id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_emma_20_1,80903,snowfall_speech_emma_20,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_20_1,False,DiningRoom_d,1,1,1.0,amb_so_restaurant_1,event_bgm_neverland_hugme_day,,,,emma,1,idle
snowfall_speech_emma_20_2,80903,snowfall_speech_emma_20,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_20_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_emma_20_3,80903,snowfall_speech_emma_20,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_20_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_emma_20_4,80903,snowfall_speech_emma_20,Choice,emma,Locale_SubScenario:snowfall_speech_emma_20_4,False,,1,1,1.0,,,snowfall_speech_emma_20_7,,,,1,idle
snowfall_speech_emma_20_5,80903,snowfall_speech_emma_20,Choice,emma,Locale_SubScenario:snowfall_speech_emma_20_5,False,,1,1,1.0,,,snowfall_speech_emma_20_6,,,,1,idle
snowfall_speech_emma_20_6,80903,snowfall_speech_emma_20,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_20_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_emma_20_7,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_7,True,,1,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_20_8,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_8,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_20_9,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_9,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_20_10,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_10,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_20_11,80903,snowfall_speech_emma_20,Choice,emma,Locale_SubScenario:snowfall_speech_emma_20_11,False,,10,10,1.0,,,snowfall_speech_emma_20_13,,,,1,idle
snowfall_speech_emma_20_12,80903,snowfall_speech_emma_20,Choice,emma,Locale_SubScenario:snowfall_speech_emma_20_12,False,,10,10,1.0,,,snowfall_speech_emma_20_16,,,,1,idle
snowfall_speech_emma_20_13,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_13,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_20_14,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_14,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_20_15,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_15,True,,10,10,1.0,,,snowfall_speech_emma_20_19,,emma,,1,idle
snowfall_speech_emma_20_16,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_16,True,,10,10,1.0,,,,,emma,,1,surprise
snowfall_speech_emma_20_17,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_17,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_20_18,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_18,True,,10,10,1.0,,,snowfall_speech_emma_20_19,,emma,,1,idle
snowfall_speech_emma_20_19,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_19,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_20_20,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_20,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_20_21,80903,snowfall_speech_emma_20,Speech,emma,Locale_SubScenario:snowfall_speech_emma_20_21,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_20_22,80903,snowfall_speech_emma_20,Narration,emma,Locale_SubScenario:snowfall_speech_emma_20_22,False,,black,black,1.0,,,,,,,1,idle
