id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
event_goldencoinrush2_03_e_1,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_1,False,Hotel,black,black,1.0,bgm_story_inwonderland,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_2,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_2,False,,5,15,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_3,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_3,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_4,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_4,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_5,40049,event_goldencoinrush2_03_e,Self,Locale_MainScenario:event_goldencoinrush2_03_e_5,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_6,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_6,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_7,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_7,False,,15,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_8,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_8,False,,150,150,1.0,,soda_b,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_9,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_9,False,,150,150,1.0,,alice_b,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_10,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_10,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_11,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_11,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_12,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_12,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_13,40049,event_goldencoinrush2_03_e,Narration,Locale_MainScenario:event_goldencoinrush2_03_e_13,False,,black,black,1.0,,,sfx_scn_rustle,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_14,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_14,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,alice_b,4,worry,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_15,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_15,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,worry,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_16,40049,event_goldencoinrush2_03_e,Self,Locale_MainScenario:event_goldencoinrush2_03_e_16,False,,XS_40,XS_40,1.0,,,,alice_b,,4,worry,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_17,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_17,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,worry,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_18,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_18,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,surprise,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_19,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_19,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,shy,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_20,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_20,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,shy,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_21,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_21,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,shy,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_22,40049,event_goldencoinrush2_03_e,Self,Locale_MainScenario:event_goldencoinrush2_03_e_22,False,,XS_40,XS_40,1.0,,,,alice_b,,4,shy,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_23,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_23,False,,XS_40,XS_40,1.0,,soda_b,,alice_b,,4,shy,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_24,40049,event_goldencoinrush2_03_e,Self,Locale_MainScenario:event_goldencoinrush2_03_e_24,False,,XS_40,XS_40,1.0,,,,alice_b,,4,shy,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_25,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_25,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,delight,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_26,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_26,True,CoinRushMainHall,S_20,S_20,1.0,bgm_story_languor,soda_b,,soda_b,,4,idle,soda_b,2,worry,black,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_27,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_27,True,,S_20,S_20,1.0,,soda_b,,soda_b,,4,idle,,2,worry,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_28,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_28,True,,S_20,3,1.0,,alice_b,,alice_b,,4,idle,,2,worry,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_29,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_29,True,,3,3,1.0,,alice_b,,alice_b,,4,idle,,2,worry,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_30,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_30,True,,3,3,1.0,,soda_b,,soda_b,,4,idle,,2,idle,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_31,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_31,True,,3,3,1.0,,soda_b,,soda_b,,4,idle,,2,idle,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_32,40049,event_goldencoinrush2_03_e,Narration,Locale_MainScenario:event_goldencoinrush2_03_e_32,False,,black,black,1.0,,,sfx_scn_medhit,,,4,idle,,2,surprise,,volume,12,idle,noise,14,idle,aria,16,idle,Low_2,,,,,
event_goldencoinrush2_03_e_33,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_33,False,,120,120,1.0,,,,,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_34,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_34,True,,120,1,1.0,,soda_b,,soda_b,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_35,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_35,True,,1,1,1.0,,soda_b,,soda_b,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_36,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_36,True,,1,1,1.0,,volume,,volume,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_37,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_37,True,,1,1,1.0,,volume,,volume,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_38,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_38,True,,1,15,1.0,,noise,,noise,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_39,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_39,True,,15,15,1.0,,aria,,aria,,4,idle,,2,surprise,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_40,40049,event_goldencoinrush2_03_e,Self,Locale_MainScenario:event_goldencoinrush2_03_e_40,False,,15,15,1.0,,,,,,4,idle,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_41,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_41,False,,15,15,1.0,,,,,,4,idle,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_42,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_42,False,,15,15,1.0,,,,,,4,idle,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_43,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_43,False,,black,black,1.0,,,,,,4,idle,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
