id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade
d_contents_dungeon_run_01_1,81701,d_contents_dungeon_run_01,Narration,Locale_SubScenario:d_contents_dungeon_run_01_1,False,DragonCastleIn,black,black,1.0,none,,,,,,,,,,,
d_contents_dungeon_run_01_2,81701,d_contents_dungeon_run_01,Narration,Locale_SubScenario:d_contents_dungeon_run_01_2,False,,black,black,1.0,,,,,,,,,,,,
d_contents_dungeon_run_01_3,81701,d_contents_dungeon_run_01,Narration,Locale_SubScenario:d_contents_dungeon_run_01_3,False,,black,black,1.0,,guillotine_w_no,12,delight,maiden_w,2,no,,,,,
d_contents_dungeon_run_01_4,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_4,True,,XS_120,XS_120,1.0,bgm_story_tepidappleade,,12,delight,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_5,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_5,True,,XS_120,XS_120,1.0,,,12,delight,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_6,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_6,True,,XS_120,XS_120,1.0,,,12,delight,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_7,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_7,True,,XS_120,1,1.0,,,12,delight,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_8,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_8,True,,1,1,1.0,,,12,delight,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_9,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_9,True,,1,1,1.0,,,12,delight,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_10,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_10,True,,1,1,1.0,,,12,sad,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_11,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_11,True,,1,1,1.0,,,12,sad,,2,no,maiden_w,maiden_w,,,
