id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_ce004_2_03_e_1,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_1,False,SimulationRoom,1,1,1.0,none,,,ce004_01,2,think,,zwei,12,idle,
event_ce004_2_03_e_2,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_2,False,,1,1,1.0,,,,,2,think,,,12,idle,
event_ce004_2_03_e_3,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_3,True,,1,1,1.0,,,,,2,think,,,12,idle,
event_ce004_2_03_e_4,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_4,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_5,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_5,True,,1,20,0.5,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_6,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_6,True,,20,20,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_7,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_7,True,,20,120,1.0,bgm_story_inwonderland,,,,2,angry,,,12,idle,
event_ce004_2_03_e_8,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_8,True,,120,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_9,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_9,True,,120,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_10,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_10,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_11,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_11,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_12,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_12,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_13,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_13,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_14,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_14,True,,1,1,1.0,,,,,2,think,,,12,idle,
event_ce004_2_03_e_15,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_15,True,,1,1,1.0,,,,,2,think,,,12,idle,
event_ce004_2_03_e_16,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_16,True,,1,1,1.0,,,,,2,think,,,12,idle,
event_ce004_2_03_e_17,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_17,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_18,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_18,True,,1,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_19,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_19,True,,1,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_20,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_20,True,,120,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_21,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_21,True,,120,20,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_22,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_22,True,,20,20,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_23,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_23,True,,20,20,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_24,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_24,True,,20,20,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_25,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_25,False,,20,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_26,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_26,True,,120,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_27,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_27,True,,120,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_28,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_28,True,,120,120,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_29,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_29,True,,120,1,1.0,,,,,2,angry,,,12,idle,
event_ce004_2_03_e_30,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_30,True,,1,1,1.0,,,,,2,angry,,,12,good,
event_ce004_2_03_e_31,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_31,True,,1,1,1.0,,,,,2,angry,,,12,good,
event_ce004_2_03_e_32,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_32,True,,1,1,1.0,,,,,2,angry,,,12,good,
event_ce004_2_03_e_33,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_33,False,EventScene_ce004_02,black,black,1.0,,,,,2,angry,ce004_01,,12,good,zwei
event_ce004_2_03_e_34,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_34,False,,ce004_02_04,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_35,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_35,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
