id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target
event_ce004_1_01_e_1,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_1,True,rapi,13,idle,anis,15,idle,neon,17,idle,ce004_01,7,idle,ce004_02,5,idle,ce004_03,3,idle,ce004_04,1,think,CommanderRoom,12,12,1.0,bgm_risk,
event_ce004_1_01_e_2,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_2,True,,13,idle,,15,idle,,17,idle,,7,idle,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_3,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_3,True,,13,idle,,15,idle,,17,idle,,7,idle,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_4,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_4,True,,13,idle,,15,idle,,17,idle,,7,idle,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_5,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_5,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,70,70,1.0,,
event_ce004_1_01_e_6,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_6,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_7,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_7,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_8,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_8,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_9,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_9,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,12,12,1.0,,
event_ce004_1_01_e_10,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_10,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,12,130,1.0,,
event_ce004_1_01_e_11,40055,event_ce004_1_01_e,Monologue,rapi,,Locale_SubScenario:event_ce004_1_01_e_11,False,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,
event_ce004_1_01_e_12,40055,event_ce004_1_01_e,Choice,rapi,,Locale_SubScenario:event_ce004_1_01_e_12,False,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,event_ce004_1_01_e_14
event_ce004_1_01_e_13,40055,event_ce004_1_01_e,Choice,rapi,,Locale_SubScenario:event_ce004_1_01_e_13,False,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,event_ce004_1_01_e_32
event_ce004_1_01_e_14,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_14,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,
event_ce004_1_01_e_15,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_15,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,
event_ce004_1_01_e_16,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_16,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,
event_ce004_1_01_e_17,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_17,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,
event_ce004_1_01_e_18,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_18,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,130,1.0,,
event_ce004_1_01_e_19,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_19,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,130,1300,1.0,,
event_ce004_1_01_e_20,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_20,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_21,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_21,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_22,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_22,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_23,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_23,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_24,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_24,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_25,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_25,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_26,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_26,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,think,,1300,1300,1.0,,
event_ce004_1_01_e_27,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_27,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,1300,12,1.0,,
event_ce004_1_01_e_28,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_28,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,12,12,1.0,,
event_ce004_1_01_e_29,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_29,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,12,12,1.0,,
event_ce004_1_01_e_30,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_30,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,12,12,1.0,,
event_ce004_1_01_e_31,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_31,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,12,12,1.0,,
event_ce004_1_01_e_32,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_32,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,70,70,1.0,,
event_ce004_1_01_e_33,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_33,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,70,70,1.0,,
event_ce004_1_01_e_34,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_34,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,70,70,1.0,,
event_ce004_1_01_e_35,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_35,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,70,70,1.0,,
event_ce004_1_01_e_36,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_36,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,70,70,1.0,,
event_ce004_1_01_e_37,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_37,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,130,130,1.0,,
event_ce004_1_01_e_38,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_38,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,130,130,1.0,,
event_ce004_1_01_e_39,40055,event_ce004_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_01_e_39,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,130,130,1.0,,
event_ce004_1_01_e_40,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_40,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,surprise,,10,10,1.0,,
event_ce004_1_01_e_41,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_41,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,10,10,1.0,,
event_ce004_1_01_e_42,40055,event_ce004_1_01_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_01_e_42,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,think,,70,70,1.0,,
event_ce004_1_01_e_43,40055,event_ce004_1_01_e,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_01_e_43,False,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,think,,50,50,1.0,,
event_ce004_1_01_e_44,40055,event_ce004_1_01_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_01_e_44,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,think,,30,30,1.0,,
event_ce004_1_01_e_45,40055,event_ce004_1_01_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_01_e_45,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,think,,30,30,1.0,,
event_ce004_1_01_e_46,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_46,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,think,,10,10,1.0,,
event_ce004_1_01_e_47,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_47,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_e_48,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_48,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_e_49,40055,event_ce004_1_01_e,Self,ce004_04,,Locale_SubScenario:event_ce004_1_01_e_49,False,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_e_50,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_50,True,,13,idle,,15,idle,,17,idle,,7,think,,5,angry,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_e_51,40055,event_ce004_1_01_e,Speech,neon,neon,Locale_SubScenario:event_ce004_1_01_e_51,True,,13,idle,,15,idle,,17,delight,,7,think,,5,angry,,3,idle,,1,idle,,S_170,S_170,1.0,,
event_ce004_1_01_e_52,40055,event_ce004_1_01_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_01_e_52,True,,13,idle,,15,idle,,17,delight,,7,think,,5,angry,,3,idle,,1,idle,,10,10,1.0,,
