id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_miraclesnow2_03_e_1,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_1,False,Park,1,1,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,,
event_miraclesnow2_03_e_2,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_2,False,RoyalRoad,1,1,1.0,,,,,,,,,,,,,
event_miraclesnow2_03_e_3,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_3,False,,1,1,1.0,,,,,,,,,,,,,
event_miraclesnow2_03_e_4,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_4,False,,1,1,1.0,,,,,,,,,,,,,
event_miraclesnow2_03_e_5,40004,event_miraclesnow2_03_e,Self,Locale_SubScenario:event_miraclesnow2_03_e_5,False,,1,1,1.0,,m_event_miraclesnow2_03_e,,,,,,,,,,,
event_miraclesnow2_03_e_6,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_6,False,,1,1,1.0,,,,,,,,,,,,,
event_miraclesnow2_03_e_7,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_7,False,,1,10,1.0,,,,,,,,,,,,,
event_miraclesnow2_03_e_8,40004,event_miraclesnow2_03_e,Narration,Locale_SubScenario:event_miraclesnow2_03_e_8,False,City_d,black,black,1.0,,,black,,,,,,,,,,
event_miraclesnow2_03_e_9,40004,event_miraclesnow2_03_e,Speech,Locale_SubScenario:event_miraclesnow2_03_e_9,True,,1,1,1.0,,,,rupee_w,rupee,rupee_w,1,sad,,,,,
event_miraclesnow2_03_e_10,40004,event_miraclesnow2_03_e,Self,Locale_SubScenario:event_miraclesnow2_03_e_10,False,,1,1,1.0,,,,,,,1,sad,,,,,
event_miraclesnow2_03_e_11,40004,event_miraclesnow2_03_e,Speech,Locale_SubScenario:event_miraclesnow2_03_e_11,True,,1,1,1.0,,,,rupee_w,rupee,,1,sad,,,,,
event_miraclesnow2_03_e_12,40004,event_miraclesnow2_03_e,Speech,Locale_SubScenario:event_miraclesnow2_03_e_12,True,,1,1,1.0,,,,rupee_w,rupee,,1,sad,,,,,
event_miraclesnow2_03_e_13,40004,event_miraclesnow2_03_e,Self,Locale_SubScenario:event_miraclesnow2_03_e_13,False,,1,1,1.0,,,,,,,1,sad,,,,,
event_miraclesnow2_03_e_14,40004,event_miraclesnow2_03_e,Speech,Locale_SubScenario:event_miraclesnow2_03_e_14,True,,1,1,1.0,,,,rupee_w,rupee,,1,sad,,,,,
event_miraclesnow2_03_e_15,40004,event_miraclesnow2_03_e,Narration,Locale_SubScenario:event_miraclesnow2_03_e_15,False,,1,1,1.0,,,,,,,1,sad,sfx_scn_autodooropen,,,,
event_miraclesnow2_03_e_16,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_16,False,,1,5,1.0,,,,,,,1,sad,,angelina,5,idle,
event_miraclesnow2_03_e_17,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_17,False,,5,5,1.0,,,,,,,1,sad,,,5,idle,
event_miraclesnow2_03_e_18,40004,event_miraclesnow2_03_e,Monologue,Locale_SubScenario:event_miraclesnow2_03_e_18,False,,5,5,1.0,,,,,,,1,sad,,,8,idle,
event_miraclesnow2_03_e_19,40004,event_miraclesnow2_03_e,Speech,Locale_SubScenario:event_miraclesnow2_03_e_19,True,,5,1,1.0,,,,rupee_w,rupee,,1,surprise,,,8,idle,angelina
event_miraclesnow2_03_e_20,40004,event_miraclesnow2_03_e,Self,Locale_SubScenario:event_miraclesnow2_03_e_20,False,,1,1,1.0,,,,,,,1,surprise,,,,,
event_miraclesnow2_03_e_21,40004,event_miraclesnow2_03_e,Speech,Locale_SubScenario:event_miraclesnow2_03_e_21,True,,1,L_10,1.0,,,,rupee_w,rupee,,1,surprise,,,,,
event_miraclesnow2_03_e_22,40004,event_miraclesnow2_03_e,Self,Locale_SubScenario:event_miraclesnow2_03_e_22,False,,L_10,L_10,1.0,,,,,,,1,surprise,,,,,
event_miraclesnow2_03_e_23,40004,event_miraclesnow2_03_e,Self,Locale_SubScenario:event_miraclesnow2_03_e_23,False,,L_10,L_10,1.0,,,,,,,1,surprise,,,,,
