id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,play_sound,set_camera_shake,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
re_event_ce02_2_05_e_1,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_1,False,Factory_n,17,17,1.0,none,Vignetting,Grey,,,,,b0006_02,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_2,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_2,False,,17,17,1.0,,Vignetting,Grey,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_3,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_3,False,,17,17,1.0,,Vignetting,Grey,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_4,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_4,False,,17,17,1.0,,Vignetting,Grey,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_5,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_5,False,,17,17,1.0,,Vignetting,Grey,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_6,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_6,False,WasteLand_03,17,17,1.0,,Vignetting,Grey,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_7,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_7,False,,17,16,1.0,,Vignetting,Grey,,,,,,17,idle,,6000d_02,15,idle,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_8,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_8,False,,16,16,1.0,,Vignetting,Grey,,,,,,17,idle,,,15,idle,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_9,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_9,False,,16,14,1.0,,Vignetting,Grey,,,,,,17,idle,,,15,idle,,c1002_02,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_10,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_10,False,,7,7,1.0,,Vignetting,Grey,,,,,,17,idle,,,15,idle,,,13,idle,,,,,,,,,,rapi,5,idle,,anis,7,void,,neon,9,idle,
re_event_ce02_2_05_e_11,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_11,False,,7,7,1.0,,Vignetting,Grey,,,,,,17,idle,,,15,idle,,,13,idle,,,,,,,,,,,5,idle,,,7,void,,,9,idle,
re_event_ce02_2_05_e_12,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_12,False,,black,black,1.0,event_bgm_ce002_story_1,Vignetting,Grey,,,,,,17,idle,,,15,idle,,,13,idle,,,,,,,,,,,5,idle,,,7,void,,,9,idle,
re_event_ce02_2_05_e_13,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_13,False,,7,7,1.0,,Vignetting,,,,,,,17,idle,,,15,idle,,,13,idle,,,,,,,,,,,5,idle,,,7,void,,,9,idle,
re_event_ce02_2_05_e_14,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_14,False,Factory_n,17,17,1.0,,Vignetting,,,,,,,17,idle,,product12,15,idle,6000d_02,notmassproduction,13,idle,c1002_02,,,,,,,,,,5,idle,rapi,,7,void,anis,,9,idle,neon
re_event_ce02_2_05_e_15,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_15,False,,17,14,1.0,,Vignetting,,,,,,,17,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_16,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_16,False,,14,14,1.0,,Vignetting,,,,,,,17,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_17,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_17,False,,14,14,1.0,,Vignetting,,,,,,,17,idle,,,15,idle,product12,,13,idle,notmassproduction,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_18,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_18,False,,2,2,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,ce_02_01,1,idle,,ce_02_npc_01,3,idle,,,,,,,,,,,,,
re_event_ce02_2_05_e_19,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_19,False,,2,2,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,
re_event_ce02_2_05_e_20,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_20,False,,2,2,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,
re_event_ce02_2_05_e_21,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_21,False,,2,2,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,
re_event_ce02_2_05_e_22,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_22,False,,2,2,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,
re_event_ce02_2_05_e_23,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_23,False,,17,170,1.5,,Vignetting,,,,,,,17,idle,,,,,,,,,,,1,idle,,,3,idle,,,,,,,,,,,,,
re_event_ce02_2_05_e_24,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_24,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,1,idle,ce_02_01,,3,idle,ce_02_npc_01,,,,,,,,,,,,
re_event_ce02_2_05_e_25,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_25,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_26,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_26,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_27,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_27,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_28,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_28,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_29,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_29,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_30,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_30,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,notmassproduction,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_31,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_31,False,,170,170,1.0,,Vignetting,,,,,,,17,idle,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_32,40083,re_event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_32,False,,black,black,1.0,,Vignetting,,sfx_scn_finishshot,Low_2,,,,17,idle,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_33,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_33,False,,13,13,1.0,,Vignetting,,,,,,,17,idle,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_34,40083,re_event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_34,False,,black,black,1.0,,Vignetting,,sfx_scn_gunfire,Low_2,,,,17,idle,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,
re_event_ce02_2_05_e_35,40083,re_event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_35,False,,130,130,1.0,,Vignetting,,,,,,,17,idle,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,
