id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce004_2_04_e_1,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_1,True,Office,20,20,1.0,bgm_inark,,marciana,2,idle,ce004_04,12,idle
event_ce004_2_04_e_2,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_2,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_3,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_3,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_4,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_4,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_5,40056,event_ce004_2_04_e,Self,marciana,,Locale_SubScenario:event_ce004_2_04_e_5,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_6,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_6,True,,20,120,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_7,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_7,True,,120,120,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_8,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_8,True,,120,120,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_9,40056,event_ce004_2_04_e,Self,ce004_04,,Locale_SubScenario:event_ce004_2_04_e_9,False,,120,120,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_10,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_10,True,,120,120,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_11,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_11,True,,120,20,1.0,,,,2,idle,,12,idle
