id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker
snowfall_global_13_ludmilla_default_1,80903,snowfall_global_ludmilla_13,Narration,Locale_SubScenario:snowfall_global_00_1,False,none,black,black,1.0,none,none,,,,,,,,
snowfall_global_13_ludmilla_default_2,80903,snowfall_global_ludmilla_13,Choice,Locale_SubScenario:snowfall_global_00_2,False,,black,black,1.0,,,snowfall_global_ludmilla_13_1,,,,,,,
snowfall_global_13_ludmilla_default_3,80903,snowfall_global_ludmilla_13,Choice,Locale_SubScenario:snowfall_global_00_3,False,,black,black,1.0,,,,True,,,,,,
snowfall_global_ludmilla_13_1,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_1,False,BambooForest_n,1,1,1.0,amb_so_bambooforest_3,event_bgm_neverland_hugme_night,,,white,,,,,
snowfall_global_ludmilla_13_2,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_2,False,,1,1,1.0,,,,,,,,,,
snowfall_global_ludmilla_13_3,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_3,False,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,1,idle,
snowfall_global_ludmilla_13_4,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_4,False,,1,1,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_5,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_5,False,,1,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_6,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_6,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_7,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_7,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_8,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_8,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_9,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_9,True,,10,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_10,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_10,True,,10,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_11,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_11,False,,10,10,1.0,,,,,,ludmilla_w,,1,smile,
snowfall_global_ludmilla_13_12,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_12,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_13,80903,snowfall_global_ludmilla_13,Choice,Locale_SubScenario:snowfall_global_ludmilla_13_13,False,,10,10,1.0,,,snowfall_global_ludmilla_13_15,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_14,80903,snowfall_global_ludmilla_13,Choice,Locale_SubScenario:snowfall_global_ludmilla_13_14,False,,10,10,1.0,,,snowfall_global_ludmilla_13_16,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_15,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_15,False,,10,100,1.0,,,snowfall_global_ludmilla_13_17,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_16,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_16,False,,10,100,1.0,,,snowfall_global_ludmilla_13_17,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_17,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_17,False,,100,100,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_18,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_18,True,,100,100,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_19,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_19,True,,100,100,1.0,,,,,,ludmilla_w,,1,delight,ludmilla_w
snowfall_global_ludmilla_13_20,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_20,True,,100,100,1.0,,,,,,ludmilla_w,,1,delight,ludmilla_w
snowfall_global_ludmilla_13_21,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_21,True,,100,100,1.0,,,,,,ludmilla_w,,1,delight,ludmilla_w
snowfall_global_ludmilla_13_22,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_22,False,,100,100,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_23,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_23,True,,100,100,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_24,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_24,False,,black,black,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_25,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_25,False,,black,black,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_26,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_26,True,,1,1,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_27,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_27,False,,1,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_28,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_28,False,,6,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_29,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_29,False,,6,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_30,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_30,False,,6,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_31,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_31,True,,6,1,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_32,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_32,False,,1,1,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_33,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_33,True,,1,1,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_34,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_34,True,,1,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_35,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_35,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_36,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_36,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_37,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_37,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_38,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_38,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_39,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_39,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_40,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_40,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_41,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_41,False,,10,1,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_42,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_42,True,,1,1,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_43,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_43,True,,1,1,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
