id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_onemoretime_02_s_1,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_1,True,Gym,7,70,1.0,none,,,folkwang,7,idle,epinel,5,idle,,,,,,
event_onemoretime_02_s_2,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_2,True,,70,70,1.0,bgm_story_leisuretime,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_3,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_3,True,,70,70,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_4,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_4,True,,70,70,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_5,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_5,True,,XS_50,XS_50,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_6,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_6,True,,XS_50,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_7,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_7,True,,6,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_8,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_8,True,,6,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_9,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_9,True,,6,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_10,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_10,True,,6,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_11,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_11,True,,6,6,1.0,,,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_12,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_12,True,,6,6,1.0,,,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_13,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_13,True,,6,6,1.0,,,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_14,40044,event_onemoretime_02_s,Narration,folkwang,,Locale_SubScenario:event_onemoretime_02_s_14,False,,13,130,1.0,,sfx_scn_autodooropen,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_15,40044,event_onemoretime_02_s,Self,folkwang,,Locale_SubScenario:event_onemoretime_02_s_15,False,,130,130,1.0,,,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_16,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_16,True,,130,6,1.0,,,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_17,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_17,True,,6,6,1.0,,,,,7,surprise,,5,idle,,,,,,
event_onemoretime_02_s_18,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_18,True,,6,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_19,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_19,True,,6,6,1.0,,,,,7,idle,,5,idle,,,,,,
event_onemoretime_02_s_20,40044,event_onemoretime_02_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_02_s_20,True,,2,2,1.0,,,,,7,idle,,5,idle,bay,1,idle,clay,3,idle
event_onemoretime_02_s_21,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_21,True,,2,2,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_22,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_22,True,,6,6,1.0,,,,,7,surprise,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_23,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_23,True,,6,6,1.0,,,,,7,surprise,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_24,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_24,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_25,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_25,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_26,40044,event_onemoretime_02_s,Self,epinel,,Locale_SubScenario:event_onemoretime_02_s_26,False,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_27,40044,event_onemoretime_02_s,Self,epinel,,Locale_SubScenario:event_onemoretime_02_s_27,False,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_28,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_28,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_29,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_29,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_30,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_30,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_31,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_31,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_32,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_32,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_33,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_33,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_34,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_34,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_35,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_35,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_36,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_36,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_37,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_37,True,,10,2,1.0,,,,,7,idle,,5,idle,,1,angry,,3,idle
event_onemoretime_02_s_38,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_38,True,,2,2,1.0,,,,,7,idle,,5,idle,,1,angry,,3,idle
event_onemoretime_02_s_39,40044,event_onemoretime_02_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_02_s_39,True,,2,2,1.0,,,,,7,idle,,5,idle,,1,angry,,3,sad
event_onemoretime_02_s_40,40044,event_onemoretime_02_s,Monologue,clay,,Locale_SubScenario:event_onemoretime_02_s_40,False,,black,black,1.0,,,,,7,idle,,5,idle,,1,idle,,3,sad
event_onemoretime_02_s_41,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_41,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,sad
event_onemoretime_02_s_42,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_42,True,,6,70,1.0,,,,,7,idle,,5,idle,,1,idle,,3,sad
event_onemoretime_02_s_43,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_43,True,,70,70,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_44,40044,event_onemoretime_02_s,Self,folkwang,,Locale_SubScenario:event_onemoretime_02_s_44,False,,70,70,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_45,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_45,True,,70,70,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_46,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_46,True,,70,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_47,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_47,True,,6,6,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_48,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_48,True,,6,6,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_49,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_49,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_50,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_50,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_51,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_51,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_52,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_52,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_53,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_53,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_54,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_54,True,,6,6,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_55,40044,event_onemoretime_02_s,Self,folkwang,,Locale_SubScenario:event_onemoretime_02_s_55,False,,6,6,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_56,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_56,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
