id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_miraclesnow2_02_e_1,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_1,False,Backstreet,XS_30,XS_30,1.0,none,,rupee_w,1,think,,anne,3,idle,,,,,
event_miraclesnow2_02_e_2,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_2,False,,L_10,L_10,1.0,,,,1,think,,,3,idle,,,,,
event_miraclesnow2_02_e_3,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_3,True,,XS_30,XS_30,1.0,event_bgm_2022winter,,,1,idle_02,,,3,idle,,,,,
event_miraclesnow2_02_e_4,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_4,True,,XS_30,31,1.0,,,,1,idle_02,,,3,idle,,,,,
event_miraclesnow2_02_e_5,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_5,True,,31,31,1.0,,,,1,idle_02,,,3,idle,,,,,
event_miraclesnow2_02_e_6,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_6,True,,31,31,1.0,,,,1,idle_02,,,3,delight,,,,,
event_miraclesnow2_02_e_7,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_7,True,,31,31,1.0,,,,1,idle_02,,,3,delight,,,,,
event_miraclesnow2_02_e_8,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_8,False,,31,31,1.0,,,,1,idle_02,,,3,delight,,,,,
event_miraclesnow2_02_e_9,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_9,True,,31,31,1.0,,,,1,idle_02,,,3,surprise,,,,,
event_miraclesnow2_02_e_10,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_10,True,,31,31,1.0,,,,1,idle_02,,,3,surprise,,,,,
event_miraclesnow2_02_e_11,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_11,True,,31,31,1.0,,,,1,special,,,3,surprise,,,,,
event_miraclesnow2_02_e_12,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_12,True,,31,31,1.0,,,,1,idle_02,,,3,surprise,,,,,
event_miraclesnow2_02_e_13,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_13,True,,31,31,1.0,,,,1,idle_02,,,3,think,,,,,
event_miraclesnow2_02_e_14,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_14,False,,31,31,1.0,,,,1,idle_02,,,3,think,,,,,
event_miraclesnow2_02_e_15,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_15,True,,31,31,1.0,,,,1,idle_02,,,3,delight,,,,,
event_miraclesnow2_02_e_16,40004,event_miraclesnow2_02_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_e_16,False,,31,31,1.0,none,,,1,idle_02,,,3,delight,,,,,
event_miraclesnow2_02_e_17,40004,event_miraclesnow2_02_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_e_17,False,,31,5,1.0,,,,1,idle_02,,,3,delight,,angelina,5,surprise,
event_miraclesnow2_02_e_18,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_18,False,,5,5,1.0,,,,1,surprise,,,3,idle,,,5,surprise,
event_miraclesnow2_02_e_19,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_19,False,,5,5,1.0,,,,1,surprise,,,3,idle,,,5,surprise,
event_miraclesnow2_02_e_20,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_20,True,,5,50,1.0,,,,1,surprise,,,3,idle,,,5,surprise,
event_miraclesnow2_02_e_21,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_21,True,,50,50,1.0,,,,1,surprise,,,3,idle,,,5,surprise,
event_miraclesnow2_02_e_22,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_22,True,,50,50,1.0,bgm_story_weare,,,1,surprise,,,3,idle,,,5,worry,
event_miraclesnow2_02_e_23,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_23,True,,L_10,L_10,1.0,,,,1,surprise,,,3,idle,,,5,worry,
event_miraclesnow2_02_e_24,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_24,True,,50,50,1.0,,,,1,surprise,,,3,idle,,,5,worry,
event_miraclesnow2_02_e_25,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_25,True,,50,50,1.0,,,,1,surprise,,,3,idle,,,5,worry,
event_miraclesnow2_02_e_26,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_26,False,,50,50,1.0,,,,1,surprise,,,3,idle,,,5,worry,
event_miraclesnow2_02_e_27,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_27,False,,50,53,1.0,,,,1,surprise,,,3,shy,,,5,worry,
event_miraclesnow2_02_e_28,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_28,True,,53,53,1.0,,,,1,surprise,,,3,shy,,,5,surprise,
event_miraclesnow2_02_e_29,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_29,True,,53,53,1.0,,,,1,surprise,,,3,shy,,,5,surprise,
event_miraclesnow2_02_e_30,40004,event_miraclesnow2_02_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_02_e_30,True,,53,53,1.0,,,,1,surprise,,,3,shy,,,5,surprise,
event_miraclesnow2_02_e_31,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_31,False,,53,53,1.0,,,,1,surprise,,,3,surprise,,,5,surprise,
event_miraclesnow2_02_e_32,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_32,True,,53,53,1.0,,,,1,surprise,,,3,surprise,,,5,surprise,
event_miraclesnow2_02_e_33,40004,event_miraclesnow2_02_e,Narration,,,Locale_SubScenario:event_miraclesnow2_02_e_33,False,,53,53,1.0,,,,1,surprise,,,3,surprise,,,8,surprise,
event_miraclesnow2_02_e_34,40004,event_miraclesnow2_02_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_e_34,False,,53,53,1.0,,sfx_scn_run,,1,surprise,,,3,surprise,,,8,surprise,
event_miraclesnow2_02_e_35,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_35,False,,L_10,L_10,1.0,,,,1,surprise,,,3,surprise,,,8,surprise,angelina
event_miraclesnow2_02_e_36,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_36,False,,L_10,L_10,1.0,,,,1,sad,,,3,surprise,,,,,
event_miraclesnow2_02_e_37,40004,event_miraclesnow2_02_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_e_37,True,,XS_30,XS_30,1.0,,,,1,sad,,,3,pain,,,,,
event_miraclesnow2_02_e_38,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_38,False,,XS_30,L_10,1.0,,,,1,sad,,,3,pain,,,,,
event_miraclesnow2_02_e_39,40004,event_miraclesnow2_02_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_e_39,True,,L_10,L_10,1.0,,,,1,sad,,,3,pain,,,,,
event_miraclesnow2_02_e_40,40004,event_miraclesnow2_02_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_e_40,False,,L_10,L_50,1.0,,sfx_scn_run,,1,sad,rupee_w,,3,pain,anne,,,,
event_miraclesnow2_02_e_41,40004,event_miraclesnow2_02_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_e_41,False,Backstreet,L_50,L_50,1.0,,,,,,,,,,,,,,
event_miraclesnow2_02_e_42,40004,event_miraclesnow2_02_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_e_42,False,City_d,L_50,L_50,1.0,,,,,,,,,,,,,,
event_miraclesnow2_02_e_43,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_43,True,,L_50,L_50,1.0,,,syuen_op,OP_center,angry,,,,,,,,,
event_miraclesnow2_02_e_44,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_44,True,,L_50,L_50,1.0,,,,OP_center,angry,,,,,,,,,
event_miraclesnow2_02_e_45,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_45,False,,L_50,L_50,1.0,,,,OP_center,angry,,,,,,,,,
event_miraclesnow2_02_e_46,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_46,True,,L_50,L_500,1.0,,,,OP_center,angry,,,,,,,,,
event_miraclesnow2_02_e_47,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_47,False,,L_500,L_500,1.0,,,,OP_center,angry,,,,,,,,,
event_miraclesnow2_02_e_48,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_48,True,,L_500,L_500,1.0,,,,OP_center,surprise,,,,,,,,,
event_miraclesnow2_02_e_49,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_49,False,,L_500,L_50,1.0,,,,OP_center,surprise,,,,,,,,,
event_miraclesnow2_02_e_50,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_50,True,,L_50,L_50,1.0,,,,OP_center,think,,,,,,,,,
event_miraclesnow2_02_e_51,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_51,True,,L_50,L_50,1.0,,,,OP_center,think,,,,,,,,,
event_miraclesnow2_02_e_52,40004,event_miraclesnow2_02_e,Self,,,Locale_SubScenario:event_miraclesnow2_02_e_52,False,,L_50,L_50,1.0,,,,OP_center,think,,,,,,,,,
event_miraclesnow2_02_e_53,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_53,True,,L_50,L_50,1.0,,,,OP_center,angry,,,,,,,,,
event_miraclesnow2_02_e_54,40004,event_miraclesnow2_02_e,Speech,syuen_op,syuen_op,Locale_SubScenario:event_miraclesnow2_02_e_54,True,,L_50,L_500,1.0,,,,OP_center,angry,,,,,,,,,
