id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_infinite_mica_01_1,80903,snowfall_infinite_mica_01,Monologue,Monologue,Locale_SubScenario:snowfall_infinite_mica_01_1,False,WaterFall_d,1,1,1.0,amb_so_waterfall_1,event_bgm_neverland_snowflakes_day,,,,mica_w,1,idle
snowfall_infinite_mica_01_2,80903,snowfall_infinite_mica_01,Monologue,Monologue,Locale_SubScenario:snowfall_infinite_mica_01_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_infinite_mica_01_3,80903,snowfall_infinite_mica_01,Choice,Choice,Locale_SubScenario:snowfall_infinite_mica_01_3,False,,1,1,1.0,,,snowfall_infinite_mica_01_6,,,,1,idle
snowfall_infinite_mica_01_4,80903,snowfall_infinite_mica_01,Choice,Choice,Locale_SubScenario:snowfall_infinite_mica_01_4,False,,1,1,1.0,,,snowfall_infinite_mica_01_5,,,,1,idle
snowfall_infinite_mica_01_5,80903,snowfall_infinite_mica_01,Monologue,Monologue,Locale_SubScenario:snowfall_infinite_mica_01_5,False,,black,black,1.0,,,,True,,,1,idle
snowfall_infinite_mica_01_6,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_6,True,,1,S_10,1.0,,,,,mica_w,,1,idle
snowfall_infinite_mica_01_7,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_7,True,,S_10,S_10,1.0,,,,,mica_w,,1,idle
snowfall_infinite_mica_01_8,80903,snowfall_infinite_mica_01,Choice,Choice,Locale_SubScenario:snowfall_infinite_mica_01_8,False,,S_10,S_10,1.0,,,snowfall_infinite_mica_01_10,,,,1,idle
snowfall_infinite_mica_01_9,80903,snowfall_infinite_mica_01,Choice,Choice,Locale_SubScenario:snowfall_infinite_mica_01_9,False,,S_10,S_10,1.0,,,snowfall_infinite_mica_01_13,,,,1,idle
snowfall_infinite_mica_01_10,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_10,True,,S_10,S_10,1.0,,,,,mica_w,,1,surprise
snowfall_infinite_mica_01_11,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_11,True,,S_10,S_10,1.0,,,,,mica_w,,1,delight
snowfall_infinite_mica_01_12,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_12,True,,S_10,S_10,1.0,,,snowfall_infinite_mica_01_15,,mica_w,,1,delight
snowfall_infinite_mica_01_13,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_13,True,,S_10,S_10,1.0,,,,,mica_w,,1,idle
snowfall_infinite_mica_01_14,80903,snowfall_infinite_mica_01,Speech,mica_w,Locale_SubScenario:snowfall_infinite_mica_01_14,True,,S_10,S_10,1.0,,,snowfall_infinite_mica_01_15,,mica_w,,1,idle
snowfall_infinite_mica_01_15,80903,snowfall_infinite_mica_01,Narration,Narration,Locale_SubScenario:snowfall_infinite_mica_01_15,False,,black,black,1.0,,,,,,,1,idle
