id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/5/hide_char_id
event_boomtheghost2_04_e_1,40085,event_boomtheghost2_04_e,Narration,Locale_MainScenario:event_boomtheghost2_04_e_1,False,EventScene_boomtheghost_06_1,black,black,1.0,sfx_scn_putdown,bgm_story_promise,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_2,40085,event_boomtheghost2_04_e,Monologue,Locale_MainScenario:event_boomtheghost2_04_e_2,False,,teatime_01,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_3,40085,event_boomtheghost2_04_e,Monologue,Locale_MainScenario:event_boomtheghost2_04_e_3,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_4,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_4,True,,1,1,1.0,,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_5,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_5,True,,1,1,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_6,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_6,True,,1,1,1.0,,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_7,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_7,True,,1,teatime_02,2.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_8,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_8,True,,teatime_02,teatime_02,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_9,40085,event_boomtheghost2_04_e,Self,Locale_MainScenario:event_boomtheghost2_04_e_9,False,,teatime_02,teatime_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_10,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_10,True,,teatime_02,teatime_02,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_11,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_11,True,,teatime_02,teatime_02,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_12,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_12,True,,teatime_02,teatime_02,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_13,40085,event_boomtheghost2_04_e,Monologue,Locale_MainScenario:event_boomtheghost2_04_e_13,False,,teatime_02,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_14,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_14,True,,1,1,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_15,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_15,True,,1,1,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_16,40085,event_boomtheghost2_04_e,Speech,Locale_MainScenario:event_boomtheghost2_04_e_16,True,,1,1,1.0,,,dorothy_s,dorothy_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_17,40085,event_boomtheghost2_04_e,Narration,Locale_MainScenario:event_boomtheghost2_04_e_17,False,,1,1,1.0,sfx_scn_slurp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_18,40085,event_boomtheghost2_04_e,Monologue,Locale_MainScenario:event_boomtheghost2_04_e_18,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_19,40085,event_boomtheghost2_04_e,Monologue,Locale_MainScenario:event_boomtheghost2_04_e_19,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_04_e_20,40085,event_boomtheghost2_04_e,Monologue,Locale_MainScenario:event_boomtheghost2_04_e_20,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
