id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target
event_fullfoolday_11_1,130001,event_fullfoolday_11,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_11_1,False,none,1,1,1.0,bgm_story_girlstalk,,,,,,,,,,,
event_fullfoolday_11_2,130001,event_fullfoolday_11,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_11_2,False,,1,1,1.0,,,,,,,,,,,,
event_fullfoolday_11_3,130001,event_fullfoolday_11,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_11_3,False,GoodOffice,1,1,1.0,,sfx_scn_glassdooropen,,,,,,,,,,
event_fullfoolday_11_4,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_4,True,,S_10,S_100,0.5,,,yan,1,surprise,,,,,,,
event_fullfoolday_11_5,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_5,True,,S_100,S_100,1.0,,,,1,surprise,,,,,,,
event_fullfoolday_11_6,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_6,False,,S_100,S_100,1.0,,,,1,surprise,,,,,,,
event_fullfoolday_11_7,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_7,True,,S_100,S_10,1.0,,,,1,idle,,,,,,,
event_fullfoolday_11_8,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_8,True,,S_10,S_10,1.0,,,,1,idle,,,,,,,
event_fullfoolday_11_9,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_9,False,,S_10,S_10,1.0,,,,1,idle,,,,,,,
event_fullfoolday_11_10,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_10,True,,S_10,1,1.0,,,,1,idle,,,,,,,
event_fullfoolday_11_11,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_11,True,,1,1,1.0,,,,1,delight,,,,,,,
event_fullfoolday_11_12,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_12,True,,1,1,1.0,,,,1,delight,,,,,,,
event_fullfoolday_11_13,130001,event_fullfoolday_11,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_11_13,False,,1,1,1.0,,sfx_scn_knock,,1,idle,,,,,,,
event_fullfoolday_11_14,130001,event_fullfoolday_11,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_11_14,False,,1,31,1.0,,sfx_scn_dooropenfast,,1,idle,,,,,,,
event_fullfoolday_11_15,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_15,True,,31,S_30,1.0,,,,1,idle,dolla,3,idle,,,,
event_fullfoolday_11_16,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_16,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_17,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_17,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_18,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_18,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_19,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_19,False,,S_30,S_30,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_20,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_20,True,,S_30,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_21,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_21,True,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_22,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_22,True,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_23,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_23,True,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_24,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_24,True,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_25,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_25,True,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_26,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_26,True,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_27,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_27,False,,31,31,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_28,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_28,True,,31,S_30,1.0,,,,1,idle,,3,good,,,,
event_fullfoolday_11_29,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_29,True,,S_30,S_30,1.0,,,,1,idle,,3,good,,,,
event_fullfoolday_11_30,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_30,True,,S_30,S_30,1.0,,,,1,idle,,3,good,,,,
event_fullfoolday_11_31,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_31,True,,S_30,S_30,1.0,,,,1,idle,,3,good,,,,
event_fullfoolday_11_32,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_32,True,,S_30,5,1.0,,,,1,idle,,3,idle,,,,
event_fullfoolday_11_33,130001,event_fullfoolday_11,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_11_33,False,,5,5,1.0,,sfx_scn_dooropenfast,,1,idle,,3,idle,,,,
event_fullfoolday_11_34,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_34,True,,5,5,1.0,,,,1,idle,,3,idle,rupee,5,sad,
event_fullfoolday_11_35,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_35,True,,5,5,1.0,,,,1,idle,,3,idle,,5,sad,
event_fullfoolday_11_36,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_36,True,,5,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_37,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_37,True,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_38,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_38,True,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_39,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_39,True,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_40,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_40,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_41,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_41,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_42,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_42,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_43,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_43,True,,S_10,S_10,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_44,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_44,True,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_45,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_45,True,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_46,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_46,False,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_47,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_47,True,,1,1,1.0,,,,1,idle,,3,idle,,5,angry,
event_fullfoolday_11_48,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_48,False,,1,1,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_49,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_49,True,,1,31,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_50,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_50,True,,31,53,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_51,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_51,True,,53,53,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_52,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_52,False,,53,53,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_53,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_53,True,,53,53,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_54,130001,event_fullfoolday_11,Choice,Choice,,Locale_SubScenario:event_fullfoolday_11_54,False,,53,53,1.0,,,,1,idle,,3,idle,,5,idle,event_fullfoolday_11_56
event_fullfoolday_11_55,130001,event_fullfoolday_11,Choice,Choice,,Locale_SubScenario:event_fullfoolday_11_55,False,,53,53,1.0,,,,1,idle,,3,idle,,5,idle,event_fullfoolday_11_56
event_fullfoolday_11_56,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_56,True,,53,31,1.0,,,,1,delight,,3,idle,,5,idle,
event_fullfoolday_11_57,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_57,False,,31,31,1.0,,,,1,delight,,3,idle,,5,idle,
event_fullfoolday_11_58,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_58,True,,31,31,1.0,,,,1,delight,,3,idle,,5,idle,
event_fullfoolday_11_59,130001,event_fullfoolday_11,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_11_59,False,,31,31,1.0,,,,1,delight,,3,idle,,5,idle,
event_fullfoolday_11_60,130001,event_fullfoolday_11,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_11_60,False,,31,31,1.0,,,,1,delight,,3,idle,,5,idle,
event_fullfoolday_11_61,130001,event_fullfoolday_11,Choice,Choice,,Locale_SubScenario:event_fullfoolday_11_61,False,,31,31,1.0,,,,1,delight,,3,idle,,5,idle,event_fullfoolday_11_63
event_fullfoolday_11_62,130001,event_fullfoolday_11,Choice,Choice,,Locale_SubScenario:event_fullfoolday_11_62,False,,31,31,1.0,,,,1,delight,,3,idle,,5,idle,event_fullfoolday_11_64
event_fullfoolday_11_63,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_63,True,,31,31,1.0,,,,1,idle,,3,idle,,5,idle,event_fullfoolday_11_64
event_fullfoolday_11_64,130001,event_fullfoolday_11,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_11_64,False,,31,31,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_65,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_65,False,,31,31,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_66,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_66,True,,31,31,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_67,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_67,False,,31,31,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_68,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_68,True,,S_30,S_30,1.0,,,,1,idle,,3,good,,5,idle,
event_fullfoolday_11_69,130001,event_fullfoolday_11,Speech,dolla,dolla,Locale_SubScenario:event_fullfoolday_11_69,True,,S_30,S_30,1.0,,,,1,idle,,3,good,,5,idle,
event_fullfoolday_11_70,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_70,False,,S_30,S_30,1.0,,,,1,idle,,3,good,,5,idle,
event_fullfoolday_11_71,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_71,True,,L_50,L_50,1.0,,,,1,idle,,3,good,,5,shy,
