id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm
snowfall_speech_npc_day16_03_1,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_1,True,lumi_01,1,idle,WaterFall_d,1,10,1.0,amb_so_waterfall_1,event_bgm_neverland_snowflakes_day
snowfall_speech_npc_day16_03_2,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_2,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_3,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_3,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_4,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_4,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_5,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_5,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_6,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_6,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_7,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_7,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_8,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_8,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_9,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_9,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_10,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_10,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_11,80903,snowfall_speech_npc_day16_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day16_03_11,True,,1,idle,,10,10,1.0,,
snowfall_speech_npc_day16_03_12,80903,snowfall_speech_npc_day16_03,Narration,,,Locale_SubScenario:snowfall_speech_npc_day16_03_12,False,,1,idle,,black,black,1.0,,
