id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target
event_neverland1_02_s_1,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_1,False,mica,3,worry,belorta,5,idle,ToyShop,XS_30,XS_30,1.0,none,,,
event_neverland1_02_s_2,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_2,True,,3,worry,,5,idle,,XS_30,XS_30,1.0,event_bgm_neverland_hugme_day,mica,mica,
event_neverland1_02_s_3,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_3,False,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,
event_neverland1_02_s_4,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_4,False,,3,sad,,5,idle,,XS_30,XS_300,1.0,,mica,mica,
event_neverland1_02_s_5,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_5,True,,3,sad,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_6,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_6,True,,3,sad,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_7,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_7,True,,3,sad,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_8,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_8,False,,3,sad,,5,idle,,XS_300,XS_300,1.0,,,,
event_neverland1_02_s_9,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_9,True,,3,worry,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_10,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_10,True,,3,worry,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_11,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_11,True,,3,worry,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_12,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_12,True,,3,worry,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_13,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_13,True,,3,worry,,5,idle,,XS_300,XS_300,1.0,,mica,mica,
event_neverland1_02_s_14,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_14,False,,3,worry,,5,idle,,XS_300,XS_300,1.0,,,,
event_neverland1_02_s_15,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_15,False,,3,worry,,5,idle,,XS_300,XS_300,1.0,,,,
event_neverland1_02_s_16,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_16,True,,3,sad,,5,idle,,XS_300,XS_30,1.0,,mica,mica,
event_neverland1_02_s_17,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_17,False,,3,sad,,5,idle,,XS_30,XS_30,1.0,,,,
event_neverland1_02_s_18,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_18,True,,3,worry,,5,idle,,XS_30,4,1.0,,belorta,belorta,
event_neverland1_02_s_19,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_19,True,,3,worry,,5,idle,,4,4,1.0,,mica,mica,
event_neverland1_02_s_20,40034,event_neverland1_02_s,Choice,Locale_MainScenario:event_neverland1_02_s_20,False,,3,worry,,5,idle,,4,4,1.0,,,,event_neverland1_02_s_22
event_neverland1_02_s_21,40034,event_neverland1_02_s,Choice,Locale_MainScenario:event_neverland1_02_s_21,False,,3,worry,,5,idle,,4,4,1.0,,,,event_neverland1_02_s_25
event_neverland1_02_s_22,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_22,True,,3,worry,,5,idle,,4,XS_30,1.0,,mica,mica,
event_neverland1_02_s_23,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_23,True,,3,sad,,5,idle,,XS_30,XS_30,1.0,,mica,mica,
event_neverland1_02_s_24,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_24,True,,3,sad,,5,idle,,XS_30,XS_30,1.0,,mica,mica,event_neverland1_02_s_30
event_neverland1_02_s_25,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_25,True,,3,worry,,5,delight,,4,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_26,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_26,True,,3,worry,,5,delight,,XS_50,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_27,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_27,True,,3,worry,,5,idle,,XS_50,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_28,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_28,True,,3,sad,,5,idle,,XS_50,XS_30,1.0,,mica,mica,
event_neverland1_02_s_29,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_29,True,,3,sad,,5,idle,,XS_30,XS_30,1.0,,mica,mica,
event_neverland1_02_s_30,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_30,True,,3,worry,,5,idle,,XS_30,XS_30,1.0,,mica,mica,
event_neverland1_02_s_31,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_31,True,,3,worry,,5,idle,,XS_30,XS_30,1.0,,mica,mica,
event_neverland1_02_s_32,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_32,True,,3,sad,,5,idle,,XS_30,XS_30,1.0,,mica,mica,
event_neverland1_02_s_33,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_33,False,,3,sad,,5,idle,,XS_30,XS_30,1.0,,,,
event_neverland1_02_s_34,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_34,True,,3,sad,,5,idle,,XS_30,3,1.0,,mica,mica,
event_neverland1_02_s_35,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_35,True,,3,worry,,5,idle,,3,3,1.0,,mica,mica,
event_neverland1_02_s_36,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_36,True,,3,worry,,5,idle,,3,3,1.0,,mica,mica,
event_neverland1_02_s_37,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_37,True,,3,worry,,5,idle,,3,4,1.0,,belorta,belorta,
event_neverland1_02_s_38,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_38,True,,3,worry,,5,idle,,4,4,1.0,,mica,mica,
event_neverland1_02_s_39,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_39,True,,3,sad,,5,idle,,4,4,1.0,,mica,mica,
event_neverland1_02_s_40,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_40,True,,3,sad,,5,idle,,4,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_41,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_41,True,,3,sad,,5,idle,,XS_50,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_42,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_42,True,,3,sad,,5,delight,,XS_50,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_43,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_43,True,,3,sad,,5,delight,,3,XS_30,0.5,,mica,mica,
event_neverland1_02_s_44,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_44,True,,3,sad,,5,delight,,XS_30,XS_30,1.0,,mica,mica,
event_neverland1_02_s_45,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_45,True,,3,sad,,5,idle,,XS_30,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_46,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_46,True,,3,sad,,5,idle,,XS_50,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_47,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_47,True,,3,worry,,5,idle,,XS_50,XS_50,1.0,,mica,mica,
event_neverland1_02_s_48,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_48,True,,3,worry,,5,idle,,XS_50,XS_500,1.0,,belorta,belorta,
event_neverland1_02_s_49,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_49,True,,3,worry,,5,idle,,XS_500,XS_500,1.0,,belorta,belorta,
event_neverland1_02_s_50,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_50,True,,3,worry,,5,idle,,XS_500,XS_500,1.0,,belorta,belorta,
event_neverland1_02_s_51,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_51,False,,3,worry,,5,idle,,XS_500,XS_500,1.0,,,,
event_neverland1_02_s_52,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_52,False,,3,worry,,5,idle,,XS_500,XS_500,1.0,,,,
event_neverland1_02_s_53,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_53,True,,3,worry,,5,delight,,XS_500,XS_500,1.0,,belorta,belorta,
event_neverland1_02_s_54,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_54,True,,3,worry,,5,idle,,XS_500,XS_500,1.0,,belorta,belorta,
event_neverland1_02_s_55,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_55,True,,3,worry,,5,idle,,XS_500,XS_50,1.0,,belorta,belorta,
event_neverland1_02_s_56,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_56,False,,3,worry,,5,idle,,XS_50,XS_30,1.0,,mica,mica,
event_neverland1_02_s_57,40034,event_neverland1_02_s,Monologue,Locale_MainScenario:event_neverland1_02_s_57,False,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,
event_neverland1_02_s_58,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_58,False,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,
event_neverland1_02_s_59,40034,event_neverland1_02_s,Self,Locale_MainScenario:event_neverland1_02_s_59,False,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,
event_neverland1_02_s_60,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_60,True,,3,worry,,5,delight,,XS_30,4,1.0,,belorta,belorta,
event_neverland1_02_s_61,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_61,True,,3,sad,,5,delight,,4,4,1.0,,mica,mica,
event_neverland1_02_s_62,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_62,True,,3,sad,,5,idle,,4,4,1.0,,belorta,belorta,
event_neverland1_02_s_63,40034,event_neverland1_02_s,Monologue,Locale_MainScenario:event_neverland1_02_s_63,False,,3,sad,,5,idle,,4,4,1.0,,,,
event_neverland1_02_s_64,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_64,True,,3,sad,,5,idle,,4,4,1.0,,mica,mica,
event_neverland1_02_s_65,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_65,True,,3,sad,,5,idle,,4,4,1.0,,belorta,belorta,
event_neverland1_02_s_66,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_66,True,,3,sad,,5,idle,,4,4,1.0,,belorta,belorta,
event_neverland1_02_s_67,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_67,True,,3,idle,,5,idle,,4,4,1.0,,mica,mica,
event_neverland1_02_s_68,40034,event_neverland1_02_s,Speech,Locale_MainScenario:event_neverland1_02_s_68,True,,3,idle,,5,delight,,4,4,1.0,,belorta,belorta,
