id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_ce004_2_02_e_1,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_1,True,Classroom,1500,150,1.0,bgm_story_fairytalesend_if,,marciana,7,idle,ce004_04,5,think,ein,3,idle,,ce004_02_s,1,idle,,zwei,13,idle,,ce004_01_s,15,angry,,rei,17,angry,,ce004_03_s,19,idle,
event_ce004_2_02_e_2,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_2,True,,150,150,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_3,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_3,True,,50,50,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_4,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_4,True,,150,150,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_5,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_5,True,,150,150,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_6,40056,event_ce004_2_02_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_02_e_6,True,,150,130,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_7,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_7,True,,130,14,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_8,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_8,True,,14,14,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_9,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_9,True,,14,14,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_10,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_10,True,,14,14,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_11,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_11,True,,14,14,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_12,40056,event_ce004_2_02_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_02_e_12,True,,14,14,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_13,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_13,True,,50,50,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,angry,,,17,angry,,,19,idle,
event_ce004_2_02_e_14,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_14,True,,50,50,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_15,40056,event_ce004_2_02_e,Speech,ein,ein,Locale_SubScenario:event_ce004_2_02_e_15,True,,50,30,1.0,,,,7,idle,,5,think,,3,no,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_16,40056,event_ce004_2_02_e,Speech,ein,ein,Locale_SubScenario:event_ce004_2_02_e_16,True,,30,30,1.0,,,,7,idle,,5,think,,3,no,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_17,40056,event_ce004_2_02_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_02_e_17,True,,70,70,1.0,,,,7,idle,,5,think,,3,no,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_18,40056,event_ce004_2_02_e,Speech,ce004_02_s,ce004_02,Locale_SubScenario:event_ce004_2_02_e_18,True,,10,10,1.0,,,,7,idle,,5,think,,3,no,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_19,40056,event_ce004_2_02_e,Speech,ein,ein,Locale_SubScenario:event_ce004_2_02_e_19,False,,10,30,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_20,40056,event_ce004_2_02_e,Speech,ein,ein,Locale_SubScenario:event_ce004_2_02_e_20,True,,30,30,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_21,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_21,True,,XS_170,XS_170,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_22,40056,event_ce004_2_02_e,Speech,ce004_03_s,ce004_03,Locale_SubScenario:event_ce004_2_02_e_22,True,,XS_170,190,0.5,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,surprise,
event_ce004_2_02_e_23,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_23,True,,190,XS_170,0.5,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,surprise,
event_ce004_2_02_e_24,40056,event_ce004_2_02_e,Speech,ce004_03_s,ce004_03,Locale_SubScenario:event_ce004_2_02_e_24,True,,XS_170,190,0.5,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_25,40056,event_ce004_2_02_e,Speech,ce004_03_s,ce004_03,Locale_SubScenario:event_ce004_2_02_e_25,True,,190,190,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,
event_ce004_2_02_e_26,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_26,False,,190,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,idle,
event_ce004_2_02_e_27,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_27,True,,18,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,idle,
event_ce004_2_02_e_28,40056,event_ce004_2_02_e,Speech,ce004_03_s,ce004_03,Locale_SubScenario:event_ce004_2_02_e_28,True,,18,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,delight,
event_ce004_2_02_e_29,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_29,True,,18,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,delight,
event_ce004_2_02_e_30,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_30,True,,18,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,delight,
event_ce004_2_02_e_31,40056,event_ce004_2_02_e,Speech,ce004_03_s,ce004_03,Locale_SubScenario:event_ce004_2_02_e_31,True,,18,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,delight,
event_ce004_2_02_e_32,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_32,True,,18,18,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,delight,
event_ce004_2_02_e_33,40056,event_ce004_2_02_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_02_e_33,True,,70,70,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,delight,
event_ce004_2_02_e_34,40056,event_ce004_2_02_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_02_e_34,True,,70,70,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,delight,
event_ce004_2_02_e_35,40056,event_ce004_2_02_e,Speech,rei,rei,Locale_SubScenario:event_ce004_2_02_e_35,False,,XS_170,XS_170,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,delight,
event_ce004_2_02_e_36,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_36,True,,50,50,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,delight,
event_ce004_2_02_e_37,40056,event_ce004_2_02_e,Speech,ce004_01_s,ce004_01,Locale_SubScenario:event_ce004_2_02_e_37,False,,150,150,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,delight,
event_ce004_2_02_e_38,40056,event_ce004_2_02_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_02_e_38,True,,70,70,1.0,,,,7,idle,,5,think,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,surprise,,,19,delight,
event_ce004_2_02_e_39,40056,event_ce004_2_02_e,Self,marciana,,Locale_SubScenario:event_ce004_2_02_e_39,False,Office,70,70,1.0,,black,,7,idle,,5,idle,,3,idle,ein,,1,idle,ce004_02_s,,13,idle,zwei,,15,idle,ce004_01_s,,17,surprise,rei,,19,delight,ce004_03_s
event_ce004_2_02_e_40,40056,event_ce004_2_02_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_02_e_40,True,,70,70,1.0,,,,7,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_41,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_41,True,,70,50,1.0,,,,7,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_42,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_42,True,,50,50,1.0,,,,7,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_43,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_43,True,,50,50,1.0,,,,7,idle,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_44,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_44,True,,50,500,1.0,,,,7,idle,,5,think,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_45,40056,event_ce004_2_02_e,Self,ce004_04,,Locale_SubScenario:event_ce004_2_02_e_45,False,,500,500,1.0,,,,7,idle,,5,think,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_46,40056,event_ce004_2_02_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_02_e_46,True,,500,500,1.0,,,,7,idle,,5,think,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_02_e_47,40056,event_ce004_2_02_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_02_e_47,True,,500,700,1.0,,,,7,think,,5,think,,,,,,,,,,,,,,,,,,,,,,,,
