id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_boomtheghost1_03_s_1,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_1,False,NikkeCorridor,black,black,1.0,bgm_story_cottoncandy,,,,,,,rapi_ss,3,think,elegg_s,1,idle
event_boomtheghost1_03_s_2,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_2,False,,black,black,1.0,,,,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_3,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_3,True,,3,31,1.5,,rapi_ss,rapi_ss,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_4,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_4,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_5,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_5,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_6,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_6,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_7,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_7,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_8,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_8,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_9,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_9,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,delight,,1,idle
event_boomtheghost1_03_s_10,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_10,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,delight,,1,idle
event_boomtheghost1_03_s_11,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_11,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,delight,,1,think
event_boomtheghost1_03_s_12,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_12,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,delight,,1,think
event_boomtheghost1_03_s_13,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_13,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,think,,1,think
event_boomtheghost1_03_s_14,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_14,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_15,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_15,False,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_16,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_16,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,surprise
event_boomtheghost1_03_s_17,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_17,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_18,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_18,False,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_19,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_19,True,,31,1,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_20,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_20,True,,1,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_21,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_21,False,,S_10,S_10,1.0,,elegg_s,,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_22,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_22,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_23,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_23,False,,S_10,31,1.0,,rapi_ss,rapi_ss,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_24,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_24,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_25,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_25,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_26,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_26,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_27,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_27,True,,black,black,1.0,none,unknown_ghost,unknown_ghost,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_28,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_28,False,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,surprise
event_boomtheghost1_03_s_29,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_29,False,,S_100,300,1.0,,rapi_ss,rapi_ss,,,,,,3,worry,,1,surprise
event_boomtheghost1_03_s_30,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_30,False,,300,300,1.0,,rapi_ss,,,,,,,3,worry,,1,surprise
event_boomtheghost1_03_s_31,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_31,True,,S_100,S_10,0.5,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_32,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_32,True,,S_10,31,1.0,bgm_story_littlehauntedwaltz,rapi_ss,rapi_ss,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_33,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_33,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_34,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_34,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_35,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_35,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_36,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_36,False,,31,31,1.0,,rapi_ss,,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_37,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_37,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_38,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_38,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_39,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_39,True,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_40,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_40,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_41,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_41,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_42,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_42,False,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_43,40084,event_boomtheghost1_03_s,Narration,Locale_MainScenario:event_boomtheghost1_03_s_43,False,TechIndoor,black,black,1.0,,elegg_s,,black,,,,,3,think,,1,idle
event_boomtheghost1_03_s_44,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_44,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_45,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_45,False,,S_10,S_10,1.0,,elegg_s,,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_46,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_46,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_47,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_47,False,,S_10,S_10,1.0,,elegg_s,,,,,,,3,think,,1,surprise
