id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_ludmilla_22_1,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_1,False,ludmilla_w,1,idle,HotSpringInnOut_d,1,1,1.0,amb_so_inn_out_1,event_bgm_neverland_snowflakes_day,,,
snowfall_speech_ludmilla_22_2,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_ludmilla_22_3,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_ludmilla_22_4,80903,snowfall_speech_ludmilla_22,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_ludmilla_22_7,,
snowfall_speech_ludmilla_22_5,80903,snowfall_speech_ludmilla_22,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_ludmilla_22_6,,
snowfall_speech_ludmilla_22_6,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_ludmilla_22_7,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_7,True,,1,think,,1,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_8,80903,snowfall_speech_ludmilla_22,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_8,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_9,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_9,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_10,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_10,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_11,80903,snowfall_speech_ludmilla_22,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_11,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_12,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_12,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_13,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_13,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_14,80903,snowfall_speech_ludmilla_22,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_14,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_15,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_15,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_16,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_16,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_17,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_17,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_18,80903,snowfall_speech_ludmilla_22,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_18,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_19,80903,snowfall_speech_ludmilla_22,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_19,False,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_22_21,,
snowfall_speech_ludmilla_22_20,80903,snowfall_speech_ludmilla_22,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_20,False,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_22_26,,
snowfall_speech_ludmilla_22_21,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_21,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_22,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_22,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_23,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_23,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_24,80903,snowfall_speech_ludmilla_22,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_24,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_22_25,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_25,True,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_22_30,,ludmilla_w
snowfall_speech_ludmilla_22_26,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_26,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_27,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_27,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_28,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_28,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_22_29,80903,snowfall_speech_ludmilla_22,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_29,True,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_22_30,,ludmilla_w
snowfall_speech_ludmilla_22_30,80903,snowfall_speech_ludmilla_22,Narration,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_22_30,False,,1,think,,black,black,1.0,,,,,
