id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_npc_day1_04_1,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_1,True,HotSpringInnIn_s,2,2,1.0,amb_so_inn_in_2,event_bgm_neverland_hugme_sunset,signal,1,idle,delta,3,idle
snowfall_speech_npc_day1_04_2,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_2,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_3,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_3,True,,2,2,1.0,,,,1,shy,,3,idle
snowfall_speech_npc_day1_04_4,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_4,True,,2,2,1.0,,,,1,sad,,3,idle
snowfall_speech_npc_day1_04_5,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_5,True,,2,2,1.0,,,,1,sad,,3,idle
snowfall_speech_npc_day1_04_6,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_6,True,,2,2,1.0,,,,1,sad,,3,idle
snowfall_speech_npc_day1_04_7,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_7,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_8,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_8,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_9,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_9,False,,2,2,1.0,,,,1,idle,,3,surprise
snowfall_speech_npc_day1_04_10,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_10,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_11,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_11,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_12,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_12,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_13,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_13,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_14,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_14,True,,2,2,1.0,,,,1,idle,,3,idle
snowfall_speech_npc_day1_04_15,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_15,True,,2,2,1.0,,,,1,delight,,3,idle
snowfall_speech_npc_day1_04_16,80903,snowfall_speech_npc_day1_04,Speech,signal,signal,Locale_SubScenario:snowfall_speech_npc_day1_04_16,True,,2,2,1.0,,,,1,shy,,3,idle
snowfall_speech_npc_day1_04_17,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_17,False,,2,2,1.0,,,,1,shy,,3,idle
snowfall_speech_npc_day1_04_18,80903,snowfall_speech_npc_day1_04,Speech,delta,delta,Locale_SubScenario:snowfall_speech_npc_day1_04_18,True,,2,2,1.0,,,,1,shy,,3,delight
snowfall_speech_npc_day1_04_19,80903,snowfall_speech_npc_day1_04,Narration,,,Locale_SubScenario:snowfall_speech_npc_day1_04_19,False,,black,black,1.0,,,,1,shy,,3,delight
