id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_wisdomspring_epilogue_1,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_1,True,mana,2,idle,ether,12,idle,Laboratory,1,1,1.0,bgm_collapse
event_wisdomspring_epilogue_2,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_2,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_3,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_3,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_4,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_4,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_5,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_5,True,,2,idle,,12,delight,,1,1,1.0,
event_wisdomspring_epilogue_6,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_6,True,,2,idle,,12,delight,,1,1,1.0,
event_wisdomspring_epilogue_7,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_7,False,,2,idle,,12,delight,,1,1,1.0,
event_wisdomspring_epilogue_8,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_8,True,,2,idle,,12,delight,,1,1,1.0,
event_wisdomspring_epilogue_9,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_9,True,,2,idle,,12,delight,,1,1,1.0,
event_wisdomspring_epilogue_10,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_10,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_11,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_11,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_12,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_12,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_13,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_13,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_14,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_14,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_15,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_15,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_16,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_16,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_17,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_17,True,,2,idle,,12,sad,,1,1,1.0,
event_wisdomspring_epilogue_18,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_18,True,,2,idle,,12,sad,,1,1,1.0,
event_wisdomspring_epilogue_19,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_19,True,,2,idle,,12,sad,,1,1,1.0,
event_wisdomspring_epilogue_20,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_20,True,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_21,40068,event_wisdomspring_epilogue,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_epilogue_21,False,,2,idle,,12,idle,,1,1,1.0,
event_wisdomspring_epilogue_22,40068,event_wisdomspring_epilogue,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_epilogue_22,True,,2,idle,,12,delight,,1,XS_120,1.5,
