id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id
event_juveniledays_05_e_1,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_1,True,ein,2,shy,rupee,14,surprise,ClothingStore,20,20,1.0,bgm_story_leisuretime,,
event_juveniledays_05_e_2,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_2,True,,2,shy,,14,surprise,,20,20,1.0,,,
event_juveniledays_05_e_3,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_3,True,,2,shy,,14,surprise,,L_140,L_140,1.0,,,
event_juveniledays_05_e_4,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_4,True,,2,shy,,14,surprise,,L_140,L_140,1.0,,,
event_juveniledays_05_e_5,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_5,True,,2,shy,,14,surprise,,L_140,L_140,1.0,,,
event_juveniledays_05_e_6,40053,event_juveniledays_05_e,Self,rupee,,Locale_SubScenario:event_juveniledays_05_e_6,False,,2,shy,,14,surprise,,L_140,L_140,1.0,,,
event_juveniledays_05_e_7,40053,event_juveniledays_05_e,Self,rupee,,Locale_SubScenario:event_juveniledays_05_e_7,False,,2,shy,,14,surprise,,L_140,L_140,1.0,,,
event_juveniledays_05_e_8,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_8,True,,2,shy,,14,idle,,L_140,L_140,1.0,,,
event_juveniledays_05_e_9,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_9,True,,2,shy,,12,idle,,L_140,1,1.0,,,
event_juveniledays_05_e_10,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_10,True,,2,shy,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_11,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_11,True,,2,surprise,,12,idle,,1,20,1.0,,,
event_juveniledays_05_e_12,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_12,True,,2,surprise,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_13,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_13,True,,2,surprise,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_14,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_14,True,,2,delight,,12,idle,,20,200,1.0,,,
event_juveniledays_05_e_15,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_15,True,,2,delight,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_16,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_16,True,,2,shy,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_17,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_17,True,,2,shy,,12,idle,,200,1,1.0,,,
event_juveniledays_05_e_18,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_18,True,,2,shy,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_19,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_19,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_20,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_20,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_21,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_21,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_22,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_22,True,,2,surprise,,12,sad,,1,1,1.0,,,
event_juveniledays_05_e_23,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_23,True,,2,surprise,,12,sad,,1,1,1.0,,,
event_juveniledays_05_e_24,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_24,True,,2,idle,,12,sad,,1,1,1.0,,,
event_juveniledays_05_e_25,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_25,True,,2,idle,,12,sad,,1,1,1.0,,,
event_juveniledays_05_e_26,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_26,True,,2,idle,,12,idle,,1,L_120,1.0,,,
event_juveniledays_05_e_27,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_27,True,,2,idle,,12,idle,,L_120,L_120,1.0,,,
event_juveniledays_05_e_28,40053,event_juveniledays_05_e,Narration,rupee,,Locale_SubScenario:event_juveniledays_05_e_28,False,,2,idle,,12,idle,,black,black,1.0,,sfx_scn_scissors,
event_juveniledays_05_e_29,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_29,True,,2,idle,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_30,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_30,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_31,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_31,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_32,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_32,True,,2,surprise,,12,shy,,1,1,1.0,,,
event_juveniledays_05_e_33,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_33,True,,2,surprise,,12,shy,,1,L_120,1.0,,,
event_juveniledays_05_e_34,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_34,True,,2,surprise,,12,shy,,L_120,L_120,1.0,,,
event_juveniledays_05_e_35,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_35,True,,2,surprise,,12,shy,,L_120,L_120,1.0,,,
event_juveniledays_05_e_36,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_36,False,,2,delight,,12,shy,,L_120,20,1.0,,,
event_juveniledays_05_e_37,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_37,True,,2,delight,,12,shy,,20,20,1.0,,,
event_juveniledays_05_e_38,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_38,True,,2,delight,,12,shy,,20,20,1.0,,,
event_juveniledays_05_e_39,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_39,True,,2,delight,,12,shy,,20,20,1.0,,,
event_juveniledays_05_e_40,40053,event_juveniledays_05_e,Narration,ein,,Locale_SubScenario:event_juveniledays_05_e_40,False,,2,delight,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_41,40053,event_juveniledays_05_e,Monologue,ein,,Locale_SubScenario:event_juveniledays_05_e_41,True,,2,delight,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_42,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_42,True,,2,delight,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_43,40053,event_juveniledays_05_e,Self,ein,,Locale_SubScenario:event_juveniledays_05_e_43,False,,2,delight,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_44,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_44,True,,2,delight,,12,idle,,20,200,1.0,,,
event_juveniledays_05_e_45,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_45,True,,2,delight,,12,idle,,200,200,1.0,,,
