id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_claymore_epilogue_1,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_1,True,SchoolCorridor,4,4,1.0,none,clay,5,idle,bay,3,idle
event_claymore_epilogue_2,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_2,True,,4,4,1.0,bgm_story_backtonormal,,5,idle,,3,idle
event_claymore_epilogue_3,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_3,True,,4,4,1.0,,,5,idle,,3,idle
event_claymore_epilogue_4,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_4,True,,4,4,1.0,,,5,idle,,3,idle
event_claymore_epilogue_5,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_5,True,,4,4,1.0,,,5,idle,,3,surprise
event_claymore_epilogue_6,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_6,True,,4,4,1.0,,,5,idle,,3,surprise
event_claymore_epilogue_7,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_7,True,,4,4,1.0,none,,5,idle,,3,surprise
event_claymore_epilogue_8,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_8,True,,4,4,1.0,bgm_story_inwonderland,,5,no,,3,surprise
event_claymore_epilogue_9,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_9,True,,4,4,1.0,,,5,no,,3,surprise
event_claymore_epilogue_10,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_10,True,,4,4,1.0,,,5,no,,3,surprise
event_claymore_epilogue_11,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_11,True,,4,50,1.0,,,5,no,,3,surprise
event_claymore_epilogue_12,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_12,True,,50,50,1.0,,,5,no,,3,surprise
event_claymore_epilogue_13,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_13,True,,50,50,1.0,,,5,sad,,3,surprise
event_claymore_epilogue_14,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_14,True,,30,30,1.0,,,5,sad,,3,surprise
