id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_ce003_2_03_e_1,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_1,False,BuildingLobby,black,black,1.0,bgm_story_inwonderland,,,,,,clara,3,idle,,ce_003_03,1,idle,,ce_003_02,13,idle,,ce_003_01,15,idle,,,,,
event_ce003_2_03_e_2,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_2,False,,black,black,1.0,,,,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_ce003_2_03_e_3,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_3,True,,XS_30,XS_30,1.0,,clara,clara,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_ce003_2_03_e_4,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_4,True,,130,130,1.0,,ce_003_02,ce_003_02,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_ce003_2_03_e_5,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_5,True,,130,130,1.0,,ce_003_02,ce_003_02,,,,,3,idle,,,1,idle,,,13,delight,,,15,idle,,,,,
event_ce003_2_03_e_6,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_6,True,,XS_30,XS_30,1.0,,clara,clara,,,,,3,idle,,,1,idle,,,13,delight,,,15,idle,,epicurean,7,idle,
event_ce003_2_03_e_7,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_7,True,,L_70,L_70,1.0,none,epicurean,epicurean,sfx_scn_mic,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_8,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_8,True,,XS_30,XS_30,1.0,,clara,clara,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_9,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_9,True,,L_70,L_70,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_10,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_10,True,,L_70,L_70,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_11,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_11,True,,L_70,7,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_12,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_12,True,,7,7,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_13,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_13,True,,7,7,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_14,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_14,True,,7,7,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_15,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_15,True,,7,7,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_16,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_16,True,,7,L_70,1.0,,epicurean,epicurean,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_17,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_17,True,,130,130,1.0,bgm_story_inwonderland,ce_003_02,ce_003_02,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_18,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_18,True,,130,10,1.0,,ce_003_03,ce_003_03,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_19,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_19,True,,10,31,1.0,,clara,clara,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_20,40042,event_ce003_2_03_e,Self,Locale_SubScenario:event_ce003_2_03_e_20,False,,31,31,1.0,,clara,,,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_21,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_21,True,,31,31,1.0,,ce_003_03,ce_003_03,,,,,3,idle,,,1,smile,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_22,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_22,False,,31,31,1.0,,ce_003_03,,,,,,3,idle,,,1,smile,,,13,idle,,,15,idle,,,7,idle,
event_ce003_2_03_e_23,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_23,False,Restaurant,black,black,1.0,event_bgm_ce003_minigame,ce_003_03,,,,,,3,idle,clara,,1,idle,,,13,idle,ce_003_02,,15,idle,ce_003_01,,7,idle,
event_ce003_2_03_e_24,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_24,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_25,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_25,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_26,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_26,True,,L_70,L_70,1.0,,epicurean,epicurean,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_27,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_27,False,,L_70,L_70,1.0,,epicurean,,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_28,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_28,False,,L_70,L_70,1.0,,epicurean,,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_29,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_29,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_30,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_30,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_31,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_31,False,,10,1,1.0,,ce_003_03,,sfx_scn_cookknife,,,,,,,,1,idle,,,,,,,,,,,7,idle,
event_ce003_2_03_e_32,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_32,False,,1,1,1.0,,ce_003_03,,sfx_scn_peeling,,,,,,,,1,idle,,,,,,,,,,,7,idle,epicurean
event_ce003_2_03_e_33,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_33,False,,1,1,1.0,,ce_003_03,,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_34,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_34,True,,1,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,no,,,,,,,,,,,,,
event_ce003_2_03_e_35,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_35,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_36,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_36,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_37,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_37,False,,10,10,1.0,,ce_003_03,,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_38,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_38,False,,10,10,1.0,,ce_003_03,,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_39,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_39,True,,10,1,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,smile,,,,,,,,,,,,,
event_ce003_2_03_e_40,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_40,True,,1,1,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_41,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_41,True,,1,1,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_42,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_42,True,,1,1,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_43,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_43,True,,1,1,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_44,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_44,True,,1,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,no,,,,,,,,,,,,,
event_ce003_2_03_e_45,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_45,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,no,,,,,,,,,,,,,
event_ce003_2_03_e_46,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_46,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,no,,,,,,,,,,,,,
event_ce003_2_03_e_47,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_47,False,,black,black,1.0,none,ce_003_03,,,,,,,,,ce_003_01,1,no,ce_003_03,ce_003_02,13,idle,,ce_003_01,15,idle,,,,,
event_ce003_2_03_e_48,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_48,True,,130,130,1.0,,ce_003_02,ce_003_02,,Grey,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
event_ce003_2_03_e_49,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_49,True,,130,130,1.0,,ce_003_02,ce_003_02,,Grey,,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
event_ce003_2_03_e_50,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_50,True,,black,black,1.0,,ce_003_03,ce_003_03,,,,,,,,ce_003_03,1,no,ce_003_01,,13,idle,ce_003_02,,15,idle,ce_003_01,,,,
event_ce003_2_03_e_51,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_51,True,,10,10,1.0,event_bgm_ce003_minigame,ce_003_03,ce_003_03,,,,,,,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_52,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_52,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,smile,,,,,,,,,,,,,
event_ce003_2_03_e_53,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_53,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,smile,,,,,,,,,,,,,
event_ce003_2_03_e_54,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_54,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,smile,,,,,,,,,,,,,
event_ce003_2_03_e_55,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_55,True,,10,1,1.0,,ce_003_03,ce_003_03,,,,,,,,,1,smile,,,,,,,,,,,,,
event_ce003_2_03_e_56,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_56,False,,black,black,1.0,,ce_003_03,,sfx_scn_countdownbeep,,black,epicurean,7,idle,,,1,idle,,,,,,,,,,,,,
