id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/8/hide_char_id,characters/9/hide_char_id,characters/4/hide_char_id
event_boomtheghost2_02_s_1,40085,event_boomtheghost2_02_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_02_s_1,True,alfred,1,idle,elegg_s,13,no,pepper_s,15,angry,rapi_ss,3,delight,Deck_d,XS_1500,XS_1500,1.0,bgm_story_whatsthat,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_2,40085,event_boomtheghost2_02_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_02_s_2,True,,1,idle,,13,no,,15,angry,,3,delight,,XS_1500,XS_1500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_3,40085,event_boomtheghost2_02_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_02_s_3,True,,1,idle,,13,no,,15,angry,,3,delight,,XS_1500,XS_150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_4,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_4,True,,1,idle,,13,no,,15,angry,,3,delight,,XS_150,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_5,40085,event_boomtheghost2_02_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_02_s_5,True,,1,idle,,13,no,,15,angry,,3,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_6,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_6,True,,1,idle,,13,no,,15,angry,,3,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_7,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_7,True,,1,idle,,13,think,,15,angry,,3,delight,,1315,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_8,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_8,True,,1,idle,,13,think,,15,angry,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_9,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_9,True,,1,idle,,13,think,,15,angry,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_10,40085,event_boomtheghost2_02_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_02_s_10,False,,1,idle,,13,think,,15,angry,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_11,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_11,True,,1,idle,,13,think,,15,idle,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_12,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_12,True,,1,idle,,13,think,,15,idle,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_13,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_13,True,,1,idle,,13,think,,15,idle,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_14,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_14,True,,1,idle,,13,think,,15,idle,,3,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_15,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_15,True,,1,idle,,13,think,,15,idle,,3,think,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_16,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_16,True,,1,idle,,13,think,,15,idle,,3,think,,113,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_17,40085,event_boomtheghost2_02_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_17,False,,1,idle,,13,think,,15,idle,,3,think,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_18,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_18,False,,1,idle,,13,think,,15,idle,,3,think,,31,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_19,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_19,True,,1,idle,,13,think,,15,idle,,3,think,,1,1,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_20,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_20,False,,1,idle,,13,think,,15,idle,,3,think,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_21,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_21,True,,1,idle,,13,surprise,,15,idle,,3,think,,1,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_22,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_22,True,,1,idle,,13,surprise,,15,idle,,3,think,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_23,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_23,True,,1,idle,,13,surprise,,15,idle,,3,think,,113,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_24,40085,event_boomtheghost2_02_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_s_24,True,,1,idle,,13,surprise,,15,idle,,3,think,,1,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_25,40085,event_boomtheghost2_02_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_02_s_25,False,,1,idle,,13,surprise,,15,idle,,3,think,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_26,40085,event_boomtheghost2_02_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_02_s_26,False,,1,idle,,13,surprise,,15,idle,,3,think,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_27,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_27,True,,1,idle,,13,surprise,,15,idle,,3,delight,,S_10,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_28,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_28,True,,1,idle,,13,surprise,,15,idle,,3,delight,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_29,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_29,True,,1,idle,,13,surprise,,15,idle,,3,delight,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_30,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_30,True,,1,idle,,13,surprise,,15,idle,,3,good,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_31,40085,event_boomtheghost2_02_s,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_31,False,,1,idle,,13,surprise,,3,idle,,15,good,Kitchen,black,black,1.0,,alfred,pepper_s,black,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_32,40085,event_boomtheghost2_02_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_32,False,,,,,13,idle,,,,,15,delight,,1500,1500,1.0,bgm_story_littlehauntedwaltz,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_33,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_33,True,,,,,13,idle,,,,,15,think,,1500,1500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_34,40085,event_boomtheghost2_02_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_34,False,,,,,13,idle,,,,,15,think,,1500,1500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
