id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id
event_redash1_04_s_1,40031,event_redash1_04_s,Narration,Locale_MainScenario:event_redash1_04_s_1,False,commander,1,no,liliweiss,13,think,GoodOffice,black,black,1.0,event_bgm_redash_ashsmoke,,,,,,,,,,,,
event_redash1_04_s_2,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_2,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_3,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_3,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_4,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_4,True,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_5,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_5,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_6,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_6,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_7,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_7,False,,1,no,,13,think,,113,1,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_8,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_8,True,,1,no,,13,think,,1,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_9,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_9,True,,1,no,,13,think,,L_10,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_10,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_10,False,,1,no,,13,think,,L_10,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_11,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_11,True,,1,no,,13,think,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_12,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_12,True,,1,no,,13,think,,130,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_13,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_13,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_14,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_14,True,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_15,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_15,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_16,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_16,False,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_17,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_17,True,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_18,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_18,True,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_19,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_19,True,,1,no,,13,angry,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_20,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_20,True,,1,no,,13,angry,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_21,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_21,True,,1,no,,13,angry,,113,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_22,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_22,True,,1,no,,13,angry,,L_10,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_23,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_23,True,,1,no,,13,think,,L_10,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_24,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_24,True,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_25,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_25,True,,1,no,,13,think,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_26,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_26,True,,1,no,,13,think,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_27,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_27,False,,1,no,,13,think,,113,1,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_28,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_28,True,,1,no,,13,think,,1,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_29,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_29,True,,1,no,,13,think,,L_10,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_30,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_30,True,,1,no,,13,think,,L_10,L_10,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_31,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_31,False,,1,no,,13,think,,L_10,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_32,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_32,True,,1,no,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_33,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_33,True,,1,no,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_34,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_34,True,,1,idle,,13,idle,,130,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_35,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_35,True,,1,idle,,13,no,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_36,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_36,True,,1,idle,,13,no,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
