id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_npc_day2_07_1,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_1,True,WaterFall_n,2,2,1.0,amb_so_waterfall_3,event_bgm_neverland_snowflakes_night,eunhwa,3,idle,vesti,1,idle
snowfall_speech_npc_day2_07_2,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_2,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_3,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_3,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_4,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_4,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_5,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_5,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_6,80903,snowfall_speech_npc_day2_07,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day2_07_6,False,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_7,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_7,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_8,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_8,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day2_07_9,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_9,True,,2,2,1.0,,,,3,idle,,1,sad
snowfall_speech_npc_day2_07_10,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_10,True,,2,2,1.0,,,,3,idle,,1,sad
snowfall_speech_npc_day2_07_11,80903,snowfall_speech_npc_day2_07,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day2_07_11,True,,2,2,1.0,,,,3,angry,,1,sad
snowfall_speech_npc_day2_07_12,80903,snowfall_speech_npc_day2_07,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day2_07_12,True,,2,2,1.0,,,,3,angry,,1,sad
snowfall_speech_npc_day2_07_13,80903,snowfall_speech_npc_day2_07,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day2_07_13,True,,2,2,1.0,,,,3,angry,,1,shy
snowfall_speech_npc_day2_07_14,80903,snowfall_speech_npc_day2_07,Narration,,,Locale_SubScenario:snowfall_speech_npc_day2_07_14,False,,black,black,1.0,,,,3,angry,,1,shy
