id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade,play_sound,characters/1/hide_char_id,set_filter_01
event_goldencoinrush1_04_e_1,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_1,False,CoinRushMainHall,6,3,1.0,none,,,,,,,,,,,,,,,,
event_goldencoinrush1_04_e_2,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_2,False,,3,3,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush1_04_e_3,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_3,True,,3,S_30,1.0,bgm_story_girlstalk,soda_b,soda_b,soda_b,3,worry,alice_b,1,worry,,,,,,,,
event_goldencoinrush1_04_e_4,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_4,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,worry,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_5,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_5,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,worry,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_6,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_6,True,,S_30,XS_10,1.0,,alice_b,alice_b,,3,worry,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_7,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_7,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,worry,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_8,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_8,False,,XS_10,XS_10,1.0,,alice_b,,,3,worry,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_9,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_9,False,,XS_10,XS_10,1.0,,alice_b,,,3,worry,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_10,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_10,True,,XS_10,1,1.0,,alice_b,alice_b,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_11,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_11,True,,1,3,1.0,,soda_b,soda_b,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_12,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_12,True,,3,3,1.0,,soda_b,soda_b,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_13,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_13,True,,3,3,1.0,,soda_b,soda_b,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_14,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_14,False,,3,3,1.0,,soda_b,,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_15,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_15,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,rupee_b,13,idle,,,,,
event_goldencoinrush1_04_e_16,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_16,True,,L_130,12,1.0,,alice_b,alice_b,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_17,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_17,True,,12,12,1.0,,alice_b,alice_b,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_18,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_18,True,,12,12,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_19,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_19,True,,12,13,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_20,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_20,True,,13,13,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_21,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_21,False,,13,13,1.0,,rupee_b,,,3,worry,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_22,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_22,True,,13,13,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_23,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_23,True,,13,13,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_24,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_24,True,,13,13,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_25,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_25,True,,13,13,1.0,,rupee_b,rupee_b,,3,worry,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_26,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_26,False,,13,13,1.0,,rupee_b,,,3,worry,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_27,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_27,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,surprise,,1,delight,,13,sad,,,,,
event_goldencoinrush1_04_e_28,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_28,True,,13,L_130,1.0,none,rupee_b,rupee_b,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_29,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_29,True,,L_130,L_130,1.0,bgm_story_shopperholic,rupee_b,rupee_b,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_30,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_30,False,,L_130,L_130,1.0,,rupee_b,,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_31,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_31,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_32,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_32,False,,L_130,L_130,1.0,,rupee_b,,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_33,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_33,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_34,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_34,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_35,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_35,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,surprise,,1,delight,,13,special,,,,,
event_goldencoinrush1_04_e_36,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_36,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,surprise,,1,delight,,13,special,,,,,
event_goldencoinrush1_04_e_37,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_37,True,,2,2,1.0,,soda_b,soda_b,,3,worry,,1,delight,,13,special,,,,,
event_goldencoinrush1_04_e_38,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_38,True,,2,2,1.0,,alice_b,alice_b,,3,worry,,1,idle,,13,special,,,,,
event_goldencoinrush1_04_e_39,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_39,True,,2,12,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_40,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_40,True,,12,12,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_41,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_41,True,,12,12,1.0,,alice_b,alice_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_42,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_42,True,,12,12,1.0,,alice_b,alice_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_43,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_43,True,,12,L_130,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_44,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_44,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_45,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_45,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_46,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_46,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_47,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_47,True,,L_130,L_130,1.0,,rupee_b,rupee_b,,3,worry,,1,idle,,13,idle,,,,,
event_goldencoinrush1_04_e_48,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_48,True,,L_130,XS_10,1.0,,alice_b,alice_b,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_49,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_49,False,,XS_10,S_30,1.0,,alice_b,,,3,worry,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_50,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_50,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,surprise,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_51,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_51,True,,S_30,3,1.0,,soda_b,soda_b,,3,serious,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_52,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_52,False,,3,3,1.0,,soda_b,,,3,serious,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_53,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_53,False,,3,3,1.0,,soda_b,,,3,serious,,1,delight,,13,idle,,,,,
event_goldencoinrush1_04_e_54,40048,event_goldencoinrush1_04_e,Narration,Locale_MainScenario:event_goldencoinrush1_04_e_54,False,,black,black,1.0,none,soda_b,,,3,serious,,1,delight,,13,idle,rupee_b,,,,
event_goldencoinrush1_04_e_55,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_55,True,,2,2,1.0,bgm_story_orangepop,alice_b,alice_b,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_56,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_56,True,,2,2,1.0,,alice_b,alice_b,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_57,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_57,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_58,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_58,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_59,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_59,False,,2,2,1.0,,soda_b,,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_60,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_60,False,,2,2,1.0,,soda_b,,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_61,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_61,True,Corridor,S_30,S_30,1.0,,soda_b,soda_b,,3,void,,1,delight,,,,,black,,,
event_goldencoinrush1_04_e_62,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_62,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,idle,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_63,40048,event_goldencoinrush1_04_e,Narration,Locale_MainScenario:event_goldencoinrush1_04_e_63,False,,S_30,S_30,1.0,,soda_b,,,3,idle,,1,delight,,,,,,sfx_scn_doorlock,,
event_goldencoinrush1_04_e_64,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_64,True,Hotel_n,S_30,2,1.0,,soda_b,soda_b,,3,delight,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_65,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_65,True,,2,2,1.0,,alice_b,alice_b,,3,delight,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_66,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_66,True,,2,2,1.0,,alice_b,alice_b,,3,delight,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_67,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_67,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_68,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_68,True,,2,S_30,1.0,,soda_b,soda_b,,3,void,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_69,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_69,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,think,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_70,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_70,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,surprise,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_71,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_71,False,,S_30,S_30,1.0,,soda_b,,,3,surprise,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_72,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_72,False,,S_30,7,1.0,,soda_b,,,3,surprise,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_73,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_73,False,,7,7,1.0,,soda_b,,,3,surprise,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_74,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_74,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,surprise,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_75,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_75,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,surprise,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_76,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_76,True,,XS_10,S_30,1.0,,soda_b,soda_b,,3,surprise,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_77,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_77,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,shy,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_78,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_78,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,shy,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_79,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_79,False,,S_30,S_30,1.0,,soda_b,,,3,shy,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_80,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_80,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,serious,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_81,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_81,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,serious,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_82,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_82,True,,S_30,XS_10,1.0,,alice_b,alice_b,,3,serious,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_83,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_83,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,serious,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_84,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_84,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,serious,,1,worry,,,,,,,,
event_goldencoinrush1_04_e_85,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_85,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,serious,,1,angry,,,,,,,,
event_goldencoinrush1_04_e_86,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_86,True,,XS_10,1,1.0,,alice_b,alice_b,,3,serious,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_87,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_87,True,,1,1,1.0,,alice_b,alice_b,,3,serious,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_88,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_88,True,,1,2,1.0,,soda_b,soda_b,,3,surprise,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_89,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_89,True,,2,2,1.0,,soda_b,soda_b,,3,surprise,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_90,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_90,True,,2,2,1.0,,alice_b,alice_b,,3,surprise,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_91,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_91,False,,2,2,1.0,,alice_b,,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_92,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_92,False,,2,2,1.0,,alice_b,,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_93,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_93,False,,2,2,1.0,,alice_b,,,3,worry,,1,idle,,,,,,,,
event_goldencoinrush1_04_e_94,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_94,True,,2,XS_10,1.0,,alice_b,alice_b,,3,void,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_95,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_95,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,void,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_96,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_96,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,3,void,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_97,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_97,True,,XS_10,S_30,1.0,,soda_b,soda_b,,3,delight,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_98,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_98,False,,S_30,3,1.0,,soda_b,,,3,delight,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_99,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_99,False,,3,3,1.0,,soda_b,,,3,delight,,1,delight,,,,,,,,
event_goldencoinrush1_04_e_100,40048,event_goldencoinrush1_04_e,Self,Locale_MainScenario:event_goldencoinrush1_04_e_100,False,,black,black,1.0,,soda_b,,,3,sad,,1,delight,,,,,,,alice_b,
event_goldencoinrush1_04_e_101,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_101,False,,black,black,1.0,,soda_b,,,3,sad,,,,,,,,,,,
event_goldencoinrush1_04_e_102,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_102,False,,black,black,1.0,,soda_b,,,3,sad,,,,,,,,,,,
event_goldencoinrush1_04_e_103,40048,event_goldencoinrush1_04_e,Monologue,Locale_MainScenario:event_goldencoinrush1_04_e_103,False,,black,black,1.0,,soda_b,,,3,sad,,,,,,,,,,,
event_goldencoinrush1_04_e_104,40048,event_goldencoinrush1_04_e,Speech,Locale_MainScenario:event_goldencoinrush1_04_e_104,True,,S_300,S_300,1.0,none,soda_b,soda_b,,3,sad,,,,,,,,,,,Vignetting
