id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_trueflavor_02_s_1,40074,event_trueflavor_02_s,Narration,bready,Locale_SubScenario:event_trueflavor_02_s_1,False,CommanderRoom,black,black,1.0,bgm_story_backtonormal,,,,bready,1,shy,
event_trueflavor_02_s_2,40074,event_trueflavor_02_s,Narration,bready,Locale_SubScenario:event_trueflavor_02_s_2,False,,S_100,S_100,1.0,,,,,,1,shy,
event_trueflavor_02_s_3,40074,event_trueflavor_02_s,Narration,bready,Locale_SubScenario:event_trueflavor_02_s_3,False,,S_100,S_100,1.0,,,,,,1,shy,
event_trueflavor_02_s_4,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_4,True,,S_100,S_10,1.3,,bready,,,,1,shy,
event_trueflavor_02_s_5,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_5,True,,S_10,S_10,1.0,,bready,,,,1,shy,
event_trueflavor_02_s_6,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_6,False,,S_10,S_10,1.0,,,,,,1,shy,
event_trueflavor_02_s_7,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_7,True,,S_10,S_10,1.0,,bready,,,,1,delight,
event_trueflavor_02_s_8,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_8,True,,S_10,S_10,1.0,,bready,,,,1,delight,
event_trueflavor_02_s_9,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_9,True,,S_10,S_10,1.0,,bready,,,,1,delight,
event_trueflavor_02_s_10,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_10,False,,S_10,S_10,1.0,,,,,,1,delight,
event_trueflavor_02_s_11,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_11,True,,S_10,S_10,1.0,,bready,,,,1,delight,
event_trueflavor_02_s_12,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_12,False,,S_10,S_10,1.0,,,,,,1,delight,
event_trueflavor_02_s_13,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_13,True,,S_10,S_10,1.0,,bready,,,,1,idle,
event_trueflavor_02_s_14,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_14,True,,S_10,S_10,1.0,,bready,,,,1,idle,
event_trueflavor_02_s_15,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_15,False,,S_10,S_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_16,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_16,True,,S_10,S_10,1.0,,bready,,,,1,no,
event_trueflavor_02_s_17,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_17,True,,S_10,S_10,1.3,,bready,,,,1,no,
event_trueflavor_02_s_18,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_18,True,,S_10,S_10,1.0,,bready,,,,1,no,
event_trueflavor_02_s_19,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_19,False,,S_10,S_10,1.0,,,,,,1,no,
event_trueflavor_02_s_20,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_20,True,,S_10,S_10,1.0,,bready,,,,1,no,
event_trueflavor_02_s_21,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_21,True,,S_10,S_10,1.0,,bready,,,,1,no,
event_trueflavor_02_s_22,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_22,False,,S_10,S_10,1.0,,,,,,1,no,
event_trueflavor_02_s_23,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_23,False,,S_10,S_10,1.0,,bready,,,,1,no,
event_trueflavor_02_s_24,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_24,True,,S_10,S_10,1.0,,bready,,,,1,delight,
event_trueflavor_02_s_25,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_25,False,,S_10,S_10,1.0,,,,,,1,delight,
event_trueflavor_02_s_26,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_26,True,,S_10,S_100,1.3,,bready,,,,1,shy,
event_trueflavor_02_s_27,40074,event_trueflavor_02_s,Narration,bready,Locale_SubScenario:event_trueflavor_02_s_27,False,,black,black,1.0,,,,,,1,shy,
event_trueflavor_02_s_28,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_28,True,,S_100,S_100,1.0,,bready,,,,1,shy,
event_trueflavor_02_s_29,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_29,True,,S_100,S_100,1.0,,bready,,,,1,shy,
event_trueflavor_02_s_30,40074,event_trueflavor_02_s,Speech,bready,Locale_SubScenario:event_trueflavor_02_s_30,True,,S_100,S_100,1.0,,bready,,,,1,shy,
event_trueflavor_02_s_31,40074,event_trueflavor_02_s,Self,bready,Locale_SubScenario:event_trueflavor_02_s_31,False,,S_100,S_100,1.0,,,,,,1,shy,
event_trueflavor_02_s_32,40074,event_trueflavor_02_s,Monologue,bready,Locale_SubScenario:event_trueflavor_02_s_32,False,,S_100,S_10,1.3,,,,,,1,shy,
event_trueflavor_02_s_33,40074,event_trueflavor_02_s,Monologue,bready,Locale_SubScenario:event_trueflavor_02_s_33,False,,S_10,S_10,1.0,,,,,,1,shy,
event_trueflavor_02_s_34,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_34,False,Kitchen,XS_100,XS_100,1.0,none,crust,black,,crust,1,think,bready
event_trueflavor_02_s_35,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_35,False,,XS_100,XS_100,1.0,,,,,,1,think,
event_trueflavor_02_s_36,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_36,True,,XS_100,XS_10,1.3,,crust,,,,1,sad,
event_trueflavor_02_s_37,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_37,True,,XS_10,XS_10,1.0,,crust,,,,1,sad,
event_trueflavor_02_s_38,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_38,False,,XS_10,XS_10,1.0,,,,,,1,sad,
event_trueflavor_02_s_39,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_39,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_40,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_40,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_41,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_41,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_42,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_42,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_43,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_43,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_44,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_44,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_45,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_45,True,,XS_10,XS_10,1.0,bgm_story_luckybreak,crust,,,,1,idle,
event_trueflavor_02_s_46,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_46,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_47,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_47,True,,XS_10,1,1.5,,crust,,,,1,idle,
event_trueflavor_02_s_48,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_48,True,,1,1,1.0,,crust,,,,1,delight,
event_trueflavor_02_s_49,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_49,True,,1,1,1.0,,crust,,,,1,delight,
event_trueflavor_02_s_50,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_50,True,,1,1,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_51,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_51,True,,1,1,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_52,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_52,False,,1,1,1.0,,,,,,1,idle,
event_trueflavor_02_s_53,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_53,False,,1,1,1.0,,,,,,1,idle,
event_trueflavor_02_s_54,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_54,True,,1,XS_10,1.3,,crust,,,,1,idle,
event_trueflavor_02_s_55,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_55,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_56,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_56,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_57,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_57,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_58,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_58,True,,XS_10,XS_10,1.0,,crust,,,,1,delight,
event_trueflavor_02_s_59,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_59,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_60,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_60,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_61,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_61,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_62,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_62,True,,XS_10,XS_100,1.3,,crust,,,,1,delight,
event_trueflavor_02_s_63,40074,event_trueflavor_02_s,Narration,crust,Locale_SubScenario:event_trueflavor_02_s_63,False,,black,black,1.0,,,black,sfx_scn_cookknife,,1,idle,
event_trueflavor_02_s_64,40074,event_trueflavor_02_s,Narration,crust,Locale_SubScenario:event_trueflavor_02_s_64,False,,black,black,1.0,,,,sfx_scn_cook,,1,idle,
event_trueflavor_02_s_65,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_65,False,,1,1,1.0,,,,,,1,idle,
event_trueflavor_02_s_66,40074,event_trueflavor_02_s,Narration,crust,Locale_SubScenario:event_trueflavor_02_s_66,False,,1,1,1.0,,,,sfx_scn_soup,,1,idle,
event_trueflavor_02_s_67,40074,event_trueflavor_02_s,Narration,crust,Locale_SubScenario:event_trueflavor_02_s_67,False,,1,1,1.0,,,,sfx_scn_foodonfire,,1,idle,
event_trueflavor_02_s_68,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_68,False,,1,1,1.0,,,,,,1,idle,
event_trueflavor_02_s_69,40074,event_trueflavor_02_s,Narration,crust,Locale_SubScenario:event_trueflavor_02_s_69,False,,1,XS_10,1.3,,,,sfx_scn_cookingsoup,,1,idle,
event_trueflavor_02_s_70,40074,event_trueflavor_02_s,Narration,crust,Locale_SubScenario:event_trueflavor_02_s_70,False,,XS_10,XS_10,1.0,,,,sfx_scn_dishdebris,,1,idle,
event_trueflavor_02_s_71,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_71,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_72,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_72,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_trueflavor_02_s_73,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_73,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_74,40074,event_trueflavor_02_s,Speech,crust,Locale_SubScenario:event_trueflavor_02_s_74,True,,XS_10,XS_10,1.0,,crust,,,,1,idle,
event_trueflavor_02_s_75,40074,event_trueflavor_02_s,Self,crust,Locale_SubScenario:event_trueflavor_02_s_75,False,,XS_10,XS_10,1.0,,,,,,1,idle,
