id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
event_juveniledays_01_s_1,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_1,True,marciana,12,idle,ein,2,idle,Office,1,1,1.0,bgm_story_backtonormal,
event_juveniledays_01_s_2,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_2,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_3,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_3,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_4,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_4,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_5,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_5,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_6,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_6,True,,12,surprise,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_7,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_7,True,,12,surprise,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_8,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_8,True,,12,surprise,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_9,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_9,True,,12,surprise,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_10,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_10,True,,12,think,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_11,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_11,True,,12,think,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_12,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_12,True,,12,think,,2,idle,,1,20,1.0,,
event_juveniledays_01_s_13,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_13,True,,12,think,,2,no,,20,20,1.0,,
event_juveniledays_01_s_14,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_14,True,,12,think,,2,no,,20,20,1.0,,
event_juveniledays_01_s_15,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_15,True,,12,think,,2,no,,20,20,1.0,,
event_juveniledays_01_s_16,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_16,True,,12,think,,2,idle,,20,20,1.0,,
event_juveniledays_01_s_17,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_17,True,,12,idle,,2,idle,,20,1,1.0,,
event_juveniledays_01_s_18,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_18,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_19,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_19,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_20,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_20,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_21,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_21,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_22,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_22,True,,12,think,,2,idle,,1,120,1.0,,
event_juveniledays_01_s_23,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_23,True,,12,idle,,2,idle,,120,120,1.0,,
event_juveniledays_01_s_24,40053,event_juveniledays_01_s,Monologue,marciana,,Locale_SubScenario:event_juveniledays_01_s_24,False,,12,idle,,2,idle,,120,120,1.0,,
event_juveniledays_01_s_25,40053,event_juveniledays_01_s,Monologue,marciana,,Locale_SubScenario:event_juveniledays_01_s_25,False,,12,idle,,2,idle,,120,120,1.0,,
event_juveniledays_01_s_26,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_26,True,,12,idle,,2,idle,,120,120,1.0,,
event_juveniledays_01_s_27,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_27,True,,12,idle,,2,idle,,120,1,1.0,,
event_juveniledays_01_s_28,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_28,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_29,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_29,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_30,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_30,True,,12,idle,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_31,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_31,True,,12,idle,,2,delight,,1,1,1.0,,
event_juveniledays_01_s_32,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_32,True,,12,idle,,2,delight,,1,1,1.0,,
event_juveniledays_01_s_33,40053,event_juveniledays_01_s,Monologue,marciana,,Locale_SubScenario:event_juveniledays_01_s_33,False,,12,idle,,2,delight,,1,1,1.0,,
event_juveniledays_01_s_34,40053,event_juveniledays_01_s,Monologue,marciana,,Locale_SubScenario:event_juveniledays_01_s_34,False,,12,idle,,2,delight,,1,1,1.0,,
event_juveniledays_01_s_35,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_35,True,,12,idle,,2,idle,,1,120,1.0,,
event_juveniledays_01_s_36,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_36,True,,12,idle,,2,idle,,120,120,1.0,,
event_juveniledays_01_s_37,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_37,True,,12,idle,,2,idle,,120,120,1.0,,
event_juveniledays_01_s_38,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_38,True,,12,idle,,2,no,,20,20,1.0,,
event_juveniledays_01_s_39,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_39,True,,12,delight,,2,no,,20,1,1.0,,
event_juveniledays_01_s_40,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_40,True,,12,delight,,2,no,,1,1,1.0,,
event_juveniledays_01_s_41,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_41,True,,12,delight,,2,no,,1,1,1.0,,
event_juveniledays_01_s_42,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_42,True,,12,delight,,2,surprise,,1,20,1.0,,
event_juveniledays_01_s_43,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_43,True,,12,delight,,2,surprise,,20,20,1.0,,
event_juveniledays_01_s_44,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_44,True,,12,delight,,2,surprise,,20,120,1.0,,
event_juveniledays_01_s_45,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_45,True,,12,delight,,2,surprise,,120,120,1.0,,
event_juveniledays_01_s_46,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_46,True,,12,delight,,2,surprise,,120,120,1.0,,
event_juveniledays_01_s_47,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_47,True,,12,delight,,2,surprise,,120,120,1.0,,
event_juveniledays_01_s_48,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_48,True,,12,delight,,2,idle,,120,1,1.0,,
