id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_nonsensered_2_1,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_1,True,BattleShipBridge,10,10,1.0,event_bgm_redash_alldownhill,,snowwhite_o,7,idle,,liliweiss,5,idle,,dorothy,3,idle,,redhood,1,surprise,hongryeon_o,13,idle,,rapunzel_o,15,idle
event_nonsensered_2_2,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_2,True,,10,10,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,surprise,,13,idle,,,15,idle
event_nonsensered_2_3,130005,event_nonsensered_2,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_2_3,True,,10,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,surprise,,13,idle,,,15,idle
event_nonsensered_2_4,130005,event_nonsensered_2,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_2_4,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,surprise,,13,idle,,,15,idle
event_nonsensered_2_5,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_5,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_6,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_6,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_7,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_7,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_8,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_8,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_9,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_9,True,,2,130,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_10,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_10,True,,130,130,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_11,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_11,True,,130,130,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,idle
event_nonsensered_2_12,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_12,True,,130,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,smile
event_nonsensered_2_13,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_13,True,,14,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,smile
event_nonsensered_2_14,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_14,True,,14,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,smile
event_nonsensered_2_15,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_15,True,,14,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,smile
event_nonsensered_2_16,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_16,True,,14,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,idle,,,15,smile
event_nonsensered_2_17,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_17,True,,14,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,think,,13,think,,,15,smile
event_nonsensered_2_18,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_18,True,,50,50,1.0,,,,7,idle,,,5,delight,,,3,idle,,,1,think,,13,think,,,15,smile
event_nonsensered_2_19,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_19,True,,50,50,1.0,,,,7,idle,,,5,delight,,,3,idle,,,1,think,,13,think,,,15,smile
event_nonsensered_2_20,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_20,True,,50,50,1.0,,,,7,idle,,,5,delight,,,3,idle,,,1,think,,13,think,,,15,smile
event_nonsensered_2_21,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_21,True,,12,12,1.0,,,,7,idle,,,5,delight,,,3,idle,,,1,think,,13,idle,,,15,smile
event_nonsensered_2_22,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_22,True,,12,12,1.0,,,,7,idle,,,5,delight,,,3,idle,,,1,idle,,13,idle,,,15,smile
event_nonsensered_2_23,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_23,True,,50,50,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,smile
event_nonsensered_2_24,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_24,True,,50,50,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,smile
event_nonsensered_2_25,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_25,True,,50,5,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,smile
event_nonsensered_2_26,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_26,True,,10,10,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,shy,,13,idle,,,15,smile
event_nonsensered_2_27,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_27,True,,5,5,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,shy,,13,idle,,,15,smile
event_nonsensered_2_28,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_28,True,,5,5,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,shy,,13,idle,,,15,smile
event_nonsensered_2_29,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_29,True,,5,5,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,shy,,13,idle,,,15,smile
event_nonsensered_2_30,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_30,True,,5,2,1.5,,,,7,idle,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_31,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_31,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_32,130005,event_nonsensered_2,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_2_32,True,,2,2,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_33,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_33,True,,2,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,no,,13,sad,,,15,smile
event_nonsensered_2_34,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_34,True,,14,14,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,no,,13,sad,,,15,smile
event_nonsensered_2_35,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_35,True,,10,10,1.0,,,,7,idle,,,5,idle,,,3,idle,,,1,no,,13,sad,,,15,smile
event_nonsensered_2_36,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_36,True,,S_70,S_70,1.0,,,,7,sad,,,5,idle,,,3,idle,,,1,no,,13,sad,,,15,smile
event_nonsensered_2_37,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_37,True,,S_70,6,1.0,,,,7,sad,,,5,surprise,,,3,idle,,,1,no,,13,sad,,,15,smile
event_nonsensered_2_38,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_38,True,,6,6,1.0,,,,7,sad,,,5,surprise,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_39,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_39,True,,6,6,1.0,,,,7,sad,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_40,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_40,True,,6,6,1.0,,,,7,sad,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_41,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_41,True,,6,6,1.0,,,,7,sad,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_42,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_42,True,,6,6,1.0,,,,7,sad,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_43,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_43,True,,6,50,1.0,,,,7,sad,,,5,surprise,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_44,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_44,True,,50,50,1.0,,,,7,sad,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_45,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_45,True,,50,50,1.0,,,,7,sad,,,5,delight,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_46,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_46,True,,50,6,1.0,,,,7,shy,,,5,delight,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_47,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_47,True,,6,6,1.0,,,,7,shy,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_48,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_48,True,,6,6,1.0,,,,7,shy,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_49,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_49,True,,6,6,1.0,,,,7,shy,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_50,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_50,False,,6,S_70,0.7,,,,7,surprise,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_51,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_51,True,,S_70,S_70,1.0,,,,7,surprise,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_52,130005,event_nonsensered_2,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_2_52,True,,S_70,7,1.3,,,,7,shy,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_53,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_53,True,,7,6,1.0,,,,7,shy,,,5,delight,,,3,idle,,,1,no,,13,idle,,,15,smile
