id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce02_3_02_s_1,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_1,True,Factory,12,12,1.0,event_bgm_ce002_story_2,product12,13,idle,,ce_02_02,1,idle
event_ce02_3_02_s_2,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_2,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_3,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_3,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_4,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_4,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_5,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_5,True,,12,10,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_6,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_6,True,,130,130,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_7,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_7,True,,130,130,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_8,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_8,True,,130,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_9,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_9,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_10,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_10,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_11,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_11,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_12,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_12,True,,12,130,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_13,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_13,True,,130,130,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_14,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_14,False,,10,10,1.0,,,13,idle,,,1,think
event_ce02_3_02_s_15,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_15,True,,130,130,1.0,,,13,idle,,,1,think
event_ce02_3_02_s_16,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_16,True,,130,130,1.0,,,13,idle,,,1,think
event_ce02_3_02_s_17,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_17,True,,130,130,1.0,,,13,idle,,,1,think
event_ce02_3_02_s_18,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_18,True,,130,130,1.0,,,13,idle,,,1,think
event_ce02_3_02_s_19,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_19,True,,10,10,1.0,,,13,idle,,,1,think
event_ce02_3_02_s_20,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_20,True,,130,13,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_21,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_21,True,,10,10,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_22,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_22,True,,10,10,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_23,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_23,True,,13,130,1.4,,,13,idle,,,1,idle
event_ce02_3_02_s_24,40026,event_ce02_3_02_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_02_s_24,True,,black,black,1.0,,p12,13,idle,product12,,1,idle
event_ce02_3_02_s_25,40026,event_ce02_3_02_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_s_25,True,,130,130,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_26,40026,event_ce02_3_02_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_s_26,True,,130,13,0.6,,,13,idle,,,1,idle
event_ce02_3_02_s_27,40026,event_ce02_3_02_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_s_27,True,,13,13,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_28,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_28,True,,13,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_29,40026,event_ce02_3_02_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_s_29,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_30,40026,event_ce02_3_02_s,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_s_30,True,,12,12,1.0,,,13,idle,,,1,idle
event_ce02_3_02_s_31,40026,event_ce02_3_02_s,Monologue,,,Locale_SubScenario:event_ce02_3_02_s_31,False,,12,12,1.0,,,13,idle,p12,,1,idle
event_ce02_3_02_s_32,40026,event_ce02_3_02_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_s_32,False,,12,10,1.0,,,,,,,1,think
