id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker
event_ce02_3_04_s_1,40027,event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_1,False,p12,13,idle,ce_02_02,1,idle,Factory,black,black,1.0,event_bgm_ce002_story_2,,,,
event_ce02_3_04_s_2,40027,event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_2,False,,13,idle,,1,idle,,black,black,1.0,,,,,
event_ce02_3_04_s_3,40027,event_ce02_3_04_s,Narration,Locale_SubScenario:event_ce02_3_04_s_3,False,,13,idle,,1,idle,,5,5,1.0,,sfx_scn_gunfire,Low_2,,
event_ce02_3_04_s_4,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_4,True,,13,idle,,1,idle,,5,12,1.0,,,,p12,p12
event_ce02_3_04_s_5,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_5,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_6,40027,event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_6,False,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_04_s_7,40027,event_ce02_3_04_s,Narration,Locale_SubScenario:event_ce02_3_04_s_7,False,,13,idle,,1,idle,,12,10,1.0,,sfx_scn_groundbreak,Low_2,,
event_ce02_3_04_s_8,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_8,True,,13,idle,,1,idle,,10,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_9,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_9,True,,13,idle,,1,idle,,10,12,1.0,,,,p12,p12
event_ce02_3_04_s_10,40027,event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_10,False,,13,idle,,1,idle,,black,black,1.0,,,,,
event_ce02_3_04_s_11,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_11,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_12,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_12,True,,13,idle,,1,angry,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_13,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_13,True,,13,idle,,1,angry,,12,12,1.0,,,,p12,p12
