id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_blanc_08_1,80903,snowfall_speech_blanc_08,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_1,False,BambooForest_n,1,1,1.0,amb_so_bambooforest_3,event_bgm_neverland_snowflakes_night,,,,blanc_c,1,idle
snowfall_speech_blanc_08_2,80903,snowfall_speech_blanc_08,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_blanc_08_3,80903,snowfall_speech_blanc_08,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_blanc_08_4,80903,snowfall_speech_blanc_08,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_4,False,,1,1,1.0,,,snowfall_speech_blanc_08_7,,,,1,idle
snowfall_speech_blanc_08_5,80903,snowfall_speech_blanc_08,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_5,False,,1,1,1.0,,,snowfall_speech_blanc_08_6,,,,1,idle
snowfall_speech_blanc_08_6,80903,snowfall_speech_blanc_08,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_blanc_08_7,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_7,True,,1,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_8,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_8,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_9,80903,snowfall_speech_blanc_08,Self,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_9,False,,L_10,L_10,1.0,,,,,,,1,idle
snowfall_speech_blanc_08_10,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_10,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_08_11,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_11,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_08_12,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_12,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_13,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_13,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_14,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_14,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_08_15,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_15,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_08_16,80903,snowfall_speech_blanc_08,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_16,False,,L_10,L_10,1.0,,,snowfall_speech_blanc_08_18,,,,1,no
snowfall_speech_blanc_08_17,80903,snowfall_speech_blanc_08,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_17,False,,L_10,L_10,1.0,,,snowfall_speech_blanc_08_22,,,,1,no
snowfall_speech_blanc_08_18,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_18,True,,L_10,L_10,1.0,,,,,blanc_c,,1,delight
snowfall_speech_blanc_08_19,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_19,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_20,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_20,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_21,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_21,True,,L_10,L_10,1.0,,,snowfall_speech_blanc_08_26,,blanc_c,,1,idle
snowfall_speech_blanc_08_22,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_22,True,,L_10,L_10,1.0,,,,,blanc_c,,1,delight
snowfall_speech_blanc_08_23,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_23,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_24,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_24,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_08_25,80903,snowfall_speech_blanc_08,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_25,True,,L_10,L_10,1.0,,,snowfall_speech_blanc_08_26,,blanc_c,,1,idle
snowfall_speech_blanc_08_26,80903,snowfall_speech_blanc_08,Narration,blanc_c,Locale_SubScenario:snowfall_speech_blanc_08_26,False,,black,black,1.0,,,,,,,1,idle
