id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade
event_coinsinrush1_06_e_1,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_1,False,bay_b,3,worry,milk_b,1,good,rouge_b,13,delight2,ade_b,15,idle,CoinRushMainHall,black,black,1.0,none,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_2,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_2,False,,3,worry,,1,good,,13,delight2,,15,idle,,black,black,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_3,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_3,True,,3,worry,,1,good,,13,delight2,,15,idle,,30,30,1.0,bgm_story_girlstalk,bay_b,bay_b,,,,,,,,,,,,,,
event_coinsinrush1_06_e_4,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_4,False,,3,worry,,1,good,,13,delight2,,15,idle,,30,30,1.0,,bay_b,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_5,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_5,False,,3,worry,,1,good,,13,delight2,,15,idle,,30,30,1.0,,bay_b,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_6,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_6,True,,3,worry_02,,1,good,,13,delight2,,15,idle,,30,30,1.0,,bay_b,bay_b,,,,,,,,,,,,,,
event_coinsinrush1_06_e_7,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_7,True,,3,worry_02,,1,good,,13,delight2,,15,idle,,30,30,1.0,,exia_b_op,exia_b_op,exia_b_op,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_8,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_8,True,,3,worry_02,,1,good,,13,delight2,,15,idle,,30,30,1.0,,exia_b_op,exia_b_op,,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_9,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_9,True,,3,worry_02,,1,good,,13,delight2,,15,idle,,30,30,1.0,,exia_b_op,exia_b_op,,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_10,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_10,True,,3,worry_02,,1,delight2,,13,delight2,,15,idle,,30,12,1.0,,milk_b,milk_b,,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_11,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_11,True,,3,worry_02,,1,delight2,,13,delight2,,15,idle,,12,12,1.0,,rouge_b,rouge_b,,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_12,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_12,True,,3,worry_02,,1,delight2,,13,delight2,,15,idle,,12,12,1.0,,rouge_b,rouge_b,,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_13,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_13,True,,3,worry_02,,1,delight2,,13,delight2,,15,delight,,12,150,1.0,,ade_b,ade_b,,OP_leftup,good,,,,,,,,,,,
event_coinsinrush1_06_e_14,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_14,True,,3,worry_02,,1,delight2,,13,delight2,,15,delight,,150,150,1.0,,ade_b,ade_b,,OP_leftup,good,mustang,9,delight,,,,,,,,
event_coinsinrush1_06_e_15,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_15,True,,3,idle,,1,delight2,,13,delight2,,15,delight,,30,30,1.0,,bay_b,bay_b,,OP_leftup,good,,9,delight,,,,,,,,
event_coinsinrush1_06_e_16,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_16,False,,3,idle,,1,delight2,,13,delight2,,15,delight,,black,black,1.0,none,,mustang,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_17,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_17,True,,3,idle,,1,good,,13,delight2,,15,delight,,L_90,L_900,0.5,event_bgm_goldcoinrush_inst,mustang,mustang,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_18,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_18,True,,3,idle,,1,good,,13,delight2,,15,delight,,L_900,L_900,1.0,,mustang,mustang,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_19,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_19,False,,3,idle,,1,good,,13,delight2,,15,delight,,L_900,L_900,1.0,,,coinrushguests,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_20,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_20,True,,3,special,,1,good,,13,delight2,,15,delight,,30,30,1.0,,bay_b,bay_b,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_21,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_21,True,,3,special,,1,good,,13,delight2,,15,delight,,30,30,1.0,,bay_b,bay_b,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_22,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_22,True,,3,special,,1,delight,,13,delight2,,15,delight,,30,2,1.0,,milk_b,milk_b,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_23,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_23,True,,3,special,,1,delight,,13,delight2,,15,delight,,2,2,1.0,,milk_b,milk_b,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_24,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_24,True,,3,special,,1,delight,,13,delight2,,15,delight,,150,150,1.0,,ade_b,ade_b,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_25,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_25,True,,3,special,,1,delight,,13,delight2,,15,delight,,L_90,L_90,1.0,,mustang,mustang,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_26,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_26,True,,3,special,,1,delight,,13,delight2,,15,delight,,L_90,L_900,1.0,,mustang,mustang,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_27,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_27,False,,3,special,,1,delight,,13,delight2,,15,delight,,L_900,L_900,1.0,,,coinrushguests,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_28,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_28,True,,3,special,,1,delight,,13,delight2,,15,delight,,L_900,L_900,1.0,,mustang,mustang,,OP_leftup,idle,,9,shy,,,,,,,,
event_coinsinrush1_06_e_29,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_29,True,,3,special,,1,delight,,13,delight2,,15,delight,,130,130,1.0,,rouge_b,rouge_b,,OP_leftup,idle,,9,shy,,,,,,,,
event_coinsinrush1_06_e_30,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_30,True,,3,special,,1,delight,,13,delight2,,15,delight,,130,130,1.0,,rouge_b,rouge_b,,OP_leftup,idle,,9,shy,,,,,,,,
event_coinsinrush1_06_e_31,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_31,True,,3,special,,1,delight,,13,delight2,,15,delight,,130,130,1.0,,exia_b_op,exia_b_op,,OP_leftup,idle,,9,shy,,,,,,,,
event_coinsinrush1_06_e_32,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_32,True,,3,special,,1,delight,,13,delight2,,15,delight,,L_90,L_90,1.0,,mustang,mustang,,OP_leftup,idle,,9,good,,,,,,,,
event_coinsinrush1_06_e_33,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_33,True,,3,special,,1,delight,,13,delight2,,15,delight,,L_90,L_90,1.0,,mustang,mustang,,OP_leftup,idle,,9,delight,,,,,,,,
event_coinsinrush1_06_e_34,40088,event_coinsinrush1_06_e,Narration,Locale_MainScenario:event_coinsinrush1_06_e_34,False,,3,special,,1,delight,,13,surprise,,15,delight,,black,black,1.0,none,,,,OP_leftup,surprise,,9,delight,exia_b_op,sfx_scn_lightout,,,,,,
event_coinsinrush1_06_e_35,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_35,False,,3,worry,,1,surprise,,13,surprise,,15,surprise,,black,black,1.0,,,,,,,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_36,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_36,False,,3,worry,,1,surprise,,13,surprise,,15,surprise,,black,black,1.0,,,,,,,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_37,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_37,False,,3,worry,,1,surprise,,13,surprise,,15,surprise,,black,black,1.0,,,milk_b,,,,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_38,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_38,False,,3,worry,,1,surprise,,13,surprise,,15,surprise,,black,black,1.0,,,milk_b,,,,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_39,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_39,False,,3,worry,,1,surprise,,13,surprise,,15,surprise,,black,black,1.0,,,rouge_b,,,,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_40,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_40,False,,3,worry,,1,surprise,,13,surprise,,15,surprise,,black,black,1.0,,,,,,,,9,surprise,,,bay_b,milk_b,rouge_b,ade_b,mustang,
event_coinsinrush1_06_e_41,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_41,False,,,,,,,,,,,,,EventScene_coinsinrush_04_1,black,black,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_42,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_42,True,,,,,,,,,,,,,,1,1,1.0,event_bgm_coinsinrush,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_43,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_43,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_44,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_44,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
