id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_cherryblossom_04_s_1,40011,event_cherryblossom_04_s,Monologue,Locale_SubScenario:event_cherryblossom_04_s_1,False,Backstreet,5,12,1.0,bgm_story_crawlinganxiety,,,,sakura,1,idle,fatman,13,idle
event_cherryblossom_04_s_2,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_2,True,,12,12,1.0,,fatman,fatman,,,1,idle,,13,idle
event_cherryblossom_04_s_3,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_3,True,,12,12,1.0,,sakura,sakura,,,1,idle,,13,idle
event_cherryblossom_04_s_4,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_4,True,,12,12,1.0,,sakura,sakura,,,1,idle,,13,idle
event_cherryblossom_04_s_5,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_5,True,,12,12,1.0,,fatman,fatman,,,1,idle,,13,idle
event_cherryblossom_04_s_6,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_6,True,,12,12,1.0,,sakura,sakura,,,1,idle,,13,idle
event_cherryblossom_04_s_7,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_7,True,,12,12,1.0,,sakura,sakura,,,1,idle,,13,idle
event_cherryblossom_04_s_8,40011,event_cherryblossom_04_s,Speech,Locale_SubScenario:event_cherryblossom_04_s_8,True,,12,12,1.0,,fatman,fatman,,,1,idle,,13,idle
event_cherryblossom_04_s_9,40011,event_cherryblossom_04_s,Monologue,Locale_SubScenario:event_cherryblossom_04_s_9,False,,12,L_130,0.7,,,,,,1,idle,,13,idle
event_cherryblossom_04_s_10,40011,event_cherryblossom_04_s,Self,Locale_SubScenario:event_cherryblossom_04_s_10,False,,1,10,0.7,,,,,,1,idle,,13,idle
